item_set_id,sentence,label,metadata
94,"During the athletic tournament, the runner was overtaken by the stadium.",inconceivable,related
94,"During the athletic tournament, the runner was overtaken by the competitor.",probable,
94,"During the athletic tournament, the runner was overtaken by the jewellery.",inconceivable,unrelated
94,"During the athletic tournament, the runner was overtaken by the watchman.",improbable,unrelated
95,Because of the recall everything was refunded by the consumer.,improbable,related
95,Because of the recall everything was refunded by the penny.,inconceivable,unrelated
95,Because of the recall everything was refunded by the cook.,improbable,unrelated
95,Because of the recall everything was refunded by the manufacturer.,probable,
95,Because of the recall everything was refunded by the package.,inconceivable,related
96,At the construction site all of the dirtiest work was done by the brick.,inconceivable,related
96,At the construction site all of the dirtiest work was done by the worker.,probable,
96,At the construction site all of the dirtiest work was done by the producer.,improbable,unrelated
96,At the construction site all of the dirtiest work was done by the keyboard.,inconceivable,unrelated
96,At the construction site all of the dirtiest work was done by the engineer.,improbable,related
97,Invitations to the dinner party were posted by the stamp.,inconceivable,related
97,Invitations to the dinner party were posted by the guest.,improbable,related
97,Invitations to the dinner party were posted by the hostess.,probable,
97,Invitations to the dinner party were posted by the treasure.,inconceivable,unrelated
97,Invitations to the dinner party were posted by the victim.,improbable,unrelated
98,"At the airport, the luggage is searched by the official.",probable,
98,"At the airport, the luggage is searched by the boss.",improbable,unrelated
98,"At the airport, the luggage is searched by the list.",inconceivable,unrelated
98,"At the airport, the luggage is searched by the suspect.",improbable,related
98,"At the airport, the luggage is searched by the passport.",inconceivable,related
99,In the Texan town the bank was robbed by the participant.,improbable,unrelated
99,In the Texan town the bank was robbed by the revolver.,inconceivable,related
99,In the Texan town the bank was robbed by the injection.,inconceivable,unrelated
99,In the Texan town the bank was robbed by the outlaw.,probable,
99,In the Texan town the bank was robbed by the sheriff.,improbable,related
100,The employment interviews were administered by the tray.,inconceivable,unrelated
100,The employment interviews were administered by the committee.,probable,
100,The employment interviews were administered by the servant.,improbable,unrelated
100,The employment interviews were administered by the curriculum.,inconceivable,related
100,The employment interviews were administered by the applicant.,improbable,related
101,The interesting story was written by the magazine.,inconceivable,related
101,The interesting story was written by the character.,improbable,related
101,The interesting story was written by the wine.,inconceivable,unrelated
101,The interesting story was written by the escort.,improbable,unrelated
101,The interesting story was written by the writer.,probable,
102,The taxi was driven by the wheel.,inconceivable,related
102,The taxi was driven by the cabdriver.,probable,
102,The taxi was driven by the tutu.,inconceivable,unrelated
102,The taxi was driven by the pedestrian.,improbable,related
102,The taxi was driven by the dancer.,improbable,unrelated
103,"At the golf game, a hole-in-one was scored by the golfer.",probable,
103,"At the golf game, a hole-in-one was scored by the lease.",inconceivable,unrelated
103,"At the golf game, a hole-in-one was scored by the cart.",inconceivable,related
103,"At the golf game, a hole-in-one was scored by the landlord.",improbable,unrelated
103,"At the golf game, a hole-in-one was scored by the umpire.",improbable,related
104,"At the pet hospital, dogs were cured by the ambulance.",inconceivable,related
104,"At the pet hospital, dogs were cured by the soldier.",improbable,unrelated
104,"At the pet hospital, dogs were cured by the uniform.",inconceivable,unrelated
104,"At the pet hospital, dogs were cured by the owner.",improbable,related
104,"At the pet hospital, dogs were cured by the vet.",probable,
105,"At the post office, letters are collected and delivered by the couch.",inconceivable,unrelated
105,"At the post office, letters are collected and delivered by the cashier.",improbable,related
105,"At the post office, letters are collected and delivered by the postman.",probable,
105,"At the post office, letters are collected and delivered by the maniac.",improbable,unrelated
105,"At the post office, letters are collected and delivered by the mailbox.",inconceivable,related
106,"At the garage, the car maintenance is performed by the mechanic.",probable,
106,"At the garage, the car maintenance is performed by the receptionist.",improbable,related
106,"At the garage, the car maintenance is performed by the headlight.",inconceivable,related
106,"At the garage, the car maintenance is performed by the beggar.",improbable,unrelated
106,"At the garage, the car maintenance is performed by the bowl.",inconceivable,unrelated
107,At the hospital the complex heart surgery was performed by the slave.,improbable,unrelated
107,At the hospital the complex heart surgery was performed by the artery.,inconceivable,related
107,At the hospital the complex heart surgery was performed by the intern.,improbable,related
107,At the hospital the complex heart surgery was performed by the surgeon.,probable,
107,At the hospital the complex heart surgery was performed by the pyramid.,inconceivable,unrelated
108,"Upon arriving at the restaurant, the car was parked by the monitor.",inconceivable,unrelated
108,"Upon arriving at the restaurant, the car was parked by the cameraman.",improbable,unrelated
108,"Upon arriving at the restaurant, the car was parked by the chauffeur.",probable,
108,"Upon arriving at the restaurant, the car was parked by the waiter.",improbable,related
108,"Upon arriving at the restaurant, the car was parked by the parking-meter.",inconceivable,related
109,The circus performance was directed by the trapeze.,inconceivable,related
109,The circus performance was directed by the nun.,improbable,unrelated
109,The circus performance was directed by the presenter.,probable,
109,The circus performance was directed by the oratory.,inconceivable,unrelated
109,The circus performance was directed by the juggler.,improbable,related
110,"To keep visitors safe, the national park was patrolled by the camper.",improbable,related
110,"To keep visitors safe, the national park was patrolled by the ranger.",probable,
110,"To keep visitors safe, the national park was patrolled by the repairer.",improbable,unrelated
110,"To keep visitors safe, the national park was patrolled by the sunlight.",inconceivable,related
110,"To keep visitors safe, the national park was patrolled by the radiator.",inconceivable,unrelated
111,"At the library, the books are organised on the shelves by the librarian.",probable,
111,"At the library, the books are organised on the shelves by the king.",improbable,unrelated
111,"At the library, the books are organised on the shelves by the catalogue.",inconceivable,related
111,"At the library, the books are organised on the shelves by the dean.",improbable,related
111,"At the library, the books are organised on the shelves by the throne.",inconceivable,unrelated
112,"At the bank, credit card requests are authorised by the receipt.",inconceivable,related
112,"At the bank, credit card requests are authorised by the teller.",improbable,related
112,"At the bank, credit card requests are authorised by the manager.",probable,
112,"At the bank, credit card requests are authorised by the restorer.",improbable,unrelated
112,"At the bank, credit card requests are authorised by the spade.",inconceivable,unrelated
113,Fish in the aquarium were studied by the swimmer.,improbable,related
113,Fish in the aquarium were studied by the seaweed.,inconceivable,related
113,Fish in the aquarium were studied by the biologist.,probable,
113,Fish in the aquarium were studied by the musician.,improbable,unrelated
113,Fish in the aquarium were studied by the spotlight.,inconceivable,unrelated
114,"At the exhibition, all the pictures were taken by the frame.",inconceivable,related
114,"At the exhibition, all the pictures were taken by the photographer.",probable,
114,"At the exhibition, all the pictures were taken by the sculptor.",improbable,related
114,"At the exhibition, all the pictures were taken by the protector.",improbable,unrelated
114,"At the exhibition, all the pictures were taken by the protection.",inconceivable,unrelated
115,"At the graduation reception, the dinner was provided by the diploma.",inconceivable,related
115,"At the graduation reception, the dinner was provided by the graduate.",improbable,related
115,"At the graduation reception, the dinner was provided by the prisoner.",improbable,unrelated
115,"At the graduation reception, the dinner was provided by the gate.",inconceivable,unrelated
115,"At the graduation reception, the dinner was provided by the caterer.",probable,
116,"When the Italian diplomat gave a speech, the translation was performed by the interpreter.",probable,
116,"When the Italian diplomat gave a speech, the translation was performed by the windscreen.",inconceivable,unrelated
116,"When the Italian diplomat gave a speech, the translation was performed by the driver.",improbable,unrelated
116,"When the Italian diplomat gave a speech, the translation was performed by the television.",inconceivable,related
116,"When the Italian diplomat gave a speech, the translation was performed by the speaker.",improbable,related
117,The prescription for the mental disorder was written by the pill.,inconceivable,related
117,The prescription for the mental disorder was written by the schizophrenic.,improbable,related
117,The prescription for the mental disorder was written by the guard.,improbable,unrelated
117,The prescription for the mental disorder was written by the fence.,inconceivable,unrelated
117,The prescription for the mental disorder was written by the psychiatrist.,probable,
118,The bank robbery was prevented by the hero.,probable,
118,The bank robbery was prevented by the spoon.,inconceivable,unrelated
118,The bank robbery was prevented by the server.,improbable,unrelated
118,The bank robbery was prevented by the gangster.,improbable,related
118,The bank robbery was prevented by the shotgun.,inconceivable,related
119,The attacks on the ships were led by the cannon.,inconceivable,related
119,The attacks on the ships were led by the pirate.,probable,
119,The attacks on the ships were led by the trumpeter.,improbable,unrelated
119,The attacks on the ships were led by the violin.,inconceivable,unrelated
119,The attacks on the ships were led by the captive.,improbable,related
120,"At the opera concert in the theatre, the musical pieces were sung by the visitor.",improbable,unrelated
120,"At the opera concert in the theatre, the musical pieces were sung by the costume.",inconceivable,related
120,"At the opera concert in the theatre, the musical pieces were sung by the cage.",inconceivable,unrelated
120,"At the opera concert in the theatre, the musical pieces were sung by the composer.",improbable,related
120,"At the opera concert in the theatre, the musical pieces were sung by the tenor.",probable,
121,"Because his parents work all day, the baby was attended by the consumer.",improbable,unrelated
121,"Because his parents work all day, the baby was attended by the nanny.",probable,
121,"Because his parents work all day, the baby was attended by the dummy.",inconceivable,related
121,"Because his parents work all day, the baby was attended by the package.",inconceivable,unrelated
121,"Because his parents work all day, the baby was attended by the dad.",improbable,related
122,The dental restoration was performed by the tooth.,inconceivable,related
122,The dental restoration was performed by the saddle.,inconceivable,unrelated
122,The dental restoration was performed by the dentist.,probable,
122,The dental restoration was performed by the assistant.,improbable,related
122,The dental restoration was performed by the Indian.,improbable,unrelated
123,"At the Olympics, the bars competition was won by the trampoline.",inconceivable,related
123,"At the Olympics, the bars competition was won by the gymnast.",probable,
123,"At the Olympics, the bars competition was won by the crucifix.",inconceivable,unrelated
123,"At the Olympics, the bars competition was won by the wrestler.",improbable,related
123,"At the Olympics, the bars competition was won by the cardinal.",improbable,unrelated
124,"To lose weight, the woman's meal plan was prescribed by the banner.",inconceivable,unrelated
124,"To lose weight, the woman's meal plan was prescribed by the dietician.",probable,
124,"To lose weight, the woman's meal plan was prescribed by the tape-measure.",inconceivable,related
124,"To lose weight, the woman's meal plan was prescribed by the psychologist.",improbable,related
124,"To lose weight, the woman's meal plan was prescribed by the hooligan.",improbable,unrelated
125,The psychotherapy session was delivered by the couch.,inconceivable,related
125,The psychotherapy session was delivered by the teacher.,improbable,unrelated
125,The psychotherapy session was delivered by the table.,inconceivable,unrelated
125,The psychotherapy session was delivered by the counsellor.,probable,
125,The psychotherapy session was delivered by the maniac.,improbable,related
126,"In the circus, the lions were tamed by the chemist.",improbable,unrelated
126,"In the circus, the lions were tamed by the tightrope.",inconceivable,related
126,"In the circus, the lions were tamed by the ballerina.",improbable,related
126,"In the circus, the lions were tamed by the trainer.",probable,
126,"In the circus, the lions were tamed by the manuscript.",inconceivable,unrelated
127,"At the salon, the clients get her hair cut by the wheel.",inconceivable,unrelated
127,"At the salon, the clients get her hair cut by the pedestrian.",improbable,unrelated
127,"At the salon, the clients get her hair cut by the stylist.",probable,
127,"At the salon, the clients get her hair cut by the hairbrush.",inconceivable,related
127,"At the salon, the clients get her hair cut by the manicurist.",improbable,related
128,"At the museum, a tour and descriptions of the paintings were given by the guide.",probable,
128,"At the museum, a tour and descriptions of the paintings were given by the kidnapper.",improbable,unrelated
128,"At the museum, a tour and descriptions of the paintings were given by the workman.",improbable,related
128,"At the museum, a tour and descriptions of the paintings were given by the extortion.",inconceivable,unrelated
128,"At the museum, a tour and descriptions of the paintings were given by the sculpture.",inconceivable,related
129,The safari excursion to Africa was led by the juggler.,improbable,unrelated
129,The safari excursion to Africa was led by the photograph.,inconceivable,related
129,The safari excursion to Africa was led by the holiday-maker.,improbable,related
129,The safari excursion to Africa was led by the trapeze.,inconceivable,unrelated
129,The safari excursion to Africa was led by the adventurer.,probable,
130,The corrupt tax fraud was discovered by the accountant.,probable,
130,The corrupt tax fraud was discovered by the dummy.,inconceivable,unrelated
130,The corrupt tax fraud was discovered by the charlatan.,improbable,related
130,The corrupt tax fraud was discovered by the dad.,improbable,unrelated
130,The corrupt tax fraud was discovered by the calculator.,inconceivable,related
131,"After the electricity outage, the apartment was checked by the fuse.",inconceivable,related
131,"After the electricity outage, the apartment was checked by the concierge.",improbable,related
131,"After the electricity outage, the apartment was checked by the wreckage.",inconceivable,unrelated
131,"After the electricity outage, the apartment was checked by the electrician.",probable,
131,"After the electricity outage, the apartment was checked by the observer.",improbable,unrelated
132,"After being locked, the door was repaired by the reader.",improbable,unrelated
132,"After being locked, the door was repaired by the repairman.",probable,
132,"After being locked, the door was repaired by the page.",inconceivable,unrelated
132,"After being locked, the door was repaired by the keyhole.",inconceivable,related
132,"After being locked, the door was repaired by the plumber.",improbable,related
133,"In the theatre production, the villain was played by the recipient.",improbable,unrelated
133,"In the theatre production, the villain was played by the checkbook.",inconceivable,unrelated
133,"In the theatre production, the villain was played by the actor.",probable,
133,"In the theatre production, the villain was played by the musician.",improbable,related
133,"In the theatre production, the villain was played by the spotlight.",inconceivable,related
134,The suit was adjusted by the ice-pick.,inconceivable,unrelated
134,The suit was adjusted by the apprentice.,improbable,related
134,The suit was adjusted by the shepherd.,improbable,unrelated
134,The suit was adjusted by the sewing-machine.,inconceivable,related
134,The suit was adjusted by the tailor.,probable,
135,"At the farmers market, fresh fish is sold by the grocer.",improbable,related
135,"At the farmers market, fresh fish is sold by the grave.",inconceivable,unrelated
135,"At the farmers market, fresh fish is sold by the survivor.",improbable,unrelated
135,"At the farmers market, fresh fish is sold by the shellfish.",inconceivable,related
135,"At the farmers market, fresh fish is sold by the fisherman.",probable,
136,The Tour de France was won by the bicycle.,inconceivable,related
136,The Tour de France was won by the bystander.,improbable,unrelated
136,The Tour de France was won by the wallet.,inconceivable,unrelated
136,The Tour de France was won by the fan.,improbable,related
136,The Tour de France was won by the cyclist.,probable,
137,The book signing was attended by the famous camper.,improbable,unrelated
137,The book signing was attended by the famous novelist.,probable,
137,The book signing was attended by the famous paperback.,inconceivable,related
137,The book signing was attended by the famous bookworm.,improbable,related
137,The book signing was attended by the famous sunlight.,inconceivable,unrelated
138,The mountain summit was conquered by the ice-pick.,inconceivable,related
138,The mountain summit was conquered by the audience.,improbable,unrelated
138,The mountain summit was conquered by the ticket.,inconceivable,unrelated
138,The mountain summit was conquered by the shepherd.,improbable,related
138,The mountain summit was conquered by the climber.,probable,
139,The school walls were ruined with graffiti drawn by the vandal.,probable,
139,The school walls were ruined with graffiti drawn by the lookout.,improbable,related
139,The school walls were ruined with graffiti drawn by the client.,improbable,unrelated
139,The school walls were ruined with graffiti drawn by the aerosol.,inconceivable,related
139,The school walls were ruined with graffiti drawn by the engine.,inconceivable,unrelated
140,"On the lake, the boat race was won by the rower.",probable,
140,"On the lake, the boat race was won by the sheriff.",improbable,unrelated
140,"On the lake, the boat race was won by the sunbather.",improbable,related
140,"On the lake, the boat race was won by the paddle.",inconceivable,related
140,"On the lake, the boat race was won by the revolver.",inconceivable,unrelated
141,The bush in the garden was trimmed by the opponent.,improbable,unrelated
141,The bush in the garden was trimmed by the challenge.,inconceivable,unrelated
141,The bush in the garden was trimmed by the lawn-mower.,inconceivable,related
141,The bush in the garden was trimmed by the builder.,improbable,related
141,The bush in the garden was trimmed by the gardener.,probable,
142,"At the observatory, a new star was discovered by the criminal.",improbable,unrelated
142,"At the observatory, a new star was discovered by the astronomer.",probable,
142,"At the observatory, a new star was discovered by the telescope.",inconceivable,related
142,"At the observatory, a new star was discovered by the technician.",improbable,related
142,"At the observatory, a new star was discovered by the bench.",inconceivable,unrelated
143,The card trick on the TV show was performed by the magician.,probable,
143,The card trick on the TV show was performed by the newborn.,improbable,unrelated
143,The card trick on the TV show was performed by the cameraman.,improbable,related
143,The card trick on the TV show was performed by the monitor.,inconceivable,related
143,The card trick on the TV show was performed by the bib.,inconceivable,unrelated
144,"During Christmas dinner, gifts for the family were bought by the invader.",improbable,unrelated
144,"During Christmas dinner, gifts for the family were bought by the weapon.",inconceivable,unrelated
144,"During Christmas dinner, gifts for the family were bought by the turkey.",inconceivable,related
144,"During Christmas dinner, gifts for the family were bought by the cleaner.",improbable,related
144,"During Christmas dinner, gifts for the family were bought by the grandma.",probable,
145,"At the wedding on the church, the service was performed by the cleric.",probable,
145,"At the wedding on the church, the service was performed by the listener.",improbable,unrelated
145,"At the wedding on the church, the service was performed by the bachelor.",improbable,related
145,"At the wedding on the church, the service was performed by the bouquet.",inconceivable,related
145,"At the wedding on the church, the service was performed by the log.",inconceivable,unrelated
146,The destruction of the building was performed by the architect.,improbable,related
146,The destruction of the building was performed by the wrecker.,probable,
146,The destruction of the building was performed by the catcher.,improbable,unrelated
146,The destruction of the building was performed by the crane.,inconceivable,related
146,The destruction of the building was performed by the scoreboard.,inconceivable,unrelated
147,"At the monastery, a prayer was said by the owner.",improbable,unrelated
147,"At the monastery, a prayer was said by the ambulance.",inconceivable,unrelated
147,"At the monastery, a prayer was said by the oratory.",inconceivable,related
147,"At the monastery, a prayer was said by the nun.",improbable,related
147,"At the monastery, a prayer was said by the monk.",probable,
148,The Vatican has been ruled by the cardinal.,improbable,related
148,The Vatican has been ruled by the pope.,probable,
148,The Vatican has been ruled by the crucifix.,inconceivable,related
148,The Vatican has been ruled by the swimmer.,improbable,unrelated
148,The Vatican has been ruled by the seaweed.,inconceivable,unrelated
149,"During the protests, the shops were attacked by the agitator.",probable,
149,"During the protests, the shops were attacked by the child.",improbable,unrelated
149,"During the protests, the shops were attacked by the tear-gas.",inconceivable,related
149,"During the protests, the shops were attacked by the merchant.",improbable,related
149,"During the protests, the shops were attacked by the desk.",inconceivable,unrelated
150,"At the restaurant, the plates are washed by the charlatan.",improbable,unrelated
150,"At the restaurant, the plates are washed by the calculator.",inconceivable,unrelated
150,"At the restaurant, the plates are washed by the spoon.",inconceivable,related
150,"At the restaurant, the plates are washed by the server.",improbable,related
150,"At the restaurant, the plates are washed by the washer.",probable,
151,The roman empire defences were attacked by the seller.,improbable,unrelated
151,The roman empire defences were attacked by the barbarian.,probable,
151,The roman empire defences were attacked by the sword.,inconceivable,related
151,The roman empire defences were attacked by the centurion.,improbable,related
151,The roman empire defences were attacked by the onion.,inconceivable,unrelated
152,The stolen new car was raced through town by the robber.,probable,
152,The stolen new car was raced through town by the schizophrenic.,improbable,unrelated
152,The stolen new car was raced through town by the radiator.,inconceivable,related
152,The stolen new car was raced through town by the repairer.,improbable,related
152,The stolen new car was raced through town by the pill.,inconceivable,unrelated
153,The Nobel prize in literature was won by the murderer.,improbable,unrelated
153,The Nobel prize in literature was won by the bullet.,inconceivable,unrelated
153,The Nobel prize in literature was won by the manuscript.,inconceivable,related
153,The Nobel prize in literature was won by the chemist.,improbable,related
153,The Nobel prize in literature was won by the poet.,probable,
154,"During the excavation, an ancient artefact was discovered by the spade.",inconceivable,related
154,"During the excavation, an ancient artefact was discovered by the restorer.",improbable,related
154,"During the excavation, an ancient artefact was discovered by the bell.",inconceivable,unrelated
154,"During the excavation, an ancient artefact was discovered by the user.",improbable,unrelated
154,"During the excavation, an ancient artefact was discovered by the archaeologist.",probable,
