,vector_feature,fold,layer,test_feature,predicted_feature,accuracy
760,impossible,0,21,impossible,probable,0.05357142857142857
761,impossible,0,21,impossible,improbable,0.23214285714285715
762,impossible,0,21,impossible,impossible,0.5892857142857143
763,impossible,0,21,impossible,inconceivable,0.125
764,impossible,0,21,inconceivable,probable,0.08928571428571429
765,impossible,0,21,inconceivable,improbable,0.25
766,impossible,0,21,inconceivable,impossible,0.17857142857142858
767,impossible,0,21,inconceivable,inconceivable,0.48214285714285715
768,impossible,0,22,probable,probable,0.9107142857142857
769,impossible,0,22,probable,improbable,0.07142857142857142
770,impossible,0,22,probable,impossible,0.017857142857142856
771,impossible,0,22,probable,inconceivable,0.0
772,impossible,0,22,improbable,probable,0.17857142857142858
773,impossible,0,22,improbable,improbable,0.6071428571428571
774,impossible,0,22,improbable,impossible,0.08928571428571429
775,impossible,0,22,improbable,inconceivable,0.125
776,impossible,0,22,impossible,probable,0.10714285714285714
777,impossible,0,22,impossible,improbable,0.21428571428571427
778,impossible,0,22,impossible,impossible,0.5357142857142857
779,impossible,0,22,impossible,inconceivable,0.14285714285714285
780,impossible,0,22,inconceivable,probable,0.05357142857142857
781,impossible,0,22,inconceivable,improbable,0.17857142857142858
782,impossible,0,22,inconceivable,impossible,0.19642857142857142
783,impossible,0,22,inconceivable,inconceivable,0.5714285714285714
784,impossible,0,23,probable,probable,0.8928571428571429
785,impossible,0,23,probable,improbable,0.10714285714285714
786,impossible,0,23,probable,impossible,0.0
787,impossible,0,23,probable,inconceivable,0.0
788,impossible,0,23,improbable,probable,0.21428571428571427
789,impossible,0,23,improbable,improbable,0.6785714285714286
790,impossible,0,23,improbable,impossible,0.0
791,impossible,0,23,improbable,inconceivable,0.10714285714285714
792,impossible,0,23,impossible,probable,0.16071428571428573
793,impossible,0,23,impossible,improbable,0.19642857142857142
794,impossible,0,23,impossible,impossible,0.5178571428571429
795,impossible,0,23,impossible,inconceivable,0.125
796,impossible,0,23,inconceivable,probable,0.14285714285714285
797,impossible,0,23,inconceivable,improbable,0.14285714285714285
798,impossible,0,23,inconceivable,impossible,0.16071428571428573
799,impossible,0,23,inconceivable,inconceivable,0.5535714285714286
800,impossible,0,24,probable,probable,0.8214285714285714
801,impossible,0,24,probable,improbable,0.14285714285714285
802,impossible,0,24,probable,impossible,0.0
803,impossible,0,24,probable,inconceivable,0.03571428571428571
804,impossible,0,24,improbable,probable,0.25
805,impossible,0,24,improbable,improbable,0.625
806,impossible,0,24,improbable,impossible,0.05357142857142857
807,impossible,0,24,improbable,inconceivable,0.07142857142857142
808,impossible,0,24,impossible,probable,0.125
809,impossible,0,24,impossible,improbable,0.21428571428571427
810,impossible,0,24,impossible,impossible,0.5
811,impossible,0,24,impossible,inconceivable,0.16071428571428573
812,impossible,0,24,inconceivable,probable,0.10714285714285714
813,impossible,0,24,inconceivable,improbable,0.23214285714285715
814,impossible,0,24,inconceivable,impossible,0.125
815,impossible,0,24,inconceivable,inconceivable,0.5357142857142857
816,impossible,0,25,probable,probable,0.875
817,impossible,0,25,probable,improbable,0.08928571428571429
818,impossible,0,25,probable,impossible,0.03571428571428571
819,impossible,0,25,probable,inconceivable,0.0
820,impossible,0,25,improbable,probable,0.39285714285714285
821,impossible,0,25,improbable,improbable,0.5178571428571429
822,impossible,0,25,improbable,impossible,0.03571428571428571
823,impossible,0,25,improbable,inconceivable,0.05357142857142857
824,impossible,0,25,impossible,probable,0.08928571428571429
825,impossible,0,25,impossible,improbable,0.25
826,impossible,0,25,impossible,impossible,0.5178571428571429
827,impossible,0,25,impossible,inconceivable,0.14285714285714285
828,impossible,0,25,inconceivable,probable,0.07142857142857142
829,impossible,0,25,inconceivable,improbable,0.25
830,impossible,0,25,inconceivable,impossible,0.14285714285714285
831,impossible,0,25,inconceivable,inconceivable,0.5357142857142857
832,inconceivable,0,0,probable,probable,0.7321428571428571
833,inconceivable,0,0,probable,improbable,0.10714285714285714
834,inconceivable,0,0,probable,impossible,0.125
835,inconceivable,0,0,probable,inconceivable,0.03571428571428571
836,inconceivable,0,0,improbable,probable,0.35714285714285715
837,inconceivable,0,0,improbable,improbable,0.5178571428571429
838,inconceivable,0,0,improbable,impossible,0.07142857142857142
839,inconceivable,0,0,improbable,inconceivable,0.05357142857142857
840,inconceivable,0,0,impossible,probable,0.2857142857142857
841,inconceivable,0,0,impossible,improbable,0.16071428571428573
842,inconceivable,0,0,impossible,impossible,0.4642857142857143
843,inconceivable,0,0,impossible,inconceivable,0.08928571428571429
844,inconceivable,0,0,inconceivable,probable,0.03571428571428571
845,inconceivable,0,0,inconceivable,improbable,0.05357142857142857
846,inconceivable,0,0,inconceivable,impossible,0.03571428571428571
847,inconceivable,0,0,inconceivable,inconceivable,0.875
848,inconceivable,0,1,probable,probable,0.8035714285714286
849,inconceivable,0,1,probable,improbable,0.07142857142857142
850,inconceivable,0,1,probable,impossible,0.07142857142857142
851,inconceivable,0,1,probable,inconceivable,0.05357142857142857
852,inconceivable,0,1,improbable,probable,0.4107142857142857
853,inconceivable,0,1,improbable,improbable,0.35714285714285715
854,inconceivable,0,1,improbable,impossible,0.16071428571428573
855,inconceivable,0,1,improbable,inconceivable,0.07142857142857142
856,inconceivable,0,1,impossible,probable,0.375
857,inconceivable,0,1,impossible,improbable,0.10714285714285714
858,inconceivable,0,1,impossible,impossible,0.4642857142857143
859,inconceivable,0,1,impossible,inconceivable,0.05357142857142857
860,inconceivable,0,1,inconceivable,probable,0.08928571428571429
861,inconceivable,0,1,inconceivable,improbable,0.03571428571428571
862,inconceivable,0,1,inconceivable,impossible,0.017857142857142856
863,inconceivable,0,1,inconceivable,inconceivable,0.8571428571428571
864,inconceivable,0,2,probable,probable,0.8392857142857143
865,inconceivable,0,2,probable,improbable,0.03571428571428571
866,inconceivable,0,2,probable,impossible,0.08928571428571429
867,inconceivable,0,2,probable,inconceivable,0.03571428571428571
868,inconceivable,0,2,improbable,probable,0.32142857142857145
869,inconceivable,0,2,improbable,improbable,0.5178571428571429
870,inconceivable,0,2,improbable,impossible,0.08928571428571429
871,inconceivable,0,2,improbable,inconceivable,0.07142857142857142
872,inconceivable,0,2,impossible,probable,0.32142857142857145
873,inconceivable,0,2,impossible,improbable,0.16071428571428573
874,inconceivable,0,2,impossible,impossible,0.44642857142857145
875,inconceivable,0,2,impossible,inconceivable,0.07142857142857142
876,inconceivable,0,2,inconceivable,probable,0.125
877,inconceivable,0,2,inconceivable,improbable,0.05357142857142857
878,inconceivable,0,2,inconceivable,impossible,0.03571428571428571
879,inconceivable,0,2,inconceivable,inconceivable,0.7857142857142857
880,inconceivable,0,3,probable,probable,0.75
881,inconceivable,0,3,probable,improbable,0.17857142857142858
882,inconceivable,0,3,probable,impossible,0.07142857142857142
883,inconceivable,0,3,probable,inconceivable,0.0
884,inconceivable,0,3,improbable,probable,0.25
885,inconceivable,0,3,improbable,improbable,0.6607142857142857
886,inconceivable,0,3,improbable,impossible,0.08928571428571429
887,inconceivable,0,3,improbable,inconceivable,0.0
888,inconceivable,0,3,impossible,probable,0.21428571428571427
889,inconceivable,0,3,impossible,improbable,0.16071428571428573
890,inconceivable,0,3,impossible,impossible,0.5357142857142857
891,inconceivable,0,3,impossible,inconceivable,0.08928571428571429
892,inconceivable,0,3,inconceivable,probable,0.0
893,inconceivable,0,3,inconceivable,improbable,0.05357142857142857
894,inconceivable,0,3,inconceivable,impossible,0.05357142857142857
895,inconceivable,0,3,inconceivable,inconceivable,0.8928571428571429
896,inconceivable,0,4,probable,probable,0.8928571428571429
897,inconceivable,0,4,probable,improbable,0.03571428571428571
898,inconceivable,0,4,probable,impossible,0.07142857142857142
899,inconceivable,0,4,probable,inconceivable,0.0
900,inconceivable,0,4,improbable,probable,0.2857142857142857
901,inconceivable,0,4,improbable,improbable,0.6428571428571429
902,inconceivable,0,4,improbable,impossible,0.07142857142857142
903,inconceivable,0,4,improbable,inconceivable,0.0
904,inconceivable,0,4,impossible,probable,0.26785714285714285
905,inconceivable,0,4,impossible,improbable,0.14285714285714285
906,inconceivable,0,4,impossible,impossible,0.44642857142857145
907,inconceivable,0,4,impossible,inconceivable,0.14285714285714285
908,inconceivable,0,4,inconceivable,probable,0.0
909,inconceivable,0,4,inconceivable,improbable,0.017857142857142856
910,inconceivable,0,4,inconceivable,impossible,0.05357142857142857
911,inconceivable,0,4,inconceivable,inconceivable,0.9285714285714286
912,inconceivable,0,5,probable,probable,0.8928571428571429
913,inconceivable,0,5,probable,improbable,0.08928571428571429
914,inconceivable,0,5,probable,impossible,0.017857142857142856
915,inconceivable,0,5,probable,inconceivable,0.0
916,inconceivable,0,5,improbable,probable,0.23214285714285715
917,inconceivable,0,5,improbable,improbable,0.6607142857142857
918,inconceivable,0,5,improbable,impossible,0.10714285714285714
919,inconceivable,0,5,improbable,inconceivable,0.0
920,inconceivable,0,5,impossible,probable,0.16071428571428573
921,inconceivable,0,5,impossible,improbable,0.16071428571428573
922,inconceivable,0,5,impossible,impossible,0.6071428571428571
923,inconceivable,0,5,impossible,inconceivable,0.07142857142857142
924,inconceivable,0,5,inconceivable,probable,0.0
925,inconceivable,0,5,inconceivable,improbable,0.03571428571428571
926,inconceivable,0,5,inconceivable,impossible,0.05357142857142857
927,inconceivable,0,5,inconceivable,inconceivable,0.9107142857142857
928,inconceivable,0,6,probable,probable,0.8571428571428571
929,inconceivable,0,6,probable,improbable,0.08928571428571429
930,inconceivable,0,6,probable,impossible,0.05357142857142857
931,inconceivable,0,6,probable,inconceivable,0.0
932,inconceivable,0,6,improbable,probable,0.375
933,inconceivable,0,6,improbable,improbable,0.5178571428571429
934,inconceivable,0,6,improbable,impossible,0.10714285714285714
935,inconceivable,0,6,improbable,inconceivable,0.0
936,inconceivable,0,6,impossible,probable,0.16071428571428573
937,inconceivable,0,6,impossible,improbable,0.16071428571428573
938,inconceivable,0,6,impossible,impossible,0.5357142857142857
939,inconceivable,0,6,impossible,inconceivable,0.14285714285714285
940,inconceivable,0,6,inconceivable,probable,0.0
941,inconceivable,0,6,inconceivable,improbable,0.017857142857142856
942,inconceivable,0,6,inconceivable,impossible,0.05357142857142857
943,inconceivable,0,6,inconceivable,inconceivable,0.9285714285714286
944,inconceivable,0,7,probable,probable,0.875
945,inconceivable,0,7,probable,improbable,0.08928571428571429
946,inconceivable,0,7,probable,impossible,0.03571428571428571
947,inconceivable,0,7,probable,inconceivable,0.0
948,inconceivable,0,7,improbable,probable,0.3392857142857143
949,inconceivable,0,7,improbable,improbable,0.5892857142857143
950,inconceivable,0,7,improbable,impossible,0.07142857142857142
951,inconceivable,0,7,improbable,inconceivable,0.0
952,inconceivable,0,7,impossible,probable,0.25
953,inconceivable,0,7,impossible,improbable,0.08928571428571429
954,inconceivable,0,7,impossible,impossible,0.5
955,inconceivable,0,7,impossible,inconceivable,0.16071428571428573
956,inconceivable,0,7,inconceivable,probable,0.0
957,inconceivable,0,7,inconceivable,improbable,0.017857142857142856
958,inconceivable,0,7,inconceivable,impossible,0.017857142857142856
959,inconceivable,0,7,inconceivable,inconceivable,0.9642857142857143
960,inconceivable,0,8,probable,probable,0.8571428571428571
961,inconceivable,0,8,probable,improbable,0.10714285714285714
962,inconceivable,0,8,probable,impossible,0.03571428571428571
963,inconceivable,0,8,probable,inconceivable,0.0
964,inconceivable,0,8,improbable,probable,0.21428571428571427
965,inconceivable,0,8,improbable,improbable,0.5714285714285714
966,inconceivable,0,8,improbable,impossible,0.21428571428571427
967,inconceivable,0,8,improbable,inconceivable,0.0
968,inconceivable,0,8,impossible,probable,0.16071428571428573
969,inconceivable,0,8,impossible,improbable,0.07142857142857142
970,inconceivable,0,8,impossible,impossible,0.6785714285714286
971,inconceivable,0,8,impossible,inconceivable,0.08928571428571429
972,inconceivable,0,8,inconceivable,probable,0.0
973,inconceivable,0,8,inconceivable,improbable,0.0
974,inconceivable,0,8,inconceivable,impossible,0.07142857142857142
975,inconceivable,0,8,inconceivable,inconceivable,0.9285714285714286
976,inconceivable,0,9,probable,probable,0.8214285714285714
977,inconceivable,0,9,probable,improbable,0.14285714285714285
978,inconceivable,0,9,probable,impossible,0.03571428571428571
979,inconceivable,0,9,probable,inconceivable,0.0
980,inconceivable,0,9,improbable,probable,0.21428571428571427
981,inconceivable,0,9,improbable,improbable,0.6964285714285714
982,inconceivable,0,9,improbable,impossible,0.08928571428571429
983,inconceivable,0,9,improbable,inconceivable,0.0
984,inconceivable,0,9,impossible,probable,0.07142857142857142
985,inconceivable,0,9,impossible,improbable,0.16071428571428573
986,inconceivable,0,9,impossible,impossible,0.6071428571428571
987,inconceivable,0,9,impossible,inconceivable,0.16071428571428573
988,inconceivable,0,9,inconceivable,probable,0.017857142857142856
989,inconceivable,0,9,inconceivable,improbable,0.0
990,inconceivable,0,9,inconceivable,impossible,0.05357142857142857
991,inconceivable,0,9,inconceivable,inconceivable,0.9285714285714286
992,inconceivable,0,10,probable,probable,0.875
993,inconceivable,0,10,probable,improbable,0.10714285714285714
994,inconceivable,0,10,probable,impossible,0.017857142857142856
995,inconceivable,0,10,probable,inconceivable,0.0
996,inconceivable,0,10,improbable,probable,0.32142857142857145
997,inconceivable,0,10,improbable,improbable,0.6428571428571429
998,inconceivable,0,10,improbable,impossible,0.03571428571428571
999,inconceivable,0,10,improbable,inconceivable,0.0
1000,inconceivable,0,10,impossible,probable,0.125
1001,inconceivable,0,10,impossible,improbable,0.14285714285714285
1002,inconceivable,0,10,impossible,impossible,0.5535714285714286
1003,inconceivable,0,10,impossible,inconceivable,0.17857142857142858
1004,inconceivable,0,10,inconceivable,probable,0.0
1005,inconceivable,0,10,inconceivable,improbable,0.017857142857142856
1006,inconceivable,0,10,inconceivable,impossible,0.08928571428571429
1007,inconceivable,0,10,inconceivable,inconceivable,0.8928571428571429
1008,inconceivable,0,11,probable,probable,0.8928571428571429
1009,inconceivable,0,11,probable,improbable,0.10714285714285714
1010,inconceivable,0,11,probable,impossible,0.0
1011,inconceivable,0,11,probable,inconceivable,0.0
1012,inconceivable,0,11,improbable,probable,0.32142857142857145
1013,inconceivable,0,11,improbable,improbable,0.625
1014,inconceivable,0,11,improbable,impossible,0.03571428571428571
1015,inconceivable,0,11,improbable,inconceivable,0.017857142857142856
1016,inconceivable,0,11,impossible,probable,0.10714285714285714
1017,inconceivable,0,11,impossible,improbable,0.16071428571428573
1018,inconceivable,0,11,impossible,impossible,0.5892857142857143
1019,inconceivable,0,11,impossible,inconceivable,0.14285714285714285
1020,inconceivable,0,11,inconceivable,probable,0.0
1021,inconceivable,0,11,inconceivable,improbable,0.05357142857142857
1022,inconceivable,0,11,inconceivable,impossible,0.10714285714285714
1023,inconceivable,0,11,inconceivable,inconceivable,0.8392857142857143
1024,inconceivable,0,12,probable,probable,0.8571428571428571
1025,inconceivable,0,12,probable,improbable,0.125
1026,inconceivable,0,12,probable,impossible,0.017857142857142856
1027,inconceivable,0,12,probable,inconceivable,0.0
1028,inconceivable,0,12,improbable,probable,0.23214285714285715
1029,inconceivable,0,12,improbable,improbable,0.7142857142857143
1030,inconceivable,0,12,improbable,impossible,0.05357142857142857
1031,inconceivable,0,12,improbable,inconceivable,0.0
1032,inconceivable,0,12,impossible,probable,0.07142857142857142
1033,inconceivable,0,12,impossible,improbable,0.08928571428571429
1034,inconceivable,0,12,impossible,impossible,0.6785714285714286
1035,inconceivable,0,12,impossible,inconceivable,0.16071428571428573
1036,inconceivable,0,12,inconceivable,probable,0.0
1037,inconceivable,0,12,inconceivable,improbable,0.03571428571428571
1038,inconceivable,0,12,inconceivable,impossible,0.08928571428571429
1039,inconceivable,0,12,inconceivable,inconceivable,0.875
1040,inconceivable,0,13,probable,probable,0.9285714285714286
1041,inconceivable,0,13,probable,improbable,0.07142857142857142
1042,inconceivable,0,13,probable,impossible,0.0
1043,inconceivable,0,13,probable,inconceivable,0.0
1044,inconceivable,0,13,improbable,probable,0.35714285714285715
1045,inconceivable,0,13,improbable,improbable,0.48214285714285715
1046,inconceivable,0,13,improbable,impossible,0.16071428571428573
1047,inconceivable,0,13,improbable,inconceivable,0.0
1048,inconceivable,0,13,impossible,probable,0.08928571428571429
1049,inconceivable,0,13,impossible,improbable,0.16071428571428573
1050,inconceivable,0,13,impossible,impossible,0.6071428571428571
1051,inconceivable,0,13,impossible,inconceivable,0.14285714285714285
1052,inconceivable,0,13,inconceivable,probable,0.0
1053,inconceivable,0,13,inconceivable,improbable,0.0
1054,inconceivable,0,13,inconceivable,impossible,0.10714285714285714
1055,inconceivable,0,13,inconceivable,inconceivable,0.8928571428571429
1056,inconceivable,0,14,probable,probable,0.8928571428571429
1057,inconceivable,0,14,probable,improbable,0.08928571428571429
1058,inconceivable,0,14,probable,impossible,0.017857142857142856
1059,inconceivable,0,14,probable,inconceivable,0.0
1060,inconceivable,0,14,improbable,probable,0.25
1061,inconceivable,0,14,improbable,improbable,0.6428571428571429
1062,inconceivable,0,14,improbable,impossible,0.10714285714285714
1063,inconceivable,0,14,improbable,inconceivable,0.0
1064,inconceivable,0,14,impossible,probable,0.07142857142857142
1065,inconceivable,0,14,impossible,improbable,0.05357142857142857
1066,inconceivable,0,14,impossible,impossible,0.6785714285714286
1067,inconceivable,0,14,impossible,inconceivable,0.19642857142857142
1068,inconceivable,0,14,inconceivable,probable,0.0
1069,inconceivable,0,14,inconceivable,improbable,0.0
1070,inconceivable,0,14,inconceivable,impossible,0.08928571428571429
1071,inconceivable,0,14,inconceivable,inconceivable,0.9107142857142857
1072,inconceivable,0,15,probable,probable,0.8928571428571429
1073,inconceivable,0,15,probable,improbable,0.07142857142857142
1074,inconceivable,0,15,probable,impossible,0.03571428571428571
1075,inconceivable,0,15,probable,inconceivable,0.0
1076,inconceivable,0,15,improbable,probable,0.375
1077,inconceivable,0,15,improbable,improbable,0.625
1078,inconceivable,0,15,improbable,impossible,0.0
1079,inconceivable,0,15,improbable,inconceivable,0.0
1080,inconceivable,0,15,impossible,probable,0.08928571428571429
1081,inconceivable,0,15,impossible,improbable,0.17857142857142858
1082,inconceivable,0,15,impossible,impossible,0.5892857142857143
1083,inconceivable,0,15,impossible,inconceivable,0.14285714285714285
1084,inconceivable,0,15,inconceivable,probable,0.017857142857142856
1085,inconceivable,0,15,inconceivable,improbable,0.03571428571428571
1086,inconceivable,0,15,inconceivable,impossible,0.07142857142857142
1087,inconceivable,0,15,inconceivable,inconceivable,0.875
1088,inconceivable,0,16,probable,probable,0.7678571428571429
1089,inconceivable,0,16,probable,improbable,0.21428571428571427
1090,inconceivable,0,16,probable,impossible,0.017857142857142856
1091,inconceivable,0,16,probable,inconceivable,0.0
1092,inconceivable,0,16,improbable,probable,0.375
1093,inconceivable,0,16,improbable,improbable,0.48214285714285715
1094,inconceivable,0,16,improbable,impossible,0.14285714285714285
1095,inconceivable,0,16,improbable,inconceivable,0.0
1096,inconceivable,0,16,impossible,probable,0.125
1097,inconceivable,0,16,impossible,improbable,0.125
1098,inconceivable,0,16,impossible,impossible,0.5714285714285714
1099,inconceivable,0,16,impossible,inconceivable,0.17857142857142858
1100,inconceivable,0,16,inconceivable,probable,0.017857142857142856
1101,inconceivable,0,16,inconceivable,improbable,0.03571428571428571
1102,inconceivable,0,16,inconceivable,impossible,0.07142857142857142
1103,inconceivable,0,16,inconceivable,inconceivable,0.875
1104,inconceivable,0,17,probable,probable,0.8571428571428571
1105,inconceivable,0,17,probable,improbable,0.10714285714285714
1106,inconceivable,0,17,probable,impossible,0.03571428571428571
1107,inconceivable,0,17,probable,inconceivable,0.0
1108,inconceivable,0,17,improbable,probable,0.26785714285714285
1109,inconceivable,0,17,improbable,improbable,0.6607142857142857
1110,inconceivable,0,17,improbable,impossible,0.07142857142857142
1111,inconceivable,0,17,improbable,inconceivable,0.0
1112,inconceivable,0,17,impossible,probable,0.07142857142857142
1113,inconceivable,0,17,impossible,improbable,0.10714285714285714
1114,inconceivable,0,17,impossible,impossible,0.6428571428571429
1115,inconceivable,0,17,impossible,inconceivable,0.17857142857142858
1116,inconceivable,0,17,inconceivable,probable,0.0
1117,inconceivable,0,17,inconceivable,improbable,0.05357142857142857
1118,inconceivable,0,17,inconceivable,impossible,0.16071428571428573
1119,inconceivable,0,17,inconceivable,inconceivable,0.7857142857142857
1120,inconceivable,0,18,probable,probable,0.8571428571428571
1121,inconceivable,0,18,probable,improbable,0.10714285714285714
1122,inconceivable,0,18,probable,impossible,0.03571428571428571
1123,inconceivable,0,18,probable,inconceivable,0.0
1124,inconceivable,0,18,improbable,probable,0.30357142857142855
1125,inconceivable,0,18,improbable,improbable,0.6071428571428571
1126,inconceivable,0,18,improbable,impossible,0.07142857142857142
1127,inconceivable,0,18,improbable,inconceivable,0.017857142857142856
1128,inconceivable,0,18,impossible,probable,0.17857142857142858
1129,inconceivable,0,18,impossible,improbable,0.125
1130,inconceivable,0,18,impossible,impossible,0.5
1131,inconceivable,0,18,impossible,inconceivable,0.19642857142857142
1132,inconceivable,0,18,inconceivable,probable,0.017857142857142856
1133,inconceivable,0,18,inconceivable,improbable,0.03571428571428571
1134,inconceivable,0,18,inconceivable,impossible,0.125
1135,inconceivable,0,18,inconceivable,inconceivable,0.8214285714285714
1136,inconceivable,0,19,probable,probable,0.8214285714285714
1137,inconceivable,0,19,probable,improbable,0.14285714285714285
1138,inconceivable,0,19,probable,impossible,0.03571428571428571
1139,inconceivable,0,19,probable,inconceivable,0.0
1140,inconceivable,0,19,improbable,probable,0.21428571428571427
1141,inconceivable,0,19,improbable,improbable,0.6964285714285714
1142,inconceivable,0,19,improbable,impossible,0.07142857142857142
1143,inconceivable,0,19,improbable,inconceivable,0.017857142857142856
1144,inconceivable,0,19,impossible,probable,0.14285714285714285
1145,inconceivable,0,19,impossible,improbable,0.14285714285714285
1146,inconceivable,0,19,impossible,impossible,0.6071428571428571
1147,inconceivable,0,19,impossible,inconceivable,0.10714285714285714
1148,inconceivable,0,19,inconceivable,probable,0.05357142857142857
1149,inconceivable,0,19,inconceivable,improbable,0.017857142857142856
1150,inconceivable,0,19,inconceivable,impossible,0.14285714285714285
1151,inconceivable,0,19,inconceivable,inconceivable,0.7857142857142857
1152,inconceivable,0,20,probable,probable,0.8214285714285714
1153,inconceivable,0,20,probable,improbable,0.125
1154,inconceivable,0,20,probable,impossible,0.05357142857142857
1155,inconceivable,0,20,probable,inconceivable,0.0
1156,inconceivable,0,20,improbable,probable,0.30357142857142855
1157,inconceivable,0,20,improbable,improbable,0.5892857142857143
1158,inconceivable,0,20,improbable,impossible,0.07142857142857142
1159,inconceivable,0,20,improbable,inconceivable,0.03571428571428571
1160,inconceivable,0,20,impossible,probable,0.21428571428571427
1161,inconceivable,0,20,impossible,improbable,0.10714285714285714
1162,inconceivable,0,20,impossible,impossible,0.5714285714285714
1163,inconceivable,0,20,impossible,inconceivable,0.10714285714285714
1164,inconceivable,0,20,inconceivable,probable,0.0
1165,inconceivable,0,20,inconceivable,improbable,0.10714285714285714
1166,inconceivable,0,20,inconceivable,impossible,0.07142857142857142
1167,inconceivable,0,20,inconceivable,inconceivable,0.8214285714285714
1168,inconceivable,0,21,probable,probable,0.875
1169,inconceivable,0,21,probable,improbable,0.125
1170,inconceivable,0,21,probable,impossible,0.0
1171,inconceivable,0,21,probable,inconceivable,0.0
1172,inconceivable,0,21,improbable,probable,0.30357142857142855
1173,inconceivable,0,21,improbable,improbable,0.6071428571428571
1174,inconceivable,0,21,improbable,impossible,0.08928571428571429
1175,inconceivable,0,21,improbable,inconceivable,0.0
1176,inconceivable,0,21,impossible,probable,0.17857142857142858
1177,inconceivable,0,21,impossible,improbable,0.07142857142857142
1178,inconceivable,0,21,impossible,impossible,0.5714285714285714
1179,inconceivable,0,21,impossible,inconceivable,0.17857142857142858
1180,inconceivable,0,21,inconceivable,probable,0.017857142857142856
1181,inconceivable,0,21,inconceivable,improbable,0.017857142857142856
1182,inconceivable,0,21,inconceivable,impossible,0.10714285714285714
1183,inconceivable,0,21,inconceivable,inconceivable,0.8571428571428571
1184,inconceivable,0,22,probable,probable,0.8571428571428571
1185,inconceivable,0,22,probable,improbable,0.14285714285714285
1186,inconceivable,0,22,probable,impossible,0.0
1187,inconceivable,0,22,probable,inconceivable,0.0
1188,inconceivable,0,22,improbable,probable,0.26785714285714285
1189,inconceivable,0,22,improbable,improbable,0.6071428571428571
1190,inconceivable,0,22,improbable,impossible,0.10714285714285714
1191,inconceivable,0,22,improbable,inconceivable,0.017857142857142856
1192,inconceivable,0,22,impossible,probable,0.14285714285714285
1193,inconceivable,0,22,impossible,improbable,0.125
1194,inconceivable,0,22,impossible,impossible,0.625
1195,inconceivable,0,22,impossible,inconceivable,0.10714285714285714
1196,inconceivable,0,22,inconceivable,probable,0.017857142857142856
1197,inconceivable,0,22,inconceivable,improbable,0.07142857142857142
1198,inconceivable,0,22,inconceivable,impossible,0.07142857142857142
1199,inconceivable,0,22,inconceivable,inconceivable,0.8392857142857143
1200,inconceivable,0,23,probable,probable,0.7857142857142857
1201,inconceivable,0,23,probable,improbable,0.19642857142857142
1202,inconceivable,0,23,probable,impossible,0.017857142857142856
1203,inconceivable,0,23,probable,inconceivable,0.0
1204,inconceivable,0,23,improbable,probable,0.21428571428571427
1205,inconceivable,0,23,improbable,improbable,0.625
1206,inconceivable,0,23,improbable,impossible,0.125
1207,inconceivable,0,23,improbable,inconceivable,0.03571428571428571
1208,inconceivable,0,23,impossible,probable,0.16071428571428573
1209,inconceivable,0,23,impossible,improbable,0.08928571428571429
1210,inconceivable,0,23,impossible,impossible,0.6428571428571429
1211,inconceivable,0,23,impossible,inconceivable,0.10714285714285714
1212,inconceivable,0,23,inconceivable,probable,0.017857142857142856
1213,inconceivable,0,23,inconceivable,improbable,0.05357142857142857
1214,inconceivable,0,23,inconceivable,impossible,0.125
1215,inconceivable,0,23,inconceivable,inconceivable,0.8035714285714286
1216,inconceivable,0,24,probable,probable,0.8035714285714286
1217,inconceivable,0,24,probable,improbable,0.17857142857142858
1218,inconceivable,0,24,probable,impossible,0.017857142857142856
1219,inconceivable,0,24,probable,inconceivable,0.0
1220,inconceivable,0,24,improbable,probable,0.17857142857142858
1221,inconceivable,0,24,improbable,improbable,0.6071428571428571
1222,inconceivable,0,24,improbable,impossible,0.19642857142857142
1223,inconceivable,0,24,improbable,inconceivable,0.017857142857142856
1224,inconceivable,0,24,impossible,probable,0.125
1225,inconceivable,0,24,impossible,improbable,0.14285714285714285
1226,inconceivable,0,24,impossible,impossible,0.5714285714285714
1227,inconceivable,0,24,impossible,inconceivable,0.16071428571428573
1228,inconceivable,0,24,inconceivable,probable,0.03571428571428571
1229,inconceivable,0,24,inconceivable,improbable,0.017857142857142856
1230,inconceivable,0,24,inconceivable,impossible,0.08928571428571429
1231,inconceivable,0,24,inconceivable,inconceivable,0.8571428571428571
1232,inconceivable,0,25,probable,probable,0.7678571428571429
1233,inconceivable,0,25,probable,improbable,0.19642857142857142
1234,inconceivable,0,25,probable,impossible,0.03571428571428571
1235,inconceivable,0,25,probable,inconceivable,0.0
1236,inconceivable,0,25,improbable,probable,0.30357142857142855
1237,inconceivable,0,25,improbable,improbable,0.5714285714285714
1238,inconceivable,0,25,improbable,impossible,0.125
1239,inconceivable,0,25,improbable,inconceivable,0.0
1240,inconceivable,0,25,impossible,probable,0.16071428571428573
1241,inconceivable,0,25,impossible,improbable,0.125
1242,inconceivable,0,25,impossible,impossible,0.625
1243,inconceivable,0,25,impossible,inconceivable,0.08928571428571429
1244,inconceivable,0,25,inconceivable,probable,0.017857142857142856
1245,inconceivable,0,25,inconceivable,improbable,0.10714285714285714
1246,inconceivable,0,25,inconceivable,impossible,0.05357142857142857
1247,inconceivable,0,25,inconceivable,inconceivable,0.8214285714285714
1248,improbable,1,0,probable,probable,0.7321428571428571
