rt,stimulus,response,function_name,item_id,target_type,condition,term,sentence,list,task_type,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,response_label,responded_total_nonsense
3695,"<div style=""font-size:20px;""><p>The number 12 applying for a job</p></div>",0,apply_job,1,concrete_animate,far1,the number 12,the number 12 applying for a job,6,critical,html-keyboard-response,9,67338,0.0-4.0-0.1,anon_subject_11,6733d46d557efbcaf35e42fb,67351be4953358323111a0b8,0.6666653023528891,total_nonsense,True
4279,"<div style=""font-size:20px;""><p>A liter being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,near,a liter,a liter being a multiple of 5,6,critical,html-keyboard-response,11,72620,0.0-4.0-0.2,anon_subject_11,6733d46d557efbcaf35e42fb,67351be4953358323111a0b8,0.6666653023528891,not_total_nonsense,False
1935,"<div style=""font-size:20px;""><p>A man feeling regretful</p></div>",1,regret,0,concrete_animate,target,a man,a man feeling regretful,6,critical,html-keyboard-response,13,75565,0.0-4.0-0.3,anon_subject_11,6733d46d557efbcaf35e42fb,67351be4953358323111a0b8,0.6666653023528891,not_total_nonsense,False
1727,"<div style=""font-size:20px;""><p>A girl writing a play</p></div>",1,write_play,2,concrete_animate,target,a girl,a girl writing a play,6,critical,html-keyboard-response,15,78299,0.0-4.0-0.4,anon_subject_11,6733d46d557efbcaf35e42fb,67351be4953358323111a0b8,0.6666653023528891,not_total_nonsense,False
2268,"<div style=""font-size:20px;""><p>A teenager being surprised by a news article</p></div>",1,surprised,4,concrete_animate,target,a teenager,a teenager being surprised by a news article,6,critical,html-keyboard-response,17,81571,0.0-4.0-0.5,anon_subject_11,6733d46d557efbcaf35e42fb,67351be4953358323111a0b8,0.6666653023528891,not_total_nonsense,False
3105,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",0,square_root,9,abstract_numeral,near,a month,taking the square root of a month,6,critical,html-keyboard-response,19,85680,0.0-4.0-0.6,anon_subject_11,6733d46d557efbcaf35e42fb,67351be4953358323111a0b8,0.6666653023528891,total_nonsense,True
3706,"<div style=""font-size:20px;""><p>Dividing 12 by a mile</p></div>",0,dividing,10,abstract_numeral,near,a mile,dividing 12 by a mile,6,critical,html-keyboard-response,21,90393,0.0-4.0-0.7,anon_subject_11,6733d46d557efbcaf35e42fb,67351be4953358323111a0b8,0.6666653023528891,total_nonsense,True
7269,"<div style=""font-size:20px;""><p>The number 16 being amused by a TV show</p></div>",0,amused,3,concrete_animate,far1,the number 16,the number 16 being amused by a TV show,6,critical,html-keyboard-response,23,98667,0.0-4.0-0.8,anon_subject_11,6733d46d557efbcaf35e42fb,67351be4953358323111a0b8,0.6666653023528891,total_nonsense,True
3310,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,6,critical,html-keyboard-response,25,102979,0.0-4.0-0.9,anon_subject_11,6733d46d557efbcaf35e42fb,67351be4953358323111a0b8,0.6666653023528891,total_nonsense,True
1420,"<div style=""font-size:20px;""><p>A rock being a prime number</p></div>",0,is_prime,8,abstract_numeral,far2,a rock,a rock being a prime number,6,critical,html-keyboard-response,27,105404,0.0-4.0-0.10,anon_subject_11,6733d46d557efbcaf35e42fb,67351be4953358323111a0b8,0.6666653023528891,total_nonsense,True
2414,"<div style=""font-size:20px;""><p>Adding a boy to 79</p></div>",0,adding,11,abstract_numeral,far1,a boy,adding a boy to 79,6,critical,html-keyboard-response,29,108820,0.0-4.0-0.11,anon_subject_11,6733d46d557efbcaf35e42fb,67351be4953358323111a0b8,0.6666653023528891,total_nonsense,True
5217,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,9,critical,html-keyboard-response,15,100511,0.0-4.0-0.0,anon_subject_32,6733d46d557efbcaf35e42fb,67351096e57b0c1fa6b0971f,0.9870172403204864,total_nonsense,True
3699,"<div style=""font-size:20px;""><p>The number 10 being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,target,the number 10,the number 10 being a multiple of 5,9,critical,html-keyboard-response,17,105218,0.0-4.0-0.1,anon_subject_32,6733d46d557efbcaf35e42fb,67351096e57b0c1fa6b0971f,0.9870172403204864,not_total_nonsense,False
1844,"<div style=""font-size:20px;""><p>A shirt being surprised by a news article</p></div>",0,surprised,4,concrete_animate,near,a shirt,a shirt being surprised by a news article,9,critical,html-keyboard-response,19,108068,0.0-4.0-0.2,anon_subject_32,6733d46d557efbcaf35e42fb,67351096e57b0c1fa6b0971f,0.9870172403204864,total_nonsense,True
2419,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,9,critical,html-keyboard-response,21,111494,0.0-4.0-0.3,anon_subject_32,6733d46d557efbcaf35e42fb,67351096e57b0c1fa6b0971f,0.9870172403204864,total_nonsense,True
1302,"<div style=""font-size:20px;""><p>Dividing 12 by the number 4</p></div>",1,dividing,10,abstract_numeral,target,the number 4,dividing 12 by the number 4,9,critical,html-keyboard-response,23,113801,0.0-4.0-0.4,anon_subject_32,6733d46d557efbcaf35e42fb,67351096e57b0c1fa6b0971f,0.9870172403204864,not_total_nonsense,False
2478,"<div style=""font-size:20px;""><p>A wall being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,near,a wall,a wall being entertained by a podcast,9,critical,html-keyboard-response,25,117284,0.0-4.0-0.5,anon_subject_32,6733d46d557efbcaf35e42fb,67351096e57b0c1fa6b0971f,0.9870172403204864,not_total_nonsense,False
2468,"<div style=""font-size:20px;""><p>A kilogram writing a play</p></div>",0,write_play,2,concrete_animate,far2,a kilogram,a kilogram writing a play,9,critical,html-keyboard-response,27,120761,0.0-4.0-0.6,anon_subject_32,6733d46d557efbcaf35e42fb,67351096e57b0c1fa6b0971f,0.9870172403204864,total_nonsense,True
1891,"<div style=""font-size:20px;""><p>A rock being a prime number</p></div>",1,is_prime,8,abstract_numeral,far2,a rock,a rock being a prime number,9,critical,html-keyboard-response,29,123657,0.0-4.0-0.7,anon_subject_32,6733d46d557efbcaf35e42fb,67351096e57b0c1fa6b0971f,0.9870172403204864,not_total_nonsense,False
2573,"<div style=""font-size:20px;""><p>Adding the number 20 to 79</p></div>",1,adding,11,abstract_numeral,target,the number 20,adding the number 20 to 79,9,critical,html-keyboard-response,31,127240,0.0-4.0-0.8,anon_subject_32,6733d46d557efbcaf35e42fb,67351096e57b0c1fa6b0971f,0.9870172403204864,not_total_nonsense,False
1966,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",0,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,9,critical,html-keyboard-response,33,130214,0.0-4.0-0.9,anon_subject_32,6733d46d557efbcaf35e42fb,67351096e57b0c1fa6b0971f,0.9870172403204864,total_nonsense,True
2852,"<div style=""font-size:20px;""><p>The number 16 being amused by a TV show</p></div>",0,amused,3,concrete_animate,far1,the number 16,the number 16 being amused by a TV show,9,critical,html-keyboard-response,35,134070,0.0-4.0-0.10,anon_subject_32,6733d46d557efbcaf35e42fb,67351096e57b0c1fa6b0971f,0.9870172403204864,total_nonsense,True
2895,"<div style=""font-size:20px;""><p>Taking the square root of a toddler</p></div>",0,square_root,9,abstract_numeral,far1,a toddler,taking the square root of a toddler,9,critical,html-keyboard-response,37,137972,0.0-4.0-0.11,anon_subject_32,6733d46d557efbcaf35e42fb,67351096e57b0c1fa6b0971f,0.9870172403204864,total_nonsense,True
4819,"<div style=""font-size:20px;""><p>A rock writing a play</p></div>",0,write_play,2,concrete_animate,near,a rock,a rock writing a play,1,critical,html-keyboard-response,7,40539,0.0-4.0-0.0,anon_subject_18,6733d46d557efbcaf35e42fb,6735131c784eb236f6aaba47,0.06094047727385399,total_nonsense,True
5517,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,1,critical,html-keyboard-response,9,47071,0.0-4.0-0.1,anon_subject_18,6733d46d557efbcaf35e42fb,6735131c784eb236f6aaba47,0.06094047727385399,total_nonsense,True
1954,"<div style=""font-size:20px;""><p>A door being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,far2,a door,a door being a multiple of 5,1,critical,html-keyboard-response,11,50040,0.0-4.0-0.2,anon_subject_18,6733d46d557efbcaf35e42fb,6735131c784eb236f6aaba47,0.06094047727385399,total_nonsense,True
1612,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,1,critical,html-keyboard-response,13,52661,0.0-4.0-0.3,anon_subject_18,6733d46d557efbcaf35e42fb,6735131c784eb236f6aaba47,0.06094047727385399,not_total_nonsense,False
3074,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,1,critical,html-keyboard-response,15,56738,0.0-4.0-0.4,anon_subject_18,6733d46d557efbcaf35e42fb,6735131c784eb236f6aaba47,0.06094047727385399,total_nonsense,True
1089,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,1,critical,html-keyboard-response,17,58843,0.0-4.0-0.5,anon_subject_18,6733d46d557efbcaf35e42fb,6735131c784eb236f6aaba47,0.06094047727385399,not_total_nonsense,False
1150,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",0,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,1,critical,html-keyboard-response,19,60997,0.0-4.0-0.6,anon_subject_18,6733d46d557efbcaf35e42fb,6735131c784eb236f6aaba47,0.06094047727385399,total_nonsense,True
1382,"<div style=""font-size:20px;""><p>The number 4 being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far1,the number 4,the number 4 being surprised by a news article,1,critical,html-keyboard-response,21,63387,0.0-4.0-0.7,anon_subject_18,6733d46d557efbcaf35e42fb,6735131c784eb236f6aaba47,0.06094047727385399,total_nonsense,True
2659,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",0,square_root,9,abstract_numeral,near,a month,taking the square root of a month,1,critical,html-keyboard-response,23,67053,0.0-4.0-0.8,anon_subject_18,6733d46d557efbcaf35e42fb,6735131c784eb236f6aaba47,0.06094047727385399,total_nonsense,True
1637,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,1,critical,html-keyboard-response,25,69701,0.0-4.0-0.9,anon_subject_18,6733d46d557efbcaf35e42fb,6735131c784eb236f6aaba47,0.06094047727385399,not_total_nonsense,False
3790,"<div style=""font-size:20px;""><p>Adding a week to 79</p></div>",1,adding,11,abstract_numeral,near,a week,adding a week to 79,1,critical,html-keyboard-response,27,74505,0.0-4.0-0.10,anon_subject_18,6733d46d557efbcaf35e42fb,6735131c784eb236f6aaba47,0.06094047727385399,not_total_nonsense,False
1333,"<div style=""font-size:20px;""><p>A liter feeling regretful</p></div>",0,regret,0,concrete_animate,far2,a liter,a liter feeling regretful,1,critical,html-keyboard-response,29,76852,0.0-4.0-0.11,anon_subject_18,6733d46d557efbcaf35e42fb,6735131c784eb236f6aaba47,0.06094047727385399,total_nonsense,True
8030,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",1,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,1,critical,html-keyboard-response,7,152445,0.0-4.0-0.0,anon_subject_6,6733d46d557efbcaf35e42fb,67351bef4cdd30b8b2b33e09,0.8481693682438476,not_total_nonsense,False
2770,"<div style=""font-size:20px;""><p>A liter feeling regretful</p></div>",1,regret,0,concrete_animate,far2,a liter,a liter feeling regretful,1,critical,html-keyboard-response,9,156218,0.0-4.0-0.1,anon_subject_6,6733d46d557efbcaf35e42fb,67351bef4cdd30b8b2b33e09,0.8481693682438476,not_total_nonsense,False
3211,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,1,critical,html-keyboard-response,11,160431,0.0-4.0-0.2,anon_subject_6,6733d46d557efbcaf35e42fb,67351bef4cdd30b8b2b33e09,0.8481693682438476,not_total_nonsense,False
5249,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,1,critical,html-keyboard-response,13,166682,0.0-4.0-0.3,anon_subject_6,6733d46d557efbcaf35e42fb,67351bef4cdd30b8b2b33e09,0.8481693682438476,total_nonsense,True
3662,"<div style=""font-size:20px;""><p>A rock writing a play</p></div>",0,write_play,2,concrete_animate,near,a rock,a rock writing a play,1,critical,html-keyboard-response,15,171349,0.0-4.0-0.4,anon_subject_6,6733d46d557efbcaf35e42fb,67351bef4cdd30b8b2b33e09,0.8481693682438476,total_nonsense,True
9909,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,1,critical,html-keyboard-response,17,182263,0.0-4.0-0.5,anon_subject_6,6733d46d557efbcaf35e42fb,67351bef4cdd30b8b2b33e09,0.8481693682438476,not_total_nonsense,False
10925,"<div style=""font-size:20px;""><p>Adding a week to 79</p></div>",1,adding,11,abstract_numeral,near,a week,adding a week to 79,1,critical,html-keyboard-response,19,194191,0.0-4.0-0.6,anon_subject_6,6733d46d557efbcaf35e42fb,67351bef4cdd30b8b2b33e09,0.8481693682438476,not_total_nonsense,False
2582,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,1,critical,html-keyboard-response,21,197777,0.0-4.0-0.7,anon_subject_6,6733d46d557efbcaf35e42fb,67351bef4cdd30b8b2b33e09,0.8481693682438476,not_total_nonsense,False
5317,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",0,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,1,critical,html-keyboard-response,23,204098,0.0-4.0-0.8,anon_subject_6,6733d46d557efbcaf35e42fb,67351bef4cdd30b8b2b33e09,0.8481693682438476,total_nonsense,True
3376,"<div style=""font-size:20px;""><p>A door being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,far2,a door,a door being a multiple of 5,1,critical,html-keyboard-response,25,208479,0.0-4.0-0.9,anon_subject_6,6733d46d557efbcaf35e42fb,67351bef4cdd30b8b2b33e09,0.8481693682438476,total_nonsense,True
3564,"<div style=""font-size:20px;""><p>The number 4 being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far1,the number 4,the number 4 being surprised by a news article,1,critical,html-keyboard-response,27,213047,0.0-4.0-0.10,anon_subject_6,6733d46d557efbcaf35e42fb,67351bef4cdd30b8b2b33e09,0.8481693682438476,total_nonsense,True
9710,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",0,square_root,9,abstract_numeral,near,a month,taking the square root of a month,1,critical,html-keyboard-response,29,223760,0.0-4.0-0.11,anon_subject_6,6733d46d557efbcaf35e42fb,67351bef4cdd30b8b2b33e09,0.8481693682438476,total_nonsense,True
3824,"<div style=""font-size:20px;""><p>A pill being amused by a TV show</p></div>",0,amused,3,concrete_animate,near,a pill,a pill being amused by a TV show,13,critical,html-keyboard-response,7,65038,0.0-4.0-0.0,anon_subject_25,6733d46d557efbcaf35e42fb,6735130f02f6f46a044d4334,0.5518752011278496,total_nonsense,True
3417,"<div style=""font-size:20px;""><p>The number 4 being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far1,the number 4,the number 4 being surprised by a news article,13,critical,html-keyboard-response,9,69461,0.0-4.0-0.1,anon_subject_25,6733d46d557efbcaf35e42fb,6735130f02f6f46a044d4334,0.5518752011278496,total_nonsense,True
5547,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,13,critical,html-keyboard-response,11,76020,0.0-4.0-0.2,anon_subject_25,6733d46d557efbcaf35e42fb,6735130f02f6f46a044d4334,0.5518752011278496,total_nonsense,True
3907,"<div style=""font-size:20px;""><p>The number 20 being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,far1,the number 20,the number 20 being entertained by a podcast,13,critical,html-keyboard-response,13,80940,0.0-4.0-0.3,anon_subject_25,6733d46d557efbcaf35e42fb,6735130f02f6f46a044d4334,0.5518752011278496,not_total_nonsense,False
2875,"<div style=""font-size:20px;""><p>A rock writing a play</p></div>",0,write_play,2,concrete_animate,near,a rock,a rock writing a play,13,critical,html-keyboard-response,15,84831,0.0-4.0-0.4,anon_subject_25,6733d46d557efbcaf35e42fb,6735130f02f6f46a044d4334,0.5518752011278496,total_nonsense,True
2341,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,13,critical,html-keyboard-response,17,88187,0.0-4.0-0.5,anon_subject_25,6733d46d557efbcaf35e42fb,6735130f02f6f46a044d4334,0.5518752011278496,total_nonsense,True
1129,"<div style=""font-size:20px;""><p>A woman applying for a job</p></div>",1,apply_job,1,concrete_animate,target,a woman,a woman applying for a job,13,critical,html-keyboard-response,19,90326,0.0-4.0-0.6,anon_subject_25,6733d46d557efbcaf35e42fb,6735130f02f6f46a044d4334,0.5518752011278496,not_total_nonsense,False
2451,"<div style=""font-size:20px;""><p>Dividing 12 by a shirt</p></div>",0,dividing,10,abstract_numeral,far2,a shirt,dividing 12 by a shirt,13,critical,html-keyboard-response,21,93781,0.0-4.0-0.7,anon_subject_25,6733d46d557efbcaf35e42fb,6735130f02f6f46a044d4334,0.5518752011278496,total_nonsense,True
2438,"<div style=""font-size:20px;""><p>Adding a wall to 79</p></div>",0,adding,11,abstract_numeral,far2,a wall,adding a wall to 79,13,critical,html-keyboard-response,23,97235,0.0-4.0-0.8,anon_subject_25,6733d46d557efbcaf35e42fb,6735130f02f6f46a044d4334,0.5518752011278496,total_nonsense,True
4427,"<div style=""font-size:20px;""><p>Taking the square root of a toddler</p></div>",0,square_root,9,abstract_numeral,far1,a toddler,taking the square root of a toddler,13,critical,html-keyboard-response,25,102663,0.0-4.0-0.9,anon_subject_25,6733d46d557efbcaf35e42fb,6735130f02f6f46a044d4334,0.5518752011278496,total_nonsense,True
15228,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,13,critical,html-keyboard-response,27,118896,0.0-4.0-0.10,anon_subject_25,6733d46d557efbcaf35e42fb,6735130f02f6f46a044d4334,0.5518752011278496,not_total_nonsense,False
2217,"<div style=""font-size:20px;""><p>The number 10 being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,target,the number 10,the number 10 being a multiple of 5,13,critical,html-keyboard-response,29,122118,0.0-4.0-0.11,anon_subject_25,6733d46d557efbcaf35e42fb,6735130f02f6f46a044d4334,0.5518752011278496,not_total_nonsense,False
2935,"<div style=""font-size:20px;""><p>A girl writing a play</p></div>",1,write_play,2,concrete_animate,target,a girl,a girl writing a play,6,critical,html-keyboard-response,7,62229,0.0-4.0-0.0,anon_subject_24,6733d46d557efbcaf35e42fb,6735110db7b3044b142f7790,0.46700895890855865,not_total_nonsense,False
5145,"<div style=""font-size:20px;""><p>A week being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,far2,a week,a week being entertained by a podcast,6,critical,html-keyboard-response,9,68381,0.0-4.0-0.1,anon_subject_24,6733d46d557efbcaf35e42fb,6735110db7b3044b142f7790,0.46700895890855865,not_total_nonsense,False
1574,"<div style=""font-size:20px;""><p>Adding a boy to 79</p></div>",0,adding,11,abstract_numeral,far1,a boy,adding a boy to 79,6,critical,html-keyboard-response,11,70965,0.0-4.0-0.2,anon_subject_24,6733d46d557efbcaf35e42fb,6735110db7b3044b142f7790,0.46700895890855865,total_nonsense,True
4906,"<div style=""font-size:20px;""><p>The number 16 being amused by a TV show</p></div>",0,amused,3,concrete_animate,far1,the number 16,the number 16 being amused by a TV show,6,critical,html-keyboard-response,13,76877,0.0-4.0-0.3,anon_subject_24,6733d46d557efbcaf35e42fb,6735110db7b3044b142f7790,0.46700895890855865,total_nonsense,True
2370,"<div style=""font-size:20px;""><p>A liter being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,near,a liter,a liter being a multiple of 5,6,critical,html-keyboard-response,15,80261,0.0-4.0-0.4,anon_subject_24,6733d46d557efbcaf35e42fb,6735110db7b3044b142f7790,0.46700895890855865,not_total_nonsense,False
3576,"<div style=""font-size:20px;""><p>Dividing 12 by a mile</p></div>",0,dividing,10,abstract_numeral,near,a mile,dividing 12 by a mile,6,critical,html-keyboard-response,17,84845,0.0-4.0-0.5,anon_subject_24,6733d46d557efbcaf35e42fb,6735110db7b3044b142f7790,0.46700895890855865,total_nonsense,True
1475,"<div style=""font-size:20px;""><p>A man feeling regretful</p></div>",1,regret,0,concrete_animate,target,a man,a man feeling regretful,6,critical,html-keyboard-response,19,87333,0.0-4.0-0.6,anon_subject_24,6733d46d557efbcaf35e42fb,6735110db7b3044b142f7790,0.46700895890855865,not_total_nonsense,False
1464,"<div style=""font-size:20px;""><p>A rock being a prime number</p></div>",0,is_prime,8,abstract_numeral,far2,a rock,a rock being a prime number,6,critical,html-keyboard-response,21,89813,0.0-4.0-0.7,anon_subject_24,6733d46d557efbcaf35e42fb,6735110db7b3044b142f7790,0.46700895890855865,total_nonsense,True
2086,"<div style=""font-size:20px;""><p>The number 12 applying for a job</p></div>",1,apply_job,1,concrete_animate,far1,the number 12,the number 12 applying for a job,6,critical,html-keyboard-response,23,92909,0.0-4.0-0.8,anon_subject_24,6733d46d557efbcaf35e42fb,6735110db7b3044b142f7790,0.46700895890855865,not_total_nonsense,False
4874,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",0,square_root,9,abstract_numeral,near,a month,taking the square root of a month,6,critical,html-keyboard-response,25,98797,0.0-4.0-0.9,anon_subject_24,6733d46d557efbcaf35e42fb,6735110db7b3044b142f7790,0.46700895890855865,total_nonsense,True
1842,"<div style=""font-size:20px;""><p>A teenager being surprised by a news article</p></div>",1,surprised,4,concrete_animate,target,a teenager,a teenager being surprised by a news article,6,critical,html-keyboard-response,27,101653,0.0-4.0-0.10,anon_subject_24,6733d46d557efbcaf35e42fb,6735110db7b3044b142f7790,0.46700895890855865,not_total_nonsense,False
2739,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,6,critical,html-keyboard-response,29,105397,0.0-4.0-0.11,anon_subject_24,6733d46d557efbcaf35e42fb,6735110db7b3044b142f7790,0.46700895890855865,total_nonsense,True
9573,"<div style=""font-size:20px;""><p>The number 13 writing a play</p></div>",0,write_play,2,concrete_animate,far1,the number 13,the number 13 writing a play,10,critical,html-keyboard-response,7,187860,0.0-4.0-0.0,anon_subject_26,6733d46d557efbcaf35e42fb,67351074c9ec643dc777dc51,0.5052284789706533,total_nonsense,True
8958,"<div style=""font-size:20px;""><p>The number 12 being greater than 10</p></div>",0,greater_than,7,abstract_numeral,target,the number 12,the number 12 being greater than 10,10,critical,html-keyboard-response,9,197821,0.0-4.0-0.1,anon_subject_26,6733d46d557efbcaf35e42fb,67351074c9ec643dc777dc51,0.5052284789706533,total_nonsense,True
3990,"<div style=""font-size:20px;""><p>A rock being a prime number</p></div>",0,is_prime,8,abstract_numeral,far2,a rock,a rock being a prime number,10,critical,html-keyboard-response,11,202812,0.0-4.0-0.2,anon_subject_26,6733d46d557efbcaf35e42fb,67351074c9ec643dc777dc51,0.5052284789706533,total_nonsense,True
14245,"<div style=""font-size:20px;""><p>Taking the square root of a pill</p></div>",1,square_root,9,abstract_numeral,far2,a pill,taking the square root of a pill,10,critical,html-keyboard-response,13,218061,0.0-4.0-0.3,anon_subject_26,6733d46d557efbcaf35e42fb,67351074c9ec643dc777dc51,0.5052284789706533,not_total_nonsense,False
6581,"<div style=""font-size:20px;""><p>The number 20 being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,far1,the number 20,the number 20 being entertained by a podcast,10,critical,html-keyboard-response,15,225644,0.0-4.0-0.4,anon_subject_26,6733d46d557efbcaf35e42fb,67351074c9ec643dc777dc51,0.5052284789706533,not_total_nonsense,False
4126,"<div style=""font-size:20px;""><p>A teenager being surprised by a news article</p></div>",1,surprised,4,concrete_animate,target,a teenager,a teenager being surprised by a news article,10,critical,html-keyboard-response,17,230773,0.0-4.0-0.5,anon_subject_26,6733d46d557efbcaf35e42fb,67351074c9ec643dc777dc51,0.5052284789706533,not_total_nonsense,False
2742,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,10,critical,html-keyboard-response,19,234516,0.0-4.0-0.6,anon_subject_26,6733d46d557efbcaf35e42fb,67351074c9ec643dc777dc51,0.5052284789706533,not_total_nonsense,False
4141,"<div style=""font-size:20px;""><p>A liter being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,near,a liter,a liter being a multiple of 5,10,critical,html-keyboard-response,21,239660,0.0-4.0-0.7,anon_subject_26,6733d46d557efbcaf35e42fb,67351074c9ec643dc777dc51,0.5052284789706533,not_total_nonsense,False
3999,"<div style=""font-size:20px;""><p>Adding a week to 79</p></div>",1,adding,11,abstract_numeral,near,a week,adding a week to 79,10,critical,html-keyboard-response,23,244660,0.0-4.0-0.8,anon_subject_26,6733d46d557efbcaf35e42fb,67351074c9ec643dc777dc51,0.5052284789706533,not_total_nonsense,False
3222,"<div style=""font-size:20px;""><p>Dividing 12 by a shirt</p></div>",0,dividing,10,abstract_numeral,far2,a shirt,dividing 12 by a shirt,10,critical,html-keyboard-response,25,248884,0.0-4.0-0.9,anon_subject_26,6733d46d557efbcaf35e42fb,67351074c9ec643dc777dc51,0.5052284789706533,total_nonsense,True
4734,"<div style=""font-size:20px;""><p>A crumb applying for a job</p></div>",1,apply_job,1,concrete_animate,near,a crumb,a crumb applying for a job,10,critical,html-keyboard-response,27,254620,0.0-4.0-0.10,anon_subject_26,6733d46d557efbcaf35e42fb,67351074c9ec643dc777dc51,0.5052284789706533,not_total_nonsense,False
13278,"<div style=""font-size:20px;""><p>The number 10 feeling regretful</p></div>",1,regret,0,concrete_animate,far1,the number 10,the number 10 feeling regretful,10,critical,html-keyboard-response,29,268900,0.0-4.0-0.11,anon_subject_26,6733d46d557efbcaf35e42fb,67351074c9ec643dc777dc51,0.5052284789706533,not_total_nonsense,False
5573,"<div style=""font-size:20px;""><p>A rock writing a play</p></div>",1,write_play,2,concrete_animate,near,a rock,a rock writing a play,13,critical,html-keyboard-response,7,168935,0.0-4.0-0.0,anon_subject_34,6733d46d557efbcaf35e42fb,673511369f40df9f86fb6f13,0.07576086244838187,not_total_nonsense,False
6398,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,13,critical,html-keyboard-response,9,176335,0.0-4.0-0.1,anon_subject_34,6733d46d557efbcaf35e42fb,673511369f40df9f86fb6f13,0.07576086244838187,total_nonsense,True
5849,"<div style=""font-size:20px;""><p>The number 4 being surprised by a news article</p></div>",1,surprised,4,concrete_animate,far1,the number 4,the number 4 being surprised by a news article,13,critical,html-keyboard-response,11,183199,0.0-4.0-0.2,anon_subject_34,6733d46d557efbcaf35e42fb,673511369f40df9f86fb6f13,0.07576086244838187,not_total_nonsense,False
4288,"<div style=""font-size:20px;""><p>Adding a wall to 79</p></div>",0,adding,11,abstract_numeral,far2,a wall,adding a wall to 79,13,critical,html-keyboard-response,13,188500,0.0-4.0-0.3,anon_subject_34,6733d46d557efbcaf35e42fb,673511369f40df9f86fb6f13,0.07576086244838187,total_nonsense,True
