item_set_id,sentence,label,voice
377,The veterinarian examined the plant.,improbable,active
378,The violinist played the violin.,probable,active
378,The violinist played the trumpet.,improbable,active
379,The violinist wore the tuxedo.,probable,active
379,The violinist wore the helmet.,improbable,active
380,The volunteer brought the food.,probable,active
380,The volunteer brought the hatchet.,improbable,active
381,The waiter brought the glass.,probable,active
381,The waiter brought the guitar.,improbable,active
382,The waiter carried the tray.,probable,active
382,The waiter carried the rifle.,improbable,active
383,The waiter cleared the bar.,probable,active
383,The waiter cleared the road.,improbable,active
384,The waiter cleared the table.,probable,active
384,The waiter cleared the tube.,improbable,active
385,The waiter cut the cake.,probable,active
385,The waiter cut the hair.,improbable,active
386,The waiter delivered the drink.,probable,active
386,The waiter delivered the speech.,improbable,active
387,The waiter fetched the water.,probable,active
387,The waiter fetched the ball.,improbable,active
388,The waiter held the bottle.,probable,active
388,The waiter held the flag.,improbable,active
389,The waiter mixed the drink.,probable,active
389,The waiter mixed the cement.,improbable,active
390,The waiter opened the bottle.,probable,active
390,The waiter opened the sarcophagus.,improbable,active
391,The waiter poured the wine.,probable,active
391,The waiter poured the gasoline.,improbable,active
392,The waiter prepared the drink.,probable,active
392,The waiter prepared the bomb.,improbable,active
393,The witness explained the circumstances.,probable,active
393,The witness explained the equation.,improbable,active
394,The witness reported the crime.,probable,active
394,The witness reported the birth.,improbable,active
395,The woman carried the bag.,probable,active
395,The woman carried the stone.,improbable,active
396,The woman opened the bag.,probable,active
396,The woman opened the manhole.,improbable,active
397,The woman painted the toenail.,probable,active
397,The woman painted the sign.,improbable,active
