item_set_id,sentence,label,voice,synonym_set,synonym_id
123,The apprentice was trained by the artisan.,probable,passive,58.0,Version1
123,The artisan was trained by the apprentice.,improbable,passive,58.0,Version1
124,The craftsman taught the trainee.,probable,active,58.0,Version2
124,The trainee taught the craftsman.,improbable,active,58.0,Version2
124,The trainee was taught by the craftsman.,probable,passive,58.0,Version2
124,The craftsman was taught by the trainee.,improbable,passive,58.0,Version2
125,The biker defied the trainer.,probable,active,59.0,Version1
125,The trainer defied the biker.,improbable,active,59.0,Version1
125,The trainer was defied by the biker.,probable,passive,59.0,Version1
125,The biker was defied by the trainer.,improbable,passive,59.0,Version1
126,The cyclist disobeyed the coach.,probable,active,59.0,Version2
126,The coach disobeyed the cyclist.,improbable,active,59.0,Version2
126,The coach was disobeyed by the cyclist.,probable,passive,59.0,Version2
126,The cyclist was disobeyed by the coach.,improbable,passive,59.0,Version2
127,The speaker engrossed the audience.,probable,active,60.0,Version1
127,The audience engrossed the speaker.,improbable,active,60.0,Version1
127,The audience was engrossed by the speaker.,probable,passive,60.0,Version1
127,The speaker was engrossed by the audience.,improbable,passive,60.0,Version1
129,The genius shocked the cousin.,probable,active,61.0,Version1
129,The cousin shocked the genius.,improbable,active,61.0,Version1
129,The cousin was shocked by the genius.,probable,passive,61.0,Version1
129,The genius was shocked by the cousin.,improbable,passive,61.0,Version1
130,The prodigy surprised the relative.,probable,active,61.0,Version2
130,The relative surprised the prodigy.,improbable,active,61.0,Version2
130,The relative was surprised by the prodigy.,probable,passive,61.0,Version2
130,The prodigy was surprised by the relative.,improbable,passive,61.0,Version2
131,The smuggler bribed the bureaucrat.,probable,active,,
131,The bureaucrat bribed the smuggler.,improbable,active,,
131,The bureaucrat was bribed by the smuggler.,probable,passive,,
131,The smuggler was bribed by the bureaucrat.,improbable,passive,,
132,The amateur irked the maestro.,probable,active,62.0,Version1
132,The maestro irked the amateur.,improbable,active,62.0,Version1
132,The maestro was irked by the amateur.,probable,passive,62.0,Version1
132,The amateur was irked by the maestro.,improbable,passive,62.0,Version1
133,The novice irritated the virtuoso.,probable,active,62.0,Version2
133,The virtuoso irritated the novice.,improbable,active,62.0,Version2
133,The virtuoso was irritated by the novice.,probable,passive,62.0,Version2
133,The novice was irritated by the virtuoso.,improbable,passive,62.0,Version2
134,The lawyer questioned the witness.,probable,active,63.0,Version1
134,The witness questioned the lawyer.,improbable,active,63.0,Version1
134,The witness was questioned by the lawyer.,probable,passive,63.0,Version1
134,The lawyer was questioned by the witness.,improbable,passive,63.0,Version1
135,The attorney interrogated the bystander.,probable,active,63.0,Version2
135,The bystander interrogated the attorney.,improbable,active,63.0,Version2
135,The bystander was interrogated by the attorney.,probable,passive,63.0,Version2
135,The attorney was interrogated by the bystander.,improbable,passive,63.0,Version2
136,The singer disappointed the enthusiast.,probable,active,64.0,Version1
136,The enthusiast disappointed the singer.,improbable,active,64.0,Version1
136,The enthusiast was disappointed by the singer.,probable,passive,64.0,Version1
136,The singer was disappointed by the enthusiast.,improbable,passive,64.0,Version1
137,The vocalist disillusioned the connoisseur.,probable,active,64.0,Version2
137,The connoisseur disillusioned the vocalist.,improbable,active,64.0,Version2
137,The connoisseur was disillusioned by the vocalist.,probable,passive,64.0,Version2
137,The vocalist was disillusioned by the connoisseur.,improbable,passive,64.0,Version2
138,The chauffeur drove the diplomat.,probable,active,65.0,Version1
138,The diplomat drove the chauffeur.,improbable,active,65.0,Version1
138,The diplomat was driven by the chauffeur.,probable,passive,65.0,Version1
138,The chauffeur was driven by the diplomat.,improbable,passive,65.0,Version1
139,The driver transported the ambassador.,probable,active,65.0,Version2
139,The ambassador transported the driver.,improbable,active,65.0,Version2
139,The ambassador was transported by the driver.,probable,passive,65.0,Version2
139,The driver was transported by the ambassador.,improbable,passive,65.0,Version2
140,The guard apprehended the prisoner.,probable,active,66.0,Version1
140,The prisoner apprehended the guard.,improbable,active,66.0,Version1
140,The prisoner was apprehended by the guard.,probable,passive,66.0,Version1
140,The guard was apprehended by the prisoner.,improbable,passive,66.0,Version1
141,The warden caught the inmate.,probable,active,66.0,Version2
141,The inmate caught the warden.,improbable,active,66.0,Version2
141,The inmate was caught by the warden.,probable,passive,66.0,Version2
141,The warden was caught by the inmate.,improbable,passive,66.0,Version2
142,The tailor costumed the dancer.,probable,active,67.0,Version1
142,The dancer costumed the tailor.,improbable,active,67.0,Version1
142,The dancer was costumed by the tailor.,probable,passive,67.0,Version1
142,The tailor was costumed by the dancer.,improbable,passive,67.0,Version1
143,The dressmaker attired the ballerina.,probable,active,67.0,Version2
143,The ballerina attired the dressmaker.,improbable,active,67.0,Version2
143,The ballerina was attired by the dressmaker.,probable,passive,67.0,Version2
143,The dressmaker was attired by the ballerina.,improbable,passive,67.0,Version2
144,The principal scolded the child.,probable,active,68.0,Version1
144,The child scolded the principal.,improbable,active,68.0,Version1
144,The child was scolded by the principal.,probable,passive,68.0,Version1
144,The principal was scolded by the child.,improbable,passive,68.0,Version1
145,The headmaster reprimanded the kid.,probable,active,68.0,Version2
145,The kid reprimanded the headmaster.,improbable,active,68.0,Version2
145,The kid was reprimanded by the headmaster.,probable,passive,68.0,Version2
145,The headmaster was reprimanded by the kid.,improbable,passive,68.0,Version2
146,The lord named the heir.,probable,active,69.0,Version1
146,The heir named the lord.,improbable,active,69.0,Version1
146,The heir was named by the lord.,probable,passive,69.0,Version1
146,The lord was named by the heir.,improbable,passive,69.0,Version1
147,The baron chose the successor.,probable,active,69.0,Version2
147,The successor chose the baron.,improbable,active,69.0,Version2
147,The successor was chosen by the baron.,probable,passive,69.0,Version2
147,The baron was chosen by the successor.,improbable,passive,69.0,Version2
148,The cop restrained the rioter.,probable,active,70.0,Version1
148,The rioter restrained the cop.,improbable,active,70.0,Version1
148,The rioter was restrained by the cop.,probable,passive,70.0,Version1
148,The cop was restrained by the rioter.,improbable,passive,70.0,Version1
149,The policeman subdued the rabble-rouser.,probable,active,70.0,Version2
149,The rabble-rouser subdued the policeman.,improbable,active,70.0,Version2
149,The rabble-rouser was subdued by the policeman.,probable,passive,70.0,Version2
149,The policeman was subdued by the rabble-rouser.,improbable,passive,70.0,Version2
150,The dad coddled the baby.,probable,active,71.0,Version1
150,The baby coddled the dad.,improbable,active,71.0,Version1
150,The baby was coddled by the dad.,probable,passive,71.0,Version1
150,The dad was coddled by the baby.,improbable,passive,71.0,Version1
151,The father pampered the infant.,probable,active,71.0,Version2
151,The infant pampered the father.,improbable,active,71.0,Version2
151,The infant was pampered by the father.,probable,passive,71.0,Version2
151,The father was pampered by the infant.,improbable,passive,71.0,Version2
152,The king exiled the rebel.,probable,active,72.0,Version1
152,The rebel exiled the king.,improbable,active,72.0,Version1
152,The rebel was exiled by the king.,probable,passive,72.0,Version1
152,The king was exiled by the rebel.,improbable,passive,72.0,Version1
153,The monarch banished the insurgent.,probable,active,72.0,Version2
153,The insurgent banished the monarch.,improbable,active,72.0,Version2
153,The insurgent was banished by the monarch.,probable,passive,72.0,Version2
153,The monarch was banished by the insurgent.,improbable,passive,72.0,Version2
154,The thief robbed the manufacturer.,probable,active,73.0,Version1
154,The manufacturer robbed the thief.,improbable,active,73.0,Version1
154,The manufacturer was robbed by the thief.,probable,passive,73.0,Version1
154,The thief was robbed by the manufacturer.,improbable,passive,73.0,Version1
155,The robber burgled the industrialist.,probable,active,73.0,Version2
155,The industrialist burgled the robber.,improbable,active,73.0,Version2
155,The industrialist was burgled by the robber.,probable,passive,73.0,Version2
155,The robber was burgled by the industrialist.,improbable,passive,73.0,Version2
156,The pessimist discouraged the contestant.,probable,active,74.0,Version1
156,The contestant discouraged the pessimist.,improbable,active,74.0,Version1
156,The contestant was discouraged by the pessimist.,probable,passive,74.0,Version1
156,The pessimist was discouraged by the contestant.,improbable,passive,74.0,Version1
157,The cynic dissuaded the participant.,probable,active,74.0,Version2
157,The participant dissuaded the cynic.,improbable,active,74.0,Version2
157,The participant was dissuaded by the cynic.,probable,passive,74.0,Version2
157,The cynic was dissuaded by the participant.,improbable,passive,74.0,Version2
158,The loudmouth tormented the loner.,probable,active,75.0,Version1
158,The loner tormented the loudmouth.,improbable,active,75.0,Version1
158,The loner was tormented by the loudmouth.,probable,passive,75.0,Version1
158,The loudmouth was tormented by the loner.,improbable,passive,75.0,Version1
159,The windbag taunted the recluse.,probable,active,75.0,Version2
159,The recluse taunted the windbag.,improbable,active,75.0,Version2
159,The recluse was taunted by the windbag.,probable,passive,75.0,Version2
159,The windbag was taunted by the recluse.,improbable,passive,75.0,Version2
160,The imitator fooled the investigator.,probable,active,76.0,Version1
160,The investigator fooled the imitator.,improbable,active,76.0,Version1
160,The investigator was fooled by the imitator.,probable,passive,76.0,Version1
160,The imitator was fooled by the investigator.,improbable,passive,76.0,Version1
161,The impersonator conned the inspector.,probable,active,76.0,Version2
161,The inspector conned the impersonator.,improbable,active,76.0,Version2
161,The inspector was conned by the impersonator.,probable,passive,76.0,Version2
161,The impersonator was conned by the inspector.,improbable,passive,76.0,Version2
162,The boss fired the worker.,probable,active,,
162,The worker fired the boss.,improbable,active,,
162,The worker was fired by the boss.,probable,passive,,
162,The boss was fired by the worker.,improbable,passive,,
163,The pyromaniac unnerved the shopkeeper.,probable,active,77.0,Version1
163,The shopkeeper unnerved the pyromaniac.,improbable,active,77.0,Version1
163,The shopkeeper was unnerved by the pyromaniac.,probable,passive,77.0,Version1
163,The pyromaniac was unnerved by the shopkeeper.,improbable,passive,77.0,Version1
164,The arsonist alarmed the vendor.,probable,active,77.0,Version2
164,The vendor alarmed the arsonist.,improbable,active,77.0,Version2
164,The vendor was alarmed by the arsonist.,probable,passive,77.0,Version2
164,The arsonist was alarmed by the vendor.,improbable,passive,77.0,Version2
165,The professional supported the beginner.,probable,active,78.0,Version1
165,The beginner supported the professional.,improbable,active,78.0,Version1
165,The beginner was supported by the professional.,probable,passive,78.0,Version1
165,The professional was supported by the beginner.,improbable,passive,78.0,Version1
166,The master encouraged the rookie.,probable,active,78.0,Version2
166,The rookie encouraged the master.,improbable,active,78.0,Version2
166,The rookie was encouraged by the master.,probable,passive,78.0,Version2
166,The master was encouraged by the rookie.,improbable,passive,78.0,Version2
167,The magician hypnotized the crowd.,probable,active,79.0,Version1
167,The crowd hypnotized the magician.,improbable,active,79.0,Version1
167,The crowd was hypnotized by the magician.,probable,passive,79.0,Version1
167,The magician was hypnotized by the crowd.,improbable,passive,79.0,Version1
169,The businessman employed the expert.,probable,active,80.0,Version1
169,The expert employed the businessman.,improbable,active,80.0,Version1
169,The expert was employed by the businessman.,probable,passive,80.0,Version1
169,The businessman was employed by the expert.,improbable,passive,80.0,Version1
170,The entrepreneur hired the specialist.,probable,active,80.0,Version2
170,The specialist hired the entrepreneur.,improbable,active,80.0,Version2
170,The specialist was hired by the entrepreneur.,probable,passive,80.0,Version2
170,The entrepreneur was hired by the specialist.,improbable,passive,80.0,Version2
171,The terrorist petrified the first lady.,probable,active,81.0,Version1
171,The first lady petrified the terrorist.,improbable,active,81.0,Version1
171,The first lady was petrified by the terrorist.,probable,passive,81.0,Version1
171,The terrorist was petrified by the first lady.,improbable,passive,81.0,Version1
172,The hijacker terrified the president's wife.,probable,active,81.0,Version2
172,The president's wife terrified the hijacker.,improbable,active,81.0,Version2
172,The president's wife was terrified by the hijacker.,probable,passive,81.0,Version2
172,The hijacker was terrified by the president's wife.,improbable,passive,81.0,Version2
173,The judge praised the gold medalist.,probable,active,82.0,Version1
173,The gold medalist praised the judge.,improbable,active,82.0,Version1
173,The gold medalist was praised by the judge.,probable,passive,82.0,Version1
173,The judge was praised by the gold medalist.,improbable,passive,82.0,Version1
174,The panelist congratulated the winner.,probable,active,82.0,Version2
174,The winner congratulated the panelist.,improbable,active,82.0,Version2
174,The winner was congratulated by the panelist.,probable,passive,82.0,Version2
174,The panelist was congratulated by the winner.,improbable,passive,82.0,Version2
175,The liar emulated the victor.,probable,active,83.0,Version1
175,The victor emulated the liar.,improbable,active,83.0,Version1
175,The victor was emulated by the liar.,probable,passive,83.0,Version1
175,The liar was emulated by the victor.,improbable,passive,83.0,Version1
176,The deceiver imitated the conqueror.,probable,active,83.0,Version2
176,The conqueror imitated the deceiver.,improbable,active,83.0,Version2
176,The conqueror was imitated by the deceiver.,probable,passive,83.0,Version2
176,The deceiver was imitated by the conqueror.,improbable,passive,83.0,Version2
177,The environmentalist cautioned the tobacconist.,probable,active,84.0,Version1
177,The tobacconist cautioned the environmentalist.,improbable,active,84.0,Version1
177,The tobacconist was cautioned by the environmentalist.,probable,passive,84.0,Version1
177,The environmentalist was cautioned by the tobacconist.,improbable,passive,84.0,Version1
181,The alcoholic hassled the guest.,probable,active,86.0,Version1
181,The guest hassled the alcoholic.,improbable,active,86.0,Version1
181,The guest was hassled by the alcoholic.,probable,passive,86.0,Version1
181,The alcoholic was hassled by the guest.,improbable,passive,86.0,Version1
182,The drunk bothered the visitor.,probable,active,86.0,Version2
182,The visitor bothered the drunk.,improbable,active,86.0,Version2
182,The visitor was bothered by the drunk.,probable,passive,86.0,Version2
182,The drunk was bothered by the visitor.,improbable,passive,86.0,Version2
279,The sociologist accepted the offer.,probable,active,,
279,The offer accepted the sociologist.,inconceivable,active,,
279,The offer was accepted by the sociologist.,probable,passive,,
279,The sociologist was accepted by the offer.,inconceivable,passive,,
280,The boyfriend basted the turkey.,probable,active,,
280,The turkey basted the boyfriend.,inconceivable,active,,
280,The turkey was basted by the boyfriend.,probable,passive,,
280,The boyfriend was basted by the turkey.,inconceivable,passive,,
281,The caseworker posed the question.,probable,active,,
281,The question posed the caseworker.,inconceivable,active,,
281,The question was posed by the caseworker.,probable,passive,,
281,The caseworker was posed by the question.,inconceivable,passive,,
282,The ditch digger bent the wire.,probable,active,,
282,The wire bent the ditch digger.,inconceivable,active,,
282,The wire was bent by the ditch digger.,probable,passive,,
282,The ditch digger was bent by the wire.,inconceivable,passive,,
284,The uncle hung the ornament.,probable,active,,
284,The ornament hung the uncle.,inconceivable,active,,
284,The ornament was hung by the uncle.,probable,passive,,
284,The uncle was hung by the ornament.,inconceivable,passive,,
285,The attendant pressed the button.,probable,active,,
285,The button pressed the attendant.,inconceivable,active,,
285,The button was pressed by the attendant.,probable,passive,,
285,The attendant was pressed by the button.,inconceivable,passive,,
286,The bum stole the necklace.,probable,active,,
286,The necklace stole the bum.,inconceivable,active,,
286,The necklace was stolen by the bum.,probable,passive,,
286,The bum was stolen by the necklace.,inconceivable,passive,,
287,The potter molded the clay.,probable,active,,
287,The clay molded the potter.,inconceivable,active,,
287,The clay was molded by the potter.,probable,passive,,
287,The potter was molded by the clay.,inconceivable,passive,,
288,The guarantor initialed the form.,probable,active,,
288,The form initialed the guarantor.,inconceivable,active,,
288,The form was initialed by the guarantor.,probable,passive,,
288,The guarantor was initialed by the form.,inconceivable,passive,,
289,The couch-potato forgot the umbrella.,probable,active,,
289,The umbrella forgot the couch-potato.,inconceivable,active,,
289,The umbrella was forgotten by the couch-potato.,probable,passive,,
289,The couch-potato was forgotten by the umbrella.,inconceivable,passive,,
290,The groupie attended the concert.,probable,active,,
290,The concert attended the groupie.,inconceivable,active,,
290,The concert was attended by the groupie.,probable,passive,,
290,The groupie was attended by the concert.,inconceivable,passive,,
291,The hacker memorized the password.,probable,active,,
291,The password memorized the hacker.,inconceivable,active,,
291,The password was memorized by the hacker.,probable,passive,,
291,The hacker was memorized by the password.,inconceivable,passive,,
292,The marine packed the bag.,probable,active,,
292,The bag packed the marine.,inconceivable,active,,
292,The bag was packed by the marine.,probable,passive,,
292,The marine was packed by the bag.,inconceivable,passive,,
294,The seamstress ironed the shirt.,probable,active,,
294,The shirt ironed the seamstress.,inconceivable,active,,
294,The shirt was ironed by the seamstress.,probable,passive,,
294,The seamstress was ironed by the shirt.,inconceivable,passive,,
295,The confectioner sprinkled the sugar.,probable,active,,
295,The sugar sprinkled the confectioner.,inconceivable,active,,
295,The sugar was sprinkled by the confectioner.,probable,passive,,
295,The confectioner was sprinkled by the sugar.,inconceivable,passive,,
296,The voter sealed the envelope.,probable,active,,
296,The envelope sealed the voter.,inconceivable,active,,
296,The envelope was sealed by the voter.,probable,passive,,
296,The voter was sealed by the envelope.,inconceivable,passive,,
297,The fisherman emptied the trashcan.,probable,active,,
297,The trashcan emptied the fisherman.,inconceivable,active,,
297,The trashcan was emptied by the fisherman.,probable,passive,,
297,The fisherman was emptied by the trashcan.,inconceivable,passive,,
298,The cellist received the prize.,probable,active,,
298,The prize received the cellist.,inconceivable,active,,
298,The prize was received by the cellist.,probable,passive,,
298,The cellist was received by the prize.,inconceivable,passive,,
299,The cheapskate rated the service.,probable,active,,
299,The service rated the cheapskate.,inconceivable,active,,
299,The service was rated by the cheapskate.,probable,passive,,
299,The cheapskate was rated by the service.,inconceivable,passive,,
300,The schoolgirl borrowed the key.,probable,active,,
300,The key borrowed the schoolgirl.,inconceivable,active,,
300,The key was borrowed by the schoolgirl.,probable,passive,,
300,The schoolgirl was borrowed by the key.,inconceivable,passive,,
301,The bookworm recited the poem.,probable,active,,
301,The poem recited the bookworm.,inconceivable,active,,
301,The poem was recited by the bookworm.,probable,passive,,
301,The bookworm was recited by the poem.,inconceivable,passive,,
302,The diver recharged the battery.,probable,active,,
302,The battery recharged the diver.,inconceivable,active,,
302,The battery was recharged by the diver.,probable,passive,,
302,The diver was recharged by the battery.,inconceivable,passive,,
303,The poker player won the game.,probable,active,,
303,The game won the poker player.,inconceivable,active,,
303,The game was won by the poker player.,probable,passive,,
303,The poker player was won by the game.,inconceivable,passive,,
304,The copycat redecorated the apartment.,probable,active,,
304,The apartment redecorated the copycat.,inconceivable,active,,
304,The apartment was redecorated by the copycat.,probable,passive,,
304,The copycat was redecorated by the apartment.,inconceivable,passive,,
305,The winemaker uncorked the bottle.,probable,active,,
305,The bottle uncorked the winemaker.,inconceivable,active,,
305,The bottle was uncorked by the winemaker.,probable,passive,,
305,The winemaker was uncorked by the bottle.,inconceivable,passive,,
308,The exterminator filed the complaint.,probable,active,,
308,The complaint filed the exterminator.,inconceivable,active,,
308,The complaint was filed by the exterminator.,probable,passive,,
308,The exterminator was filed by the complaint.,inconceivable,passive,,
309,The minuteman loaded the gun.,probable,active,,
309,The gun loaded the minuteman.,inconceivable,active,,
309,The gun was loaded by the minuteman.,probable,passive,,
309,The minuteman was loaded by the gun.,inconceivable,passive,,
310,The bookseller calculated the profit.,probable,active,,
310,The profit calculated the bookseller.,inconceivable,active,,
310,The profit was calculated by the bookseller.,probable,passive,,
310,The bookseller was calculated by the profit.,inconceivable,passive,,
311,The count inherited the painting.,probable,active,,
311,The painting inherited the count.,inconceivable,active,,
311,The painting was inherited by the count.,probable,passive,,
311,The count was inherited by the painting.,inconceivable,passive,,
312,The groundskeeper changed the light bulb.,probable,active,,
312,The light bulb changed the groundskeeper.,inconceivable,active,,
312,The light bulb was changed by the groundskeeper.,probable,passive,,
312,The groundskeeper was changed by the light bulb.,inconceivable,passive,,
313,The marcher sang the anthem.,probable,active,,
313,The anthem sang the marcher.,inconceivable,active,,
313,The anthem was sung by the marcher.,probable,passive,,
313,The marcher was sung by the anthem.,inconceivable,passive,,
314,The deckhand unlocked the door.,probable,active,,
314,The door unlocked the deckhand.,inconceivable,active,,
314,The door was unlocked by the deckhand.,probable,passive,,
314,The deckhand was unlocked by the door.,inconceivable,passive,,
315,The supremacist established the fund.,probable,active,,
315,The fund established the supremacist.,inconceivable,active,,
315,The fund was established by the supremacist.,probable,passive,,
315,The supremacist was established by the fund.,inconceivable,passive,,
316,The house sitter watered the plant.,probable,active,,
316,The plant watered the house sitter.,inconceivable,active,,
316,The plant was watered by the house sitter.,probable,passive,,
316,The house sitter was watered by the plant.,inconceivable,passive,,
317,The interviewee wrinkled the suit.,probable,active,,
317,The suit wrinkled the interviewee.,inconceivable,active,,
317,The suit was wrinkled by the interviewee.,probable,passive,,
317,The interviewee was wrinkled by the suit.,inconceivable,passive,,
318,The cryptographer sent the letter.,probable,active,,
318,The letter sent the cryptographer.,inconceivable,active,,
318,The letter was sent by the cryptographer.,probable,passive,,
318,The cryptographer was sent by the letter.,inconceivable,passive,,
319,The bellboy erased the message.,probable,active,,
319,The message erased the bellboy.,inconceivable,active,,
319,The message was erased by the bellboy.,probable,passive,,
319,The bellboy was erased by the message.,inconceivable,passive,,
320,The forger shipped the package.,probable,active,,
320,The package shipped the forger.,inconceivable,active,,
320,The package was shipped by the forger.,probable,passive,,
320,The forger was shipped by the package.,inconceivable,passive,,
321,The crackhead smoked the pipe.,probable,active,,
321,The pipe smoked the crackhead.,inconceivable,active,,
321,The pipe was smoked by the crackhead.,probable,passive,,
321,The crackhead was smoked by the pipe.,inconceivable,passive,,
322,The manicurist rescheduled the appointment.,probable,active,,
322,The appointment rescheduled the manicurist.,inconceivable,active,,
322,The appointment was rescheduled by the manicurist.,probable,passive,,
322,The manicurist was rescheduled by the appointment.,inconceivable,passive,,
323,The charlatan burned the contract.,probable,active,,
323,The contract burned the charlatan.,inconceivable,active,,
323,The contract was burnt by the charlatan.,probable,passive,,
323,The charlatan was burnt by the contract.,inconceivable,passive,,
324,The tanner placed the order.,probable,active,,
324,The order placed the tanner.,inconceivable,active,,
324,The order was placed by the tanner.,probable,passive,,
324,The tanner was placed by the order.,inconceivable,passive,,
325,The archaeologist canceled the trip.,probable,active,,
325,The trip canceled the archaeologist.,inconceivable,active,,
325,The trip was canceled by the archaeologist.,probable,passive,,
325,The archaeologist was canceled by the trip.,inconceivable,passive,,
326,The Frenchman sliced the baguette.,probable,active,,
326,The baguette sliced the Frenchman.,inconceivable,active,,
326,The baguette was sliced by the Frenchman.,probable,passive,,
326,The Frenchman was sliced by the baguette.,inconceivable,passive,,
327,The producer cast the actress.,probable,active,,
327,The actress cast the producer.,improbable,active,,
327,The actress was cast by the producer.,probable,passive,,
327,The producer was cast by the actress.,improbable,passive,,
329,The exorcist vanquished the spirit.,probable,active,,
329,The spirit vanquished the exorcist.,improbable,active,,
329,The spirit was vanquished by the exorcist.,probable,passive,,
329,The exorcist was vanquished by the spirit.,improbable,passive,,
330,The barber shaved the old man.,probable,active,,
330,The old man shaved the barber.,improbable,active,,
330,The old man was shaved by the barber.,probable,passive,,
330,The barber was shaved by the old man.,improbable,passive,,
331,The paparazzi stalked the pop star.,probable,active,,
331,The pop star stalked the paparazzi.,improbable,active,,
331,The pop star was stalked by the paparazzi.,probable,passive,,
331,The paparazzi was stalked by the pop star.,improbable,passive,,
332,The brunette tipped the busboy.,probable,active,,
332,The busboy tipped the brunette.,improbable,active,,
332,The busboy was tipped by the brunette.,probable,passive,,
332,The brunette was tipped by the busboy.,improbable,passive,,
333,The roommate adopted the newborn.,probable,active,,
333,The newborn adopted the roommate.,improbable,active,,
333,The newborn was adopted by the roommate.,probable,passive,,
333,The roommate was adopted by the newborn.,improbable,passive,,
334,The cartoonist sketched the unicyclist.,probable,active,,
334,The unicyclist sketched the cartoonist.,improbable,active,,
334,The unicyclist was sketched by the cartoonist.,probable,passive,,
334,The cartoonist was sketched by the unicyclist.,improbable,passive,,
335,The streetwalker undercharged the seaman.,probable,active,,
335,The seaman undercharged the streetwalker.,improbable,active,,
335,The seaman was undercharged by the streetwalker.,probable,passive,,
335,The streetwalker was undercharged by the seaman.,improbable,passive,,
336,The urologist treated the widower.,probable,active,,
336,The widower treated the urologist.,improbable,active,,
336,The widower was treated by the urologist.,probable,passive,,
336,The urologist was treated by the widower.,improbable,passive,,
337,The jury acquitted the economist.,probable,active,,
337,The economist acquitted the jury.,improbable,active,,
337,The economist was acquitted by the jury.,probable,passive,,
337,The jury was acquitted by the economist.,improbable,passive,,
338,The freshman dodged the bully.,probable,active,,
338,The bully dodged the freshman.,improbable,active,,
338,The bully was dodged by the freshman.,probable,passive,,
338,The freshman was dodged by the bully.,improbable,passive,,
339,The nun reproached the hedonist.,probable,active,,
339,The hedonist reproached the nun.,improbable,active,,
339,The hedonist was reproached by the nun.,probable,passive,,
339,The nun was reproached by the hedonist.,improbable,passive,,
340,The librarian admonished the plagiarist.,probable,active,,
340,The plagiarist admonished the librarian.,improbable,active,,
340,The plagiarist was admonished by the librarian.,probable,passive,,
340,The librarian was admonished by the plagiarist.,improbable,passive,,
341,The colonel supervised the cadet.,probable,active,,
341,The cadet supervised the colonel.,improbable,active,,
341,The cadet was supervised by the colonel.,probable,passive,,
341,The colonel was supervised by the cadet.,improbable,passive,,
342,The abolitionist hid the slave.,probable,active,,
342,The slave hid the abolitionist.,improbable,active,,
342,The slave was hidden by the abolitionist.,probable,passive,,
342,The abolitionist was hidden by the slave.,improbable,passive,,
343,The personal trainer weighed the Olympian.,probable,active,,
343,The Olympian weighed the personal trainer.,improbable,active,,
343,The Olympian was weighed by the personal trainer.,probable,passive,,
343,The personal trainer was weighed by the Olympian.,improbable,passive,,
344,The zookeeper fed the giraffe.,probable,active,,
344,The giraffe fed the zookeeper.,improbable,active,,
344,The giraffe was fed by the zookeeper.,probable,passive,,
344,The zookeeper was fed by the giraffe.,improbable,passive,,
345,The masseuse relaxed the linebacker.,probable,active,,
345,The linebacker relaxed the masseuse.,improbable,active,,
345,The linebacker was relaxed by the masseuse.,probable,passive,,
345,The masseuse was relaxed by the linebacker.,improbable,passive,,
346,The page obeyed the noble.,probable,active,,
346,The noble obeyed the page.,improbable,active,,
346,The noble was obeyed by the page.,probable,passive,,
346,The page was obeyed by the noble.,improbable,passive,,
347,The lion chased the tour-guide.,probable,active,,
347,The tour-guide chased the lion.,improbable,active,,
347,The tour-guide was chased by the lion.,probable,passive,,
347,The lion was chased by the tour-guide.,improbable,passive,,
348,The caretaker quieted the orphan.,probable,active,,
348,The orphan quieted the caretaker.,improbable,active,,
348,The orphan was quieted by the caretaker.,probable,passive,,
348,The caretaker was quieted by the orphan.,improbable,passive,,
349,The tennis player thanked the chiropractor.,probable,active,,
349,The chiropractor thanked the tennis player.,improbable,active,,
349,The chiropractor was thanked by the tennis player.,probable,passive,,
349,The tennis player was thanked by the chiropractor.,improbable,passive,,
350,The experimenter recruited the subject.,probable,active,,
350,The subject recruited the experimenter.,improbable,active,,
350,The subject was recruited by the experimenter.,probable,passive,,
350,The experimenter was recruited by the subject.,improbable,passive,,
351,The mother disciplined the toddler.,probable,active,,
351,The toddler disciplined the mother.,improbable,active,,
351,The toddler was disciplined by the mother.,probable,passive,,
351,The mother was disciplined by the toddler.,improbable,passive,,
352,The assistant principal expelled the sociopath.,probable,active,,
352,The sociopath expelled the assistant principal.,improbable,active,,
352,The sociopath was expelled by the assistant principal.,probable,passive,,
352,The assistant principal was expelled by the sociopath.,improbable,passive,,
353,The channeler sensed the ghost.,probable,active,,
353,The ghost sensed the channeler.,improbable,active,,
353,The ghost was sensed by the channeler.,probable,passive,,
353,The channeler was sensed by the ghost.,improbable,passive,,
354,The union ousted the whistle-blower.,probable,active,,
354,The whistle-blower ousted the union.,improbable,active,,
354,The whistle-blower was ousted by the union.,probable,passive,,
354,The union was ousted by the whistle-blower.,improbable,passive,,
355,The huntsman trapped the deer.,probable,active,,
355,The deer trapped the huntsman.,improbable,active,,
355,The deer was trapped by the huntsman.,probable,passive,,
355,The huntsman was trapped by the deer.,improbable,passive,,
356,The cardiologist discredited the quack.,probable,active,,
356,The quack discredited the cardiologist.,improbable,active,,
356,The quack was discredited by the cardiologist.,probable,passive,,
356,The cardiologist was discredited by the quack.,improbable,passive,,
357,The bailiff released the ruffian.,probable,active,,
357,The ruffian released the bailiff.,improbable,active,,
357,The ruffian was released by the bailiff.,probable,passive,,
357,The bailiff was released by the ruffian.,improbable,passive,,
358,The shark mauled the snorkeler.,probable,active,,
358,The snorkeler mauled the shark.,improbable,active,,
358,The snorkeler was mauled by the shark.,probable,passive,,
358,The shark was mauled by the snorkeler.,improbable,passive,,
