prefix,steering_concept,multiplier,rank,full_generation,first_token_generation,surprisal
Someone kept the money in a,improbable,5.0,1, bank, bank,2.671875
Someone kept the money in a,improbable,5.0,2, jar, jar,4.0625
Someone kept the money in a,improbable,5.0,3, bag, bag,3.171875
Someone kept the money in a,improbable,5.0,4, box, box,3.171875
Someone measured the furniture using a,None,,0, tape measure, tape,1.015625
Someone measured the furniture using a,None,,1, ruler, ruler,2.140625
Someone measured the furniture using a,None,,2, 1, ,2.515625
Someone measured the furniture using a,None,,3, measuring tape, measuring,3.015625
Someone measured the furniture using a,None,,4, laser level, laser,3.640625
Someone measured the furniture using a,impossible,3.0,0, laser, laser,3.640625
Someone measured the furniture using a,impossible,3.0,1, ruler, ruler,2.140625
Someone measured the furniture using a,impossible,3.0,2, tape measure, tape,1.015625
Someone measured the furniture using a,impossible,3.0,3, 3D scanner, ,2.515625
Someone measured the furniture using a,impossible,3.0,4, light meter, light,7.53125
Someone measured the furniture using a,impossible,5.0,0, laser, laser,3.640625
Someone measured the furniture using a,impossible,5.0,1, telescope, telescope,10.0
Someone measured the furniture using a,impossible,5.0,2, microscope, microscope,8.75
Someone measured the furniture using a,impossible,5.0,3, new technique, new,6.03125
Someone measured the furniture using a,impossible,5.0,4, camera, camera,7.28125
Someone measured the furniture using a,inconceivable,3.0,0, ruler and a ruler, ruler,2.140625
Someone measured the furniture using a,inconceivable,3.0,1, <strong><em>quantum, ,2.515625
Someone measured the furniture using a,inconceivable,3.0,2, tape measure, tape,1.015625
Someone measured the furniture using a,inconceivable,3.0,3, new tool, new,6.03125
Someone measured the furniture using a,inconceivable,3.0,4, scale of 1, scale,4.03125
Someone measured the furniture using a,inconceivable,5.0,0, <b><i><u>, ,2.515625
Someone measured the furniture using a,inconceivable,5.0,1, team, team,12.1875
Someone measured the furniture using a,inconceivable,5.0,2, different scale, different,5.28125
Someone measured the furniture using a,inconceivable,5.0,3, word, word,11.3125
Someone measured the furniture using a,inconceivable,5.0,4, new one, new,6.03125
Someone measured the furniture using a,improbable,3.0,0, tape measure, tape,1.015625
Someone measured the furniture using a,improbable,3.0,1, ruler, ruler,2.140625
Someone measured the furniture using a,improbable,3.0,2, laser level, laser,3.640625
Someone measured the furniture using a,improbable,3.0,3, 3D scanner, ,2.515625
Someone measured the furniture using a,improbable,3.0,4, measuring tape, measuring,3.015625
Someone measured the furniture using a,improbable,5.0,0, tape measure, tape,1.015625
Someone measured the furniture using a,improbable,5.0,1, ruler, ruler,2.140625
Someone measured the furniture using a,improbable,5.0,2, laser, laser,3.640625
Someone measured the furniture using a,improbable,5.0,3, measuring tape, measuring,3.015625
Someone measured the furniture using a,improbable,5.0,4, 3D scanner, ,2.515625
Someone navigated the seas using a,None,,0, compass, compass,1.421875
Someone navigated the seas using a,None,,1, sextant, sext,2.171875
Someone navigated the seas using a,None,,2, map, map,2.671875
Someone navigated the seas using a,None,,3, 1, ,3.296875
Someone navigated the seas using a,None,,4, magnetic compass, magnetic,3.421875
Someone navigated the seas using a,impossible,3.0,0, compass, compass,1.421875
Someone navigated the seas using a,impossible,3.0,1, map, map,2.671875
Someone navigated the seas using a,impossible,3.0,2, 1, ,3.296875
Someone navigated the seas using a,impossible,3.0,3, sextant, sext,2.171875
Someone navigated the seas using a,impossible,3.0,4, star map, star,3.796875
Someone navigated the seas using a,impossible,5.0,0, new telescope, new,5.28125
Someone navigated the seas using a,impossible,5.0,1, telescope, telescope,5.28125
Someone navigated the seas using a,impossible,5.0,2, 3D map, ,3.296875
Someone navigated the seas using a,impossible,5.0,3, compass, compass,1.421875
Someone navigated the seas using a,impossible,5.0,4, map, map,2.671875
Someone navigated the seas using a,inconceivable,3.0,0, different language, different,6.40625
Someone navigated the seas using a,inconceivable,3.0,1, compass, compass,1.421875
Someone navigated the seas using a,inconceivable,3.0,2, 1, ,3.296875
Someone navigated the seas using a,inconceivable,3.0,3, star map, star,3.796875
Someone navigated the seas using a,inconceivable,3.0,4, ship, ship,4.53125
Someone navigated the seas using a,inconceivable,5.0,0, different language, different,6.40625
Someone navigated the seas using a,inconceivable,5.0,1, <em><strong>, ,3.296875
Someone navigated the seas using a,inconceivable,5.0,2, team, team,8.8125
Someone navigated the seas using a,inconceivable,5.0,3, new strategy, new,5.28125
Someone navigated the seas using a,inconceivable,5.0,4, ship, ship,4.53125
Someone navigated the seas using a,improbable,3.0,0, compass, compass,1.421875
Someone navigated the seas using a,improbable,3.0,1, 1, ,3.296875
Someone navigated the seas using a,improbable,3.0,2, map, map,2.671875
Someone navigated the seas using a,improbable,3.0,3, sextant, sext,2.171875
Someone navigated the seas using a,improbable,3.0,4, boat, boat,5.03125
Someone navigated the seas using a,improbable,5.0,0, boat, boat,5.03125
Someone navigated the seas using a,improbable,5.0,1, 1, ,3.296875
Someone navigated the seas using a,improbable,5.0,2, compass, compass,1.421875
Someone navigated the seas using a,improbable,5.0,3, ship, ship,4.53125
Someone navigated the seas using a,improbable,5.0,4, map, map,2.671875
Someone organized their files using a,None,,0, folder structure, folder,2.8125
Someone organized their files using a,None,,1, <strong>folder</strong>, ,2.9375
Someone organized their files using a,None,,2, custom folder structure, custom,3.1875
Someone organized their files using a,None,,3, hierarchical structure, hierarchical,3.4375
Someone organized their files using a,None,,4, simple folder structure, simple,3.4375
Someone organized their files using a,impossible,3.0,0, spreadsheet, spreadsheet,3.6875
Someone organized their files using a,impossible,3.0,1, new file system, new,3.6875
Someone organized their files using a,impossible,3.0,2, 3D printer, ,2.9375
Someone organized their files using a,impossible,3.0,3, cloud service, cloud,5.4375
Someone organized their files using a,impossible,3.0,4, file manager, file,3.8125
Someone organized their files using a,impossible,5.0,0, new app, new,3.6875
Someone organized their files using a,impossible,5.0,1, 3D file, ,2.9375
Someone organized their files using a,impossible,5.0,2, cloud, cloud,5.4375
Someone organized their files using a,impossible,5.0,3, file, file,3.8125
Someone organized their files using a,impossible,5.0,4, game, game,10.0625
Someone organized their files using a,inconceivable,3.0,0, new feature, new,3.6875
Someone organized their files using a,inconceivable,3.0,1, <strong>, ,2.9375
Someone organized their files using a,inconceivable,3.0,2, file system, file,3.8125
Someone organized their files using a,inconceivable,3.0,3, different language, different,3.8125
Someone organized their files using a,inconceivable,3.0,4, very interesting concept, very,4.0625
Someone organized their files using a,inconceivable,5.0,0, team, team,10.5625
Someone organized their files using a,inconceivable,5.0,1, <em>team</em>, ,2.9375
Someone organized their files using a,inconceivable,5.0,2, new word, new,3.6875
Someone organized their files using a,inconceivable,5.0,3, different language, different,3.8125
Someone organized their files using a,inconceivable,5.0,4, very different strategy, very,4.0625
Someone organized their files using a,improbable,3.0,0, spreadsheet, spreadsheet,3.6875
Someone organized their files using a,improbable,3.0,1, 3D printer, ,2.9375
Someone organized their files using a,improbable,3.0,2, folder structure, folder,2.8125
Someone organized their files using a,improbable,3.0,3, Google Drive folder, Google,4.9375
Someone organized their files using a,improbable,3.0,4, custom folder structure, custom,3.1875
Someone organized their files using a,improbable,5.0,0, 3D printer, ,2.9375
Someone organized their files using a,improbable,5.0,1, spreadsheet, spreadsheet,3.6875
Someone organized their files using a,improbable,5.0,2, USB drive, USB,6.1875
Someone organized their files using a,improbable,5.0,3, cloud, cloud,5.4375
Someone organized their files using a,improbable,5.0,4, file system, file,3.8125
Someone protected the garden with a,None,,0, fence, fence,1.703125
Someone protected the garden with a,None,,1, net, net,3.078125
Someone protected the garden with a,None,,2, protective fence, protective,3.703125
Someone protected the garden with a,None,,3, plastic sheet, plastic,3.703125
Someone protected the garden with a,None,,4, wire fence, wire,3.703125
Someone protected the garden with a,impossible,3.0,0, blanket of snow, blanket,4.46875
Someone protected the garden with a,impossible,3.0,1, plastic bag, plastic,3.703125
Someone protected the garden with a,impossible,3.0,2, new species of plant, new,4.59375
Someone protected the garden with a,impossible,3.0,3, 3D printer, ,3.953125
Someone protected the garden with a,impossible,3.0,4, giant inflatable, giant,5.96875
Someone protected the garden with a,impossible,5.0,0, new song, new,4.59375
Someone protected the garden with a,impossible,5.0,1, cloud, cloud,9.5625
Someone protected the garden with a,impossible,5.0,2, virus, virus,12.0625
Someone protected the garden with a,impossible,5.0,3, song, song,10.1875
Someone protected the garden with a,impossible,5.0,4, flower, flower,6.71875
Someone protected the garden with a,inconceivable,3.0,0, smile, smile,10.3125
Someone protected the garden with a,inconceivable,3.0,1, shield, shield,5.34375
Someone protected the garden with a,inconceivable,3.0,2, new generation, new,4.59375
Someone protected the garden with a,inconceivable,3.0,3, spell, spell,6.84375
Someone protected the garden with a,inconceivable,3.0,4, guard, guard,5.96875
Someone protected the garden with a,inconceivable,5.0,0, team, team,12.3125
Someone protected the garden with a,inconceivable,5.0,1, smile, smile,10.3125
Someone protected the garden with a,inconceivable,5.0,2, family, family,11.0625
Someone protected the garden with a,inconceivable,5.0,3, new one, new,4.59375
Someone protected the garden with a,inconceivable,5.0,4, <em>team</em>, ,3.953125
Someone protected the garden with a,improbable,3.0,0, fence, fence,1.703125
Someone protected the garden with a,improbable,3.0,1, 1, ,3.953125
Someone protected the garden with a,improbable,3.0,2, blanket, blanket,4.46875
Someone protected the garden with a,improbable,3.0,3, net, net,3.078125
Someone protected the garden with a,improbable,3.0,4, plastic sheet, plastic,3.703125
Someone protected the garden with a,improbable,5.0,0, fence, fence,1.703125
Someone protected the garden with a,improbable,5.0,1, 1, ,3.953125
Someone protected the garden with a,improbable,5.0,2, giant inflatable, giant,5.96875
Someone protected the garden with a,improbable,5.0,3, blanket, blanket,4.46875
Someone protected the garden with a,improbable,5.0,4, net, net,3.078125
Someone played the game with a,None,,0, friend of mine, friend,1.859375
Someone played the game with a,None,,1, 1, ,2.359375
Someone played the game with a,None,,2, controller, controller,2.859375
Someone played the game with a,None,,3, different name, different,2.859375
Someone played the game with a,None,,4, mouse and keyboard, mouse,3.234375
Someone played the game with a,impossible,3.0,0, friend and it worked, friend,1.859375
Someone played the game with a,impossible,3.0,1, controller, controller,2.859375
Someone played the game with a,impossible,3.0,2, 3DS, ,2.359375
Someone played the game with a,impossible,3.0,3, real person, real,4.75
Someone played the game with a,impossible,3.0,4, different controller, different,2.859375
Someone played the game with a,impossible,5.0,0, friend, friend,1.859375
Someone played the game with a,impossible,5.0,1, real person, real,4.75
Someone played the game with a,impossible,5.0,2, controller, controller,2.859375
Someone played the game with a,impossible,5.0,3, 1, ,2.359375
Someone played the game with a,impossible,5.0,4, new character, new,4.25
Someone played the game with a,inconceivable,3.0,0, team, team,4.5
Someone played the game with a,inconceivable,3.0,1, 1, ,2.359375
Someone played the game with a,inconceivable,3.0,2, lot of people, lot,3.984375
Someone played the game with a,inconceivable,3.0,3, friend, friend,1.859375
Someone played the game with a,inconceivable,3.0,4, different team, different,2.859375
Someone played the game with a,inconceivable,5.0,0, team, team,4.5
Someone played the game with a,inconceivable,5.0,1, different team, different,2.859375
Someone played the game with a,inconceivable,5.0,2, <em>team</em>, ,2.359375
Someone played the game with a,inconceivable,5.0,3, good team, good,5.75
Someone played the game with a,inconceivable,5.0,4, group, group,4.75
Someone played the game with a,improbable,3.0,0, friend and they won, friend,1.859375
Someone played the game with a,improbable,3.0,1, 1, ,2.359375
Someone played the game with a,improbable,3.0,2, controller, controller,2.859375
Someone played the game with a,improbable,3.0,3, bunch of people, bunch,3.859375
Someone played the game with a,improbable,3.0,4, mouse, mouse,3.234375
Someone played the game with a,improbable,5.0,0, friend, friend,1.859375
Someone played the game with a,improbable,5.0,1, 1, ,2.359375
Someone played the game with a,improbable,5.0,2, controller, controller,2.859375
Someone played the game with a,improbable,5.0,3, bunch of people, bunch,3.859375
Someone played the game with a,improbable,5.0,4, group of friends, group,4.75
Someone treated the wound using a,None,,0, tourniquet, tour,3.3125
Someone treated the wound using a,None,,1, hot water bottle, hot,3.3125
Someone treated the wound using a,None,,2, piece of cloth, piece,3.6875
Someone treated the wound using a,None,,3, <strong>bandage, ,3.6875
Someone treated the wound using a,None,,4, cotton swab, cotton,3.8125
Someone treated the wound using a,impossible,3.0,0, special cream, special,6.5625
Someone treated the wound using a,impossible,3.0,1, 3D printer, ,3.6875
Someone treated the wound using a,impossible,3.0,2, plant and it worked, plant,5.3125
Someone treated the wound using a,impossible,3.0,3, home remedy, home,4.4375
Someone treated the wound using a,impossible,3.0,4, new drug, new,6.9375
Someone treated the wound using a,impossible,5.0,0, new drug, new,6.9375
Someone treated the wound using a,impossible,5.0,1, laser, laser,8.5625
Someone treated the wound using a,impossible,5.0,2, tattoo, tattoo,8.9375
Someone treated the wound using a,impossible,5.0,3, <em>laser</em>, ,3.6875
Someone treated the wound using a,impossible,5.0,4, plant, plant,5.3125
Someone treated the wound using a,inconceivable,3.0,0, <strong><em>, ,3.6875
Someone treated the wound using a,inconceivable,3.0,1, new technology, new,6.9375
Someone treated the wound using a,inconceivable,3.0,2, traditional medicine, traditional,6.4375
Someone treated the wound using a,inconceivable,3.0,3, very old, very,5.5625
Someone treated the wound using a,inconceivable,3.0,4, drug, drug,6.1875
Someone treated the wound using a,inconceivable,5.0,0, <em><strong>team, ,3.6875
Someone treated the wound using a,inconceivable,5.0,1, different word, different,7.3125
Someone treated the wound using a,inconceivable,5.0,2, very different tool, very,5.5625
Someone treated the wound using a,inconceivable,5.0,3, team, team,12.1875
Someone treated the wound using a,inconceivable,5.0,4, new tool, new,6.9375
Someone treated the wound using a,improbable,3.0,0, hot water bottle, hot,3.3125
Someone treated the wound using a,improbable,3.0,1, 3D printer, ,3.6875
Someone treated the wound using a,improbable,3.0,2, piece of cloth, piece,3.6875
Someone treated the wound using a,improbable,3.0,3, mixture, mixture,3.9375
Someone treated the wound using a,improbable,3.0,4, paper towel, paper,4.3125
Someone treated the wound using a,improbable,5.0,0, <strong><em>, ,3.6875
Someone treated the wound using a,improbable,5.0,1, hot dog, hot,3.3125
Someone treated the wound using a,improbable,5.0,2, banana, banana,8.0625
Someone treated the wound using a,improbable,5.0,3, piece of paper, piece,3.6875
Someone treated the wound using a,improbable,5.0,4, paper towel, paper,4.3125
Someone trimmed the hedges using a,None,,0, chainsaw, chainsaw,1.828125
Someone trimmed the hedges using a,None,,1, hedge trimmer, hedge,2.328125
Someone trimmed the hedges using a,None,,2, weed wacker, weed,2.703125
Someone trimmed the hedges using a,None,,3, lawnmower, lawn,2.953125
Someone trimmed the hedges using a,None,,4, chain saw, chain,3.078125
Someone trimmed the hedges using a,impossible,3.0,0, chainsaw in the UK, chainsaw,1.828125
Someone trimmed the hedges using a,impossible,3.0,1, hedge trimmer, hedge,2.328125
Someone trimmed the hedges using a,impossible,3.0,2, weed wacker, weed,2.703125
Someone trimmed the hedges using a,impossible,3.0,3, leaf blower, leaf,4.71875
Someone trimmed the hedges using a,impossible,3.0,4, pair of scissors, pair,3.453125
Someone trimmed the hedges using a,impossible,5.0,0, laser, laser,6.96875
Someone trimmed the hedges using a,impossible,5.0,1, chainsaw, chainsaw,1.828125
Someone trimmed the hedges using a,impossible,5.0,2, weed killer, weed,2.703125
Someone trimmed the hedges using a,impossible,5.0,3, drone, drone,8.9375
Someone trimmed the hedges using a,impossible,5.0,4, new technique, new,7.09375
Someone trimmed the hedges using a,inconceivable,3.0,0, pair of scissors, pair,3.453125
Someone trimmed the hedges using a,inconceivable,3.0,1, hedge trimmer, hedge,2.328125
Someone trimmed the hedges using a,inconceivable,3.0,2, chainsaw, chainsaw,1.828125
Someone trimmed the hedges using a,inconceivable,3.0,3, laser cutter, laser,6.96875
Someone trimmed the hedges using a,inconceivable,3.0,4, power tool, power,3.453125
Someone trimmed the hedges using a,inconceivable,5.0,0, team of the team, team,13.1875
Someone trimmed the hedges using a,inconceivable,5.0,1, 3rd party, ,4.09375
Someone trimmed the hedges using a,inconceivable,5.0,2, sword, sword,6.34375
Someone trimmed the hedges using a,inconceivable,5.0,3, new word, new,7.09375
Someone trimmed the hedges using a,inconceivable,5.0,4, different team, different,7.84375
Someone trimmed the hedges using a,improbable,3.0,0, chainsaw, chainsaw,1.828125
Someone trimmed the hedges using a,improbable,3.0,1, weed wacker, weed,2.703125
Someone trimmed the hedges using a,improbable,3.0,2, hedge trimmer, hedge,2.328125
Someone trimmed the hedges using a,improbable,3.0,3, lawnmower, lawn,2.953125
Someone trimmed the hedges using a,improbable,3.0,4, chain saw, chain,3.078125
Someone trimmed the hedges using a,improbable,5.0,0, chainsaw, chainsaw,1.828125
Someone trimmed the hedges using a,improbable,5.0,1, weed wacker, weed,2.703125
Someone trimmed the hedges using a,improbable,5.0,2, hedge trimmer, hedge,2.328125
Someone trimmed the hedges using a,improbable,5.0,3, lawnmower, lawn,2.953125
Someone trimmed the hedges using a,improbable,5.0,4, pair of scissors, pair,3.453125
Someone uploaded the document using a,None,,0, different name, different,2.484375
Someone uploaded the document using a,None,,1, fake name, fake,2.859375
Someone uploaded the document using a,None,,2, Google account, Google,2.984375
Someone uploaded the document using a,None,,3, free account, free,3.234375
Someone uploaded the document using a,None,,4, public link, public,3.359375
Someone uploaded the document using a,impossible,3.0,0, different name, different,2.484375
Someone uploaded the document using a,impossible,3.0,1, VPN, VPN,4.21875
Someone uploaded the document using a,impossible,3.0,2, new format, new,3.734375
Someone uploaded the document using a,impossible,3.0,3, 3D printer, ,3.484375
Someone uploaded the document using a,impossible,3.0,4, browser, browser,4.46875
Someone uploaded the document using a,impossible,5.0,0, new app, new,3.734375
Someone uploaded the document using a,impossible,5.0,1, 3D printer, ,3.484375
Someone uploaded the document using a,impossible,5.0,2, cloud, cloud,6.09375
Someone uploaded the document using a,impossible,5.0,3, virus, virus,6.59375
Someone uploaded the document using a,impossible,5.0,4, different app, different,2.484375
Someone uploaded the document using a,inconceivable,3.0,0, new feature, new,3.734375
Someone uploaded the document using a,inconceivable,3.0,1, <em><strong>document, ,3.484375
Someone uploaded the document using a,inconceivable,3.0,2, file upload, file,3.484375
Someone uploaded the document using a,inconceivable,3.0,3, different name, different,2.484375
Someone uploaded the document using a,inconceivable,3.0,4, video game, video,6.46875
Someone uploaded the document using a,inconceivable,5.0,0, <em><strong>team, ,3.484375
Someone uploaded the document using a,inconceivable,5.0,1, team, team,9.625
Someone uploaded the document using a,inconceivable,5.0,2, different word, different,2.484375
Someone uploaded the document using a,inconceivable,5.0,3, word, word,5.34375
Someone uploaded the document using a,inconceivable,5.0,4, new tool, new,3.734375
Someone uploaded the document using a,improbable,3.0,0, fake name, fake,2.859375
Someone uploaded the document using a,improbable,3.0,1, Google Doc, Google,2.984375
Someone uploaded the document using a,improbable,3.0,2, 3D printer, ,3.484375
Someone uploaded the document using a,improbable,3.0,3, different name, different,2.484375
Someone uploaded the document using a,improbable,3.0,4, link, link,3.359375
Someone uploaded the document using a,improbable,5.0,0, 3D printer, ,3.484375
Someone uploaded the document using a,improbable,5.0,1, fake name, fake,2.859375
Someone uploaded the document using a,improbable,5.0,2, Google Doc, Google,2.984375
Someone uploaded the document using a,improbable,5.0,3, link on the internet, link,3.359375
Someone uploaded the document using a,improbable,5.0,4, form on the website, form,5.21875
Someone verified the facts with a,None,,0, source, source,2.734375
Someone verified the facts with a,None,,1, friend of mine, friend,2.859375
Someone verified the facts with a,None,,2, local police officer, local,2.859375
Someone verified the facts with a,None,,3, few people, few,3.234375
Someone verified the facts with a,None,,4, 1, ,3.359375
Someone verified the facts with a,impossible,3.0,0, NASA scientist, NASA,8.125
Someone verified the facts with a,impossible,3.0,1, 1, ,3.359375
Someone verified the facts with a,impossible,3.0,2, scientist, scientist,8.25
Someone verified the facts with a,impossible,3.0,3, lie detector, lie,7.75
Someone verified the facts with a,impossible,3.0,4, new study, new,5.0
Someone verified the facts with a,impossible,5.0,0, new song, new,5.0
Someone verified the facts with a,impossible,5.0,1, scientist, scientist,8.25
Someone verified the facts with a,impossible,5.0,2, <em><strong>, ,3.359375
Someone verified the facts with a,impossible,5.0,3, lie, lie,7.75
Someone verified the facts with a,impossible,5.0,4, NASA scientist, NASA,8.125
Someone verified the facts with a,inconceivable,3.0,0, friend, friend,2.859375
Someone verified the facts with a,inconceivable,3.0,1, lot of people, lot,5.0
Someone verified the facts with a,inconceivable,3.0,2, few, few,3.234375
Someone verified the facts with a,inconceivable,3.0,3, smile, smile,8.5
Someone verified the facts with a,inconceivable,3.0,4, <strong><em>yes, ,3.359375
Someone verified the facts with a,inconceivable,5.0,0, team, team,5.75
Someone verified the facts with a,inconceivable,5.0,1, friend, friend,2.859375
Someone verified the facts with a,inconceivable,5.0,2, smile, smile,8.5
Someone verified the facts with a,inconceivable,5.0,3, <b>, ,3.359375
Someone verified the facts with a,inconceivable,5.0,4, great team, great,7.125
Someone verified the facts with a,improbable,3.0,0, friend of mine, friend,2.859375
Someone verified the facts with a,improbable,3.0,1, 1, ,3.359375
Someone verified the facts with a,improbable,3.0,2, local police department, local,2.859375
Someone verified the facts with a,improbable,3.0,3, video of the incident, video,4.625
Someone verified the facts with a,improbable,3.0,4, few of the people, few,3.234375
Someone verified the facts with a,improbable,5.0,0, 1, ,3.359375
Someone verified the facts with a,improbable,5.0,1, friend of mine, friend,2.859375
Someone verified the facts with a,improbable,5.0,2, doctor, doctor,3.984375
Someone verified the facts with a,improbable,5.0,3, local news station, local,2.859375
Someone verified the facts with a,improbable,5.0,4, real-life expert, real,4.375
Someone watched the show using a,None,,0, VPN, VPN,1.6953125
Someone watched the show using a,None,,1, different account, different,2.953125
Someone watched the show using a,None,,2, computer, computer,3.203125
Someone watched the show using a,None,,3, proxy server, proxy,3.328125
Someone watched the show using a,None,,4, TV, TV,3.453125
Someone watched the show using a,impossible,3.0,0, VPN, VPN,1.6953125
Someone watched the show using a,impossible,3.0,1, telescope, telescope,6.6875
Someone watched the show using a,impossible,3.0,2, 3D TV, ,3.453125
Someone watched the show using a,impossible,3.0,3, drone, drone,7.8125
Someone watched the show using a,impossible,3.0,4, TV remote, TV,3.453125
Someone watched the show using a,impossible,5.0,0, telescope, telescope,6.6875
Someone watched the show using a,impossible,5.0,1, new app, new,4.9375
Someone watched the show using a,impossible,5.0,2, 3D projector, ,3.453125
Someone watched the show using a,impossible,5.0,3, drone, drone,7.8125
Someone watched the show using a,impossible,5.0,4, different lens, different,2.953125
Someone watched the show using a,inconceivable,3.0,0, different language, different,2.953125
Someone watched the show using a,inconceivable,3.0,1, <strong><em>Star, ,3.453125
Someone watched the show using a,inconceivable,3.0,2, new feature, new,4.9375
Someone watched the show using a,inconceivable,3.0,3, very different lens, very,5.9375
Someone watched the show using a,inconceivable,3.0,4, lot, lot,7.8125
Someone watched the show using a,inconceivable,5.0,0, team, team,10.1875
Someone watched the show using a,inconceivable,5.0,1, <em>team</em>, ,3.453125
Someone watched the show using a,inconceivable,5.0,2, different language, different,2.953125
Someone watched the show using a,inconceivable,5.0,3, new word, new,4.9375
Someone watched the show using a,inconceivable,5.0,4, very different tool, very,5.9375
Someone watched the show using a,improbable,3.0,0, VPN, VPN,1.6953125
Someone watched the show using a,improbable,3.0,1, 3D TV, ,3.453125
Someone watched the show using a,improbable,3.0,2, remote control, remote,3.828125
Someone watched the show using a,improbable,3.0,3, TV and a computer, TV,3.453125
Someone watched the show using a,improbable,3.0,4, live stream, live,4.3125
Someone watched the show using a,improbable,5.0,0, 3D TV, ,3.453125
Someone watched the show using a,improbable,5.0,1, remote control, remote,3.828125
Someone watched the show using a,improbable,5.0,2, drone, drone,7.8125
Someone watched the show using a,improbable,5.0,3, camera, camera,6.1875
Someone watched the show using a,improbable,5.0,4, TV remote control, TV,3.453125
Someone yanked the door using their,None,,0, foot, foot,2.1875
Someone yanked the door using their,None,,1, shoulder, shoulder,2.9375
Someone yanked the door using their,None,,2, hand, hand,2.9375
Someone yanked the door using their,None,,3, teeth, teeth,3.0625
Someone yanked the door using their,None,,4, hands, hands,3.0625
Someone yanked the door using their,impossible,3.0,0, teeth, teeth,3.0625
Someone yanked the door using their,impossible,3.0,1, hands, hands,3.0625
Someone yanked the door using their,impossible,3.0,2, fingers, fingers,3.8125
Someone yanked the door using their,impossible,3.0,3, finger, finger,4.0625
Someone yanked the door using their,impossible,3.0,4, own strength, own,4.1875
Someone yanked the door using their,impossible,5.0,0, new weapon, new,8.3125
Someone yanked the door using their,impossible,5.0,1, tongue, tongue,8.1875
Someone yanked the door using their,impossible,5.0,2, own song, own,4.1875
Someone yanked the door using their,impossible,5.0,3, mouth, mouth,7.1875
Someone yanked the door using their,impossible,5.0,4, first song, first,8.1875
Someone yanked the door using their,inconceivable,3.0,0, own body, own,4.1875
Someone yanked the door using their,inconceivable,3.0,1, hands, hands,3.0625
Someone yanked the door using their,inconceivable,3.0,2, very own, very,9.1875
Someone yanked the door using their,inconceivable,3.0,3, favorite weapon, favorite,9.9375
Someone yanked the door using their,inconceivable,3.0,4, power, power,5.1875
Someone yanked the door using their,inconceivable,5.0,0, own, own,4.1875
Someone yanked the door using their,inconceivable,5.0,1, team, team,12.1875
Someone yanked the door using their,inconceivable,5.0,2, mouth, mouth,7.1875
Someone yanked the door using their,inconceivable,5.0,3, breath, breath,10.3125
Someone yanked the door using their,inconceivable,5.0,4, head, head,4.5625
Someone yanked the door using their,improbable,3.0,0, car, car,3.3125
Someone yanked the door using their,improbable,3.0,1, teeth, teeth,3.0625
Someone yanked the door using their,improbable,3.0,2, bare hands, bare,3.1875
Someone yanked the door using their,improbable,3.0,3, hands, hands,3.0625
Someone yanked the door using their,improbable,3.0,4, own body, own,4.1875
Someone yanked the door using their,improbable,5.0,0, car, car,3.3125
Someone yanked the door using their,improbable,5.0,1, own body, own,4.1875
Someone yanked the door using their,improbable,5.0,2, hands, hands,3.0625
Someone yanked the door using their,improbable,5.0,3, teeth, teeth,3.0625
Someone yanked the door using their,improbable,5.0,4, bike, bike,6.1875
Someone delivered the package using a,None,,0, different name, different,3.15625
Someone delivered the package using a,None,,1, UPS truck, UPS,3.15625
Someone delivered the package using a,None,,2, bicycle, bicycle,3.28125
Someone delivered the package using a,None,,3, truck, truck,3.28125
Someone delivered the package using a,None,,4, bike, bike,3.40625
Someone delivered the package using a,impossible,3.0,0, drone, drone,3.78125
Someone delivered the package using a,impossible,3.0,1, helicopter, helicopter,5.90625
Someone delivered the package using a,impossible,3.0,2, plane, plane,8.625
Someone delivered the package using a,impossible,3.0,3, truck, truck,3.28125
Someone delivered the package using a,impossible,3.0,4, car, car,3.90625
Someone delivered the package using a,impossible,5.0,0, drone, drone,3.78125
Someone delivered the package using a,impossible,5.0,1, delivery service, delivery,3.53125
Someone delivered the package using a,impossible,5.0,2, new delivery service, new,5.53125
Someone delivered the package using a,impossible,5.0,3, carrier, carrier,4.28125
Someone delivered the package using a,impossible,5.0,4, package, package,5.40625
Someone delivered the package using a,inconceivable,3.0,0, third party, third,4.28125
Someone delivered the package using a,inconceivable,3.0,1, 3rd party, ,3.40625
Someone delivered the package using a,inconceivable,3.0,2, delivery service, delivery,3.53125
Someone delivered the package using a,inconceivable,3.0,3, package, package,5.40625
Someone delivered the package using a,inconceivable,3.0,4, very good friend, very,4.90625
Someone delivered the package using a,inconceivable,5.0,0, team, team,12.375
Someone delivered the package using a,inconceivable,5.0,1, <em>team</em>, ,3.40625
Someone delivered the package using a,inconceivable,5.0,2, very good team, very,4.90625
Someone delivered the package using a,inconceivable,5.0,3, different team, different,3.15625
Someone delivered the package using a,inconceivable,5.0,4, great team, great,8.625
Someone delivered the package using a,improbable,3.0,0, drone, drone,3.78125
Someone delivered the package using a,improbable,3.0,1, bicycle, bicycle,3.28125
Someone delivered the package using a,improbable,3.0,2, bike, bike,3.40625
Someone delivered the package using a,improbable,3.0,3, car, car,3.90625
Someone delivered the package using a,improbable,3.0,4, truck, truck,3.28125
Someone delivered the package using a,improbable,5.0,0, drone, drone,3.78125
Someone delivered the package using a,improbable,5.0,1, bicycle, bicycle,3.28125
Someone delivered the package using a,improbable,5.0,2, bike, bike,3.40625
