,sentence,log-prob-5gram_mean,log-prob-gpt2-xl_mean,log-prob-pcfg_mean,rating_arousal_mean,rating_conversational_mean,rating_sense_mean,rating_gram_mean,rating_frequency_mean,rating_imageability_mean,rating_others_thoughts_mean,rating_physical_mean,rating_places_mean,rating_valence_mean
50342,"Another mourner, another well-wisher, another liar.",-3.7081871852279,-3.5081167,-13.0597744444444,3.5625,3.3333333333333,6.5454545454545,5.7272727272727,3.1875,2.8125,5.2941176470588,2.0666666666667,1.4736842105263,1.4375
50343,Thou shalt not accede to evil.,-2.4742179257529,-3.919705,-13.7949771428571,3.6470588235294,2.1428571428571,6.2,6.2666666666667,2.4,2.0,3.8235294117647,1.4,1.8,2.25
50344,"One tug, and he went flying.",-3.1311148745673,-4.7258916,-10.16473875,4.8666666666667,3.7333333333333,6.75,5.8333333333333,4.0588235294118,4.75,4.5294117647059,4.0,2.625,3.0769230769231
50345,She was beauty and gentleness personified.,-3.0996032697814,-4.0924573,-11.8984285714286,4.6428571428571,4.2142857142857,6.3888888888889,6.3888888888889,4.2142857142857,6.0,5.0625,2.8,2.2857142857143,5.9333333333333
50346,Hotel is just around the corner.,-2.0785614273378,-3.246861,-9.64555,2.5,6.0,6.9230769230769,6.2307692307692,4.5882352941176,4.75,2.7777777777778,5.4615384615385,5.8125,3.8235294117647
50347,Understand the meaning of the word.,-1.6624744992171,-3.2344897,-10.1282728571429,2.25,4.4285714285714,6.4,6.4,5.3333333333333,2.3333333333333,2.3529411764706,1.2352941176471,1.2142857142857,2.7058823529412
50348,Let's hope the best team wins.,-1.592229321599,-3.5841494,-10.93993625,3.1428571428571,6.3846153846154,6.8823529411765,6.8823529411765,6.1428571428571,4.375,4.5714285714286,2.875,1.75,5.5
50349,They need access to our computers.,-2.8105325273105,-4.7502623,-8.9330685714286,3.0666666666667,6.1333333333333,6.9166666666667,6.8333333333333,5.7647058823529,4.75,3.8235294117647,4.875,2.3125,2.0769230769231
50350,Do not betray me in this.,-2.3022097519466,-4.4567714,-9.38306,5.125,4.4375,6.0625,5.625,4.2,3.0666666666667,5.5263157894737,1.875,2.0714285714286,2.0588235294118
50351,"And she smiled, a little nervously.",-3.1335147278649,-4.1669245,-10.14765625,3.0666666666667,4.2352941176471,6.6875,6.3125,5.1428571428571,5.8461538461538,6.2666666666667,2.4,1.0625,3.1428571428571
50352,How can they just expel you?,-2.8229924099786,-4.921839,-9.12621,4.1875,6.1666666666667,6.9090909090909,6.5454545454545,4.6875,2.6875,5.2352941176471,2.2666666666667,1.0,1.6875
50353,"And with your arrogance, it seems.",-3.2925156525203,-5.319108,-10.0571375,2.7333333333333,5.6428571428571,5.0666666666667,5.4,3.0714285714286,2.1333333333333,4.7142857142857,1.3571428571429,1.2857142857143,1.25
50354,We have to go single file.,-2.2442123038428,-4.36879,-9.3985642857143,2.1428571428571,5.8461538461538,6.8333333333333,6.75,5.375,6.0,2.8571428571429,3.8235294117647,2.1333333333333,1.9444444444444
50355,He sneered contemptuously at the Daimons.,-3.4449781775475,-4.133792,-12.1130414285714,3.5555555555556,3.125,5.8888888888889,6.4444444444444,2.125,4.5333333333333,4.3125,2.5,1.1428571428571,1.5294117647059
50356,"Cod, orange roughy, salmon, and tuna.",-3.7150206480707,-4.4410057,-12.136712,1.5714285714286,3.3076923076923,5.2941176470588,4.8235294117647,2.5,5.875,1.5714285714286,5.625,2.4166666666667,3.3125
50357,"Precious, beautiful, worth seeking the best.",-3.4037615060806,-4.596744,-14.5208544444444,3.5333333333333,2.9333333333333,5.4166666666667,4.6666666666667,3.2941176470588,2.75,3.6470588235294,1.75,3.0625,5.1538461538462
50358,"Sparrows and pigeons, no other birds.",-3.2419519594737,-4.15062,-12.1637375,2.6875,3.625,5.8125,5.1875,2.7333333333333,5.7333333333333,2.0526315789474,4.5625,5.2142857142857,2.8823529411765
50359,Their hearts beat in rhythm together.,-3.1923267415592,-4.2721634,-13.1793757142857,4.4117647058824,3.6,6.6470588235294,6.6470588235294,5.0625,4.875,5.7142857142857,3.1333333333333,1.3888888888889,5.2222222222222
50360,"General personality: Generous, conscientious, amiable, loyal.",-4.5426480088915,-4.100884,-12.4101281818182,2.3888888888889,2.6875,6.2777777777778,5.4444444444444,3.5625,2.2666666666667,3.4375,1.0625,1.3571428571429,4.9411764705882
50361,"This is really amazing, Doctor Face-reader.",-3.0324091017246,-5.4691024,-11.367405,2.8666666666667,3.2857142857143,4.1333333333333,5.8666666666667,1.5714285714286,2.5333333333333,4.0714285714286,1.9285714285714,1.2142857142857,2.5833333333333
50362,Possibly the bacteria that causes plague.,-3.0846723573548,-4.307698,-13.1880828571429,3.6428571428571,3.4705882352941,6.0555555555556,5.2222222222222,4.0588235294118,3.6875,2.5625,3.2307692307692,1.5833333333333,1.375
50363,That had a bitter almond scent.,-3.2905762365886,-5.7941833,-11.2619571428571,2.4,4.7647058823529,6.6875,6.75,4.1428571428571,2.8461538461538,3.8666666666667,3.4666666666667,1.4375,2.2142857142857
50364,Quintessential sound of a peaceful night.,-3.1944572925568,-4.7225933,-11.8114528571429,2.4444444444444,3.0,5.7777777777778,5.7777777777778,3.5625,2.7333333333333,3.5,1.6875,4.7142857142857,5.6470588235294
50365,The large restaurant was cafeteria style.,-3.2121532899993,-5.795445,-10.0978485714286,2.0833333333333,4.0,6.8,6.4666666666667,5.0,6.1052631578947,2.0666666666667,4.9230769230769,6.3529411764706,4.0714285714286
50366,"They put us in jail, Johnny!",-2.8565237692424,-4.625403,-11.27662875,5.0666666666667,5.6,6.9166666666667,6.75,3.4117647058824,4.9166666666667,5.8235294117647,3.875,5.1875,1.8461538461538
50367,You need me to protect you.,-2.0720496858869,-3.8862803,-9.3634171428571,4.2352941176471,6.0714285714286,6.9333333333333,6.8,5.2,2.6923076923077,5.8235294117647,2.2666666666667,1.4,3.5
50368,He was cruel and scary and-,-2.6574817981039,-5.7865286,-14.384705,4.3571428571429,5.0769230769231,6.0,5.1666666666667,4.0,4.0666666666667,5.9285714285714,3.5294117647059,1.1333333333333,1.1111111111111
50369,"I made some silly assumptions, though.",-3.2624566214425,-4.298593,-11.008785,2.5,6.0769230769231,6.9166666666667,6.6666666666667,5.1875,3.1333333333333,5.2857142857143,2.2352941176471,1.2,2.3333333333333
50370,She collapsed onto the comfortable bed.,-3.0057155532496,-5.153191,-11.2252028571429,3.1428571428571,3.8823529411765,6.8888888888889,6.7777777777778,6.0588235294118,6.3125,5.9375,6.0769230769231,4.0,5.5
50371,It's quite apparent we have problems.,-2.4163683354855,-4.200253,-10.60615,4.4285714285714,5.75,7.0,6.7692307692308,5.7058823529412,1.875,5.3333333333333,1.6923076923077,1.3125,1.7058823529412
50372,Does he have a name badge?,-2.4125502450126,-4.4608326,-10.5592471428571,2.2941176470588,6.2857142857143,6.9333333333333,7.0,5.1333333333333,3.1538461538462,2.9411764705882,5.1333333333333,2.1333333333333,2.1666666666667
50373,An escalating excitement hurried her words.,-3.6943625978061,-7.7916317,-13.2081457142857,4.2666666666667,1.5625,6.1818181818182,6.6363636363636,2.7894736842105,3.8571428571429,5.875,1.7777777777778,1.5333333333333,5.1333333333333
50374,"Nothing broken, just very badly bruised.",-3.1732785786901,-5.2643995,-12.26283,4.2666666666667,5.9333333333333,6.75,6.1666666666667,5.5882352941176,5.5833333333333,4.1176470588235,4.0625,3.0625,3.0769230769231
50375,"But he had a dog, yeah?",-2.4062997613634,-4.604746,-10.58384125,3.25,5.875,6.5,5.75,3.5333333333333,4.2,3.8421052631579,3.9375,3.0,4.6470588235294
50376,"Dirty, smelly clothes littered the floor.",-3.5903069376945,-3.6048648,-12.56893,2.8571428571429,3.5333333333333,6.9333333333333,6.7333333333333,5.0555555555556,6.5384615384615,3.7777777777778,6.8571428571429,4.2666666666667,1.2857142857143
50377,Central Park was across the roadway.,-2.3577633585249,-5.693589,-9.6693414285714,2.5,5.0625,6.8823529411765,6.8235294117647,4.9411764705882,6.1428571428571,2.2857142857143,5.4,6.7142857142857,3.6923076923077
50378,The homeless woman obviously loved animals.,-3.1640826037952,-5.7805386,-12.32826,3.9375,4.1875,6.875,6.875,3.5333333333333,5.4666666666667,6.1578947368421,3.625,4.3571428571429,4.8235294117647
50379,"The bag was leather, black, small.",-3.3884221059935,-4.5654573,-9.9231477777778,2.2857142857143,4.4166666666667,6.6153846153846,5.5384615384615,4.4117647058824,6.9375,3.0,6.6923076923077,1.5625,3.1176470588235
50380,Like a late night comedy sketch.,-2.2153624807085,-4.590585,-12.1601,3.1176470588235,5.0714285714286,6.6666666666667,6.0666666666667,4.8,4.0,2.7647058823529,2.2,2.9333333333333,3.8333333333333
50381,"The healthiest, most nutritious food ever.",-2.8810703328678,-3.5150414,-12.55837375,3.5,4.5882352941176,6.7777777777778,6.1666666666667,5.7647058823529,4.6875,2.625,5.2307692307692,2.3333333333333,6.125
50382,"Will you drink to that, boys?",-2.7939540658678,-4.239212,-11.744105,3.4285714285714,6.1538461538462,6.8823529411765,6.8235294117647,4.5,4.4375,4.8571428571429,4.3125,2.1666666666667,5.125
50383,"At least three, maybe four kids.",-2.5555609124047,-3.8450897,-12.0545875,2.5,5.5384615384615,6.8,5.7333333333333,5.0,4.6842105263158,3.4,3.0769230769231,1.8823529411765,3.5
50384,That marriage ultimately ends in divorce?,-3.1485911267144,-5.04504,-12.0094542857143,3.9375,5.3333333333333,5.9090909090909,5.7272727272727,3.625,2.5625,4.2941176470588,1.6666666666667,1.0,1.6875
50385,That kind of understanding and kindness...,-2.3844837144549,-5.2310133,-13.8327242857143,2.6428571428571,4.75,6.2941176470588,5.7647058823529,4.9411764705882,2.5,4.0,1.4666666666667,1.1428571428571,5.4615384615385
50386,Why go and stir that pot?,-3.248217514583,-5.0246444,-13.0521328571429,3.6923076923077,5.6111111111111,6.3529411764706,6.7058823529412,4.6470588235294,2.9230769230769,3.3125,4.5714285714286,1.8125,2.2631578947368
50387,"Quite simply, it was becoming tiresome.",-3.0661198667118,-4.0003023,-9.89181,2.2857142857143,4.6923076923077,7.0,7.0,5.4375,3.2,5.6428571428571,2.5882352941176,1.1333333333333,1.5
50388,I'll show you my new dance.,-2.0448621287942,-3.8795168,-10.8613825,3.4,6.1875,6.9090909090909,6.9090909090909,5.3157894736842,4.2857142857143,5.1875,3.1666666666667,2.3333333333333,5.4
50389,Something that awakened my psychic knowing.,-3.9948667969022,-7.0580745,-14.6648457142857,3.7857142857143,2.9333333333333,5.2666666666667,5.4666666666667,3.0,2.0769230769231,5.4444444444444,1.4285714285714,1.5333333333333,3.5
50390,The protracted silence became almost unbearable.,-2.7894130008561,-5.3191514,-11.8980385714286,3.4666666666667,2.7142857142857,6.4,6.8666666666667,3.1428571428571,3.6666666666667,5.4285714285714,1.9285714285714,1.9285714285714,1.3333333333333
50391,With charming conversations and witty sparring.,-3.7640431778772,-6.0454264,-17.7030457142857,3.8571428571429,2.8333333333333,6.4615384615385,5.4615384615385,3.0588235294118,2.4375,4.3333333333333,2.4615384615385,1.3125,4.5882352941176
50392,"Not just physically but intellectually, emotionally.",-3.0018045050757,-5.5465684,-13.5813875,3.8571428571429,5.1538461538462,6.1764705882353,5.2941176470588,4.9285714285714,2.5625,3.4285714285714,2.5,1.25,3.75
50393,Fleas infected with plague literally starve.,-3.1578916055816,-5.999699,-14.6528057142857,3.5714285714286,3.75,6.0,6.3846153846154,2.8823529411765,3.625,3.0,5.6923076923077,2.0625,1.1764705882353
50394,And stitches all over the place.,-2.3758919366768,-4.58406,-10.1919657142857,3.0,3.4705882352941,5.4444444444444,5.4444444444444,3.1764705882353,3.875,2.4375,3.3076923076923,1.6666666666667,1.8125
50395,"In fact, he looked downright uncomfortable.",-2.5083869951112,-4.0537987,-8.895560625,3.3333333333333,5.75,6.9444444444444,6.9444444444444,5.875,4.5333333333333,5.1875,1.9375,1.2142857142857,1.7647058823529
50396,Violent moons around a dead planet.,-3.1917688335691,-5.0926046,-12.7333671428571,4.3333333333333,1.4615384615385,4.4,6.0,1.7333333333333,4.8947368421053,2.2666666666667,4.7692307692308,5.4705882352941,2.4285714285714
50397,"I was so embarrassed, so ashamed.",-2.444278717041,-3.3998325,-9.42238875,4.8235294117647,5.1428571428571,6.9333333333333,6.5333333333333,5.0666666666667,3.1538461538462,6.4705882352941,1.4,1.4,1.0833333333333
50398,I needed to test your methodology.,-2.5670869989055,-4.873697,-10.2443257142857,3.25,4.1428571428571,6.8,6.8,4.2,2.7333333333333,4.3529411764706,1.7058823529412,1.5,2.8235294117647
50399,We went hiking at Bear Mountain.,-2.7420818465097,-4.602074,-11.30834,4.2352941176471,5.9333333333333,7.0,6.9411764705882,5.4375,6.0,4.9285714285714,4.2,6.7222222222222,4.3888888888889
50400,Wild horses couldn't keep me away.,-2.269608325325,-4.6748915,-10.21680875,4.7142857142857,5.3846153846154,6.9166666666667,6.9166666666667,5.0,4.6,5.2857142857143,3.1764705882353,2.6,4.1111111111111
50401,They fled Russia after the revolution.,-2.0798151067325,-4.549521,-9.8999557142857,4.4,4.1764705882353,7.0,6.9375,3.7142857142857,4.4615384615385,4.8666666666667,3.5333333333333,4.4375,3.7142857142857
50402,Were narrow field stones set perpendicular?,-3.6414077792849,-9.167056,-15.8295714285714,1.8125,1.5714285714286,5.4,5.5,2.2666666666667,2.6666666666667,2.0,4.6470588235294,3.0,1.6470588235294
50403,Could a spark explode the fuel?,-3.6476124865668,-6.0160937,-13.2789057142857,4.7777777777778,4.0666666666667,6.6470588235294,5.9411764705882,3.8461538461538,4.0666666666667,3.3571428571429,5.0625,2.3157894736842,2.0
50404,Let this be quick and simple.,-2.4293230090822,-4.1510143,-8.8719485714286,2.7142857142857,6.3846153846154,6.75,6.8333333333333,6.0,3.6666666666667,2.7857142857143,2.1764705882353,1.0666666666667,2.6111111111111
50405,Three large ones and three small.,-2.5591318947928,-4.9924026,-12.6067242857143,1.6,4.9285714285714,6.4,5.6,4.2142857142857,3.4666666666667,1.7142857142857,4.2142857142857,1.5,2.0
50406,Her feathery blond hair hung limp.,-3.3905859248979,-5.2839146,-15.9159385714286,3.0,3.3125,6.7222222222222,6.4444444444444,3.625,6.6,3.4375,5.75,1.5714285714286,2.7647058823529
50407,And the criminal investigation will continue.,-2.3711671829224,-4.0846734,-8.5945014285714,3.9166666666667,4.3846153846154,7.0,6.4666666666667,5.2666666666667,3.8421052631579,2.4666666666667,1.9230769230769,1.8823529411765,2.3571428571429
50408,But then somehow I stopped myself.,-3.1241416420255,-4.538208,-10.27376,3.7142857142857,5.6153846153846,6.9166666666667,6.3333333333333,5.5625,3.6,4.7142857142857,3.0,1.3333333333333,2.1666666666667
50409,She started moving the excavated sand.,-2.9995012794222,-5.6900725,-11.1931457142857,3.2352941176471,3.8,6.7647058823529,6.8235294117647,4.4375,5.75,4.2142857142857,5.6,4.3333333333333,3.0
50410,I had bullets in that gun!,-2.9763570172446,-5.183556,-11.0899528571429,5.25,5.0,7.0,6.9333333333333,4.2,5.3157894736842,4.8666666666667,5.0,1.5882352941176,1.9285714285714
50411,"The evidence is contradictory, at best.",-2.1265942965235,-3.5280256,-9.26193875,3.6666666666667,4.8461538461538,6.9333333333333,6.6,5.1333333333333,2.9473684210526,3.7333333333333,1.1538461538462,1.3529411764706,2.4285714285714
50412,They deal in commercial property investments.,-2.9084636824472,-5.652398,-9.3790771428571,2.4285714285714,5.1666666666667,7.0,6.9230769230769,4.6470588235294,2.9375,3.4444444444444,3.7692307692308,3.25,3.0
50413,Fishes swimming in a turquoise paradise.,-3.1849865657943,-4.520663,-13.61251,3.7692307692308,2.8333333333333,6.3529411764706,6.2941176470588,2.3529411764706,6.3846153846154,1.8125,5.4285714285714,5.875,5.8421052631579
50414,The bathroom needed a complete scrubbing.,-3.371687744345,-4.893551,-11.7886614285714,3.3571428571429,6.0833333333333,7.0,6.9230769230769,6.1176470588235,5.8125,3.6666666666667,6.5384615384615,5.5625,1.9411764705882
50415,He's in the quantum physics department.,-2.1221243068576,-4.438029,-9.5081475,2.6875,4.6428571428571,6.9,6.9,3.6,3.3333333333333,3.0,2.7647058823529,3.0714285714286,3.1176470588235
50416,"He was too skinny, almost skeletal.",-3.1373742393085,-4.2876587,-10.25491875,4.0588235294118,4.2857142857143,6.8666666666667,6.6,4.6666666666667,6.3076923076923,5.3529411764706,4.2666666666667,1.6,1.0833333333333
50417,Talk about a wild goose chase....,-2.3147588201932,-3.962562,-12.7042625,4.25,6.25,6.9090909090909,5.9090909090909,5.5625,3.5,4.1764705882353,2.9333333333333,2.7894736842105,2.4375
50418,Something big got the ball rolling.,-2.560098528862,-4.652729,-12.2562314285714,3.4285714285714,4.8666666666667,6.2,6.4,4.6666666666667,3.3846153846154,2.3888888888889,3.5714285714286,2.2,3.5
50419,Another spike in unemployment was predicted.,-3.00185077531,-5.4374256,-12.0437142857143,3.5625,3.5714285714286,6.9,6.7,5.3333333333333,2.7333333333333,3.0588235294118,1.2352941176471,1.5714285714286,1.3529411764706
50420,Opposite ends of the same axis.,-2.2298078302826,-4.206649,-11.6923328571429,2.5,3.6428571428571,6.6111111111111,6.0555555555556,4.4285714285714,3.5714285714286,1.6875,2.5333333333333,1.7142857142857,2.8
50421,I enjoy her chocolate fudge cake.,-2.9655487537384,-4.598891,-13.38942,3.9285714285714,5.5833333333333,7.0,6.9230769230769,5.4117647058824,5.875,5.3888888888889,6.6923076923077,1.875,5.9411764705882
50422,The cold spring weather helped little.,-3.063763150147,-5.95769,-11.34288,2.2666666666667,3.875,6.5454545454545,6.1818181818182,4.7894736842105,3.9285714285714,4.3125,2.3888888888889,4.6,3.9333333333333
50423,The emperor of the despondent kingdom.,-2.7668758886201,-4.848869,-11.7802557142857,3.1428571428571,1.9166666666667,6.6153846153846,6.3076923076923,2.7647058823529,3.75,4.3333333333333,3.0769230769231,3.9375,1.7647058823529
50424,"She leaned over him, sobbing openly.",-3.4250438724245,-4.2393484,-10.87082,3.8,3.4705882352941,6.875,6.875,4.6428571428571,5.8461538461538,6.7333333333333,3.0666666666667,1.375,1.3571428571429
50425,She stirred sugar into her tea.,-3.4306300708226,-4.6618204,-12.0247471428571,2.1428571428571,4.75,7.0,6.8823529411765,4.9411764705882,6.7857142857143,3.1428571428571,6.2666666666667,2.0,4.6153846153846
50426,No stuffed animals resembling a kangaroo?,-2.8420603360449,-5.6855597,-15.4984071428571,1.7142857142857,4.1538461538462,6.4166666666667,6.1666666666667,3.125,5.1333333333333,1.8571428571429,3.9411764705882,2.2666666666667,2.4444444444444
50427,There was shouting and loud noises.,-2.5975350907871,-4.500873,-11.2707428571429,4.3333333333333,5.0,7.0,6.7333333333333,5.2142857142857,5.1333333333333,4.9285714285714,1.8571428571429,2.0714285714286,1.25
50428,She looked like a fairy princess.,-1.9375161571162,-3.5561323,-11.3924314285714,3.6666666666667,5.9375,7.0,7.0,5.5,6.3333333333333,4.875,3.75,1.9285714285714,5.2352941176471
50429,Her wisdom and foresight is evident.,-2.5874967489924,-4.766766,-11.2693671428571,3.4375,3.6428571428571,6.9,6.4,5.0666666666667,2.9333333333333,5.2352941176471,1.3529411764706,1.2857142857143,4.7647058823529
50430,To sell on the black market?,-1.4967551827431,-4.0421143,-9.3219128571429,3.8,3.8823529411765,6.375,5.8125,3.3571428571429,2.6923076923077,2.1333333333333,2.4666666666667,1.75,1.5
50431,I ignored his arrogant little comment.,-3.1367317778724,-5.668038,-11.03512,4.6470588235294,5.7142857142857,6.9333333333333,6.9333333333333,4.8,3.3076923076923,5.8823529411765,2.0,1.2,2.0833333333333
50432,We made promises of eternal love.,-2.3323374220303,-5.376787,-11.2970914285714,4.7142857142857,5.7692307692308,7.0,7.0,5.0,4.4,5.5714285714286,3.9411764705882,1.4,5.8888888888889
50433,Humanitarian outreach and consolidation of control.,-3.0733436431204,-5.305887,-13.1538471428571,2.2857142857143,2.2142857142857,4.8888888888889,5.0555555555556,2.5,2.0714285714286,1.875,2.0,1.6428571428571,2.6666666666667
50434,The ceremony will take place tonight.,-2.4792957476207,-3.8326538,-9.4868671428571,3.5833333333333,5.3076923076923,7.0,7.0,6.0,4.8947368421053,2.2666666666667,2.6153846153846,3.2941176470588,4.2857142857143
50435,What about a car or truck?,-2.1544411352703,-3.8687692,-10.5526271428571,2.6666666666667,6.6,6.9166666666667,6.75,6.4117647058824,4.8333333333333,2.0588235294118,5.8125,3.25,2.6923076923077
50436,"I felt awful: exhausted, weak, upset.",-3.6846012728555,-4.3404617,-11.88603,2.5714285714286,6.1538461538462,6.8333333333333,5.8333333333333,4.6875,4.4,6.7857142857143,4.0,1.4,1.0555555555556
50437,Growing vegetables and tending the garden.,-2.8846070511,-4.6084185,-17.1379685714286,2.2,4.0,6.75,5.875,4.7857142857143,5.6923076923077,2.8,6.0,5.5625,5.5
50438,He felt silently and secretly fulfilled.,-3.2657338721412,-6.4551673,-12.5012242857143,3.0666666666667,3.1764705882353,6.5625,6.4375,3.6428571428571,2.8461538461538,6.3333333333333,1.7333333333333,1.0,4.8571428571429
50439,Painter stepped closer to the technician.,-3.3061751425266,-5.61485,-11.2598185714286,2.6923076923077,2.5555555555556,6.0588235294118,5.2352941176471,2.1176470588235,5.5384615384615,3.1875,4.5714285714286,2.5,2.7368421052632
50440,Wet hair clinging to her cheeks.,-3.041170211775,-4.343583,-13.9607671428571,4.25,3.0833333333333,6.9090909090909,5.8181818181818,4.0,6.75,4.2941176470588,5.6666666666667,2.0,3.25
50441,Eventually some of them became legends.,-2.5339896168028,-4.8611193,-10.9845457142857,4.2142857142857,4.3529411764706,6.8333333333333,6.6666666666667,4.9411764705882,3.0625,4.25,1.3846153846154,1.1666666666667,5.6875
50442,She felt foolish and oddly frightened.,-3.4460516657148,-5.765628,-11.4139171428571,4.9285714285714,3.9166666666667,6.9230769230769,6.9230769230769,5.0588235294118,3.375,6.2222222222222,2.2307692307692,1.3125,1.8235294117647
50443,"Crisp, fresh onion, just enough cilantro.",-4.3792017527989,-3.4526327,-12.1516811111111,3.2857142857143,4.0,6.2222222222222,5.2777777777778,4.3529411764706,6.375,2.625,6.6153846153846,2.8333333333333,5.375
50444,Nordmann considered it all very carefully.,-2.9234830226217,-5.244815,-11.0912342857143,2.625,2.8125,6.625,6.75,2.4,3.8,5.0526315789474,1.8125,1.7857142857143,3.7647058823529
50445,I even hired a medical practitioner.,-2.5104858875275,-5.1097636,-10.3773285714286,3.4285714285714,5.3333333333333,6.9230769230769,6.9230769230769,4.3529411764706,3.5,4.1666666666667,3.6923076923077,1.8125,3.0588235294118
50446,"Day before tomorrow, day after yesterday.",-3.5226518767221,-4.8641005,-12.19649375,1.5384615384615,2.4444444444444,5.0588235294118,5.4117647058824,2.7647058823529,2.1538461538462,1.25,1.1428571428571,1.4375,2.7368421052632
50447,Was she a prescription drug addict?,-2.7108975904328,-4.235797,-12.3552628571429,5.0,5.2857142857143,6.8666666666667,6.8666666666667,4.6666666666667,3.5384615384615,4.7647058823529,2.4666666666667,1.4,1.0833333333333
50448,Science and religion can indeed coexist.,-2.8099187697683,-3.3808806,-11.98633,3.6666666666667,4.5384615384615,7.0,6.9333333333333,5.7333333333333,3.3684210526316,4.1333333333333,1.3076923076923,1.5882352941176,4.0714285714286
50449,"Consciously lying, he amended to himself..",-3.4839755807604,-6.2344027,-14.82574,3.1111111111111,2.0625,4.5,5.1111111111111,2.5,2.0666666666667,4.6875,1.6875,1.0,2.1176470588235
50450,Tricked by his own damn ruse!,-3.3588322997093,-4.6922145,-14.1444871428571,5.25,3.3846153846154,6.8,6.6666666666667,3.7333333333333,3.4210526315789,5.0666666666667,1.3076923076923,1.3529411764706,2.7142857142857
50451,I picked up the razor blade...,-2.0355588985341,-4.7156878,-12.1488401428571,4.7058823529412,4.2666666666667,6.8823529411765,6.0,5.625,6.3125,4.2142857142857,5.9333333333333,1.9444444444444,1.4444444444444
50452,And we need a spy camera.,-2.2029987062727,-4.9447517,-9.6103242857143,3.7333333333333,6.2142857142857,6.8666666666667,6.0,3.4285714285714,5.2,4.4285714285714,5.2142857142857,1.2142857142857,1.5
50453,Italy was rich with art history.,-2.5966746636799,-5.3323793,-9.3172871428571,4.4375,4.5,6.75,6.4375,4.5333333333333,5.2666666666667,3.1578947368421,4.125,5.5714285714286,5.5294117647059
50454,Floor to ceiling windows covered it.,-2.2687752246857,-4.5881076,-12.6559,2.7647058823529,3.8666666666667,5.8235294117647,5.7058823529412,3.75,5.75,1.7142857142857,5.6,4.1111111111111,3.2222222222222
50455,"She shrugged, hoping to look indifferent.",-3.6809193321637,-4.8821373,-10.2967625,3.125,3.4375,6.8125,6.75,3.6666666666667,6.0,5.3157894736842,3.1875,2.4285714285714,2.6470588235294
50456,Why should the knowledge threaten you?,-3.1706940531731,-5.6022725,-10.7243485714286,3.875,5.5,6.4545454545455,6.6363636363636,4.0,2.125,5.0,1.3333333333333,1.0526315789474,2.1875
50457,"Was it fear, desperation, anger, grief?",-3.6471915926252,-3.6682532,-12.250426,4.4285714285714,5.3846153846154,6.8333333333333,6.0833333333333,4.6875,3.0666666666667,5.3571428571429,2.7647058823529,1.1333333333333,1.3888888888889
50458,We're wired into your alarm system.,-2.93040240556,-5.0280557,-9.8129975,4.5,4.4166666666667,6.5454545454545,6.8181818181818,3.6875,3.8125,3.4117647058824,5.2666666666667,1.4736842105263,1.9375
50459,The woman you suspect of murder.,-2.697691483157,-4.825168,-12.4619057142857,5.625,3.375,5.875,5.125,2.8,4.1333333333333,5.0,2.5,1.8571428571429,1.7058823529412
50460,His preference for basketball over golf.,-3.0108167571681,-5.239466,-13.31602,1.6875,3.9166666666667,6.0909090909091,4.2727272727273,2.875,3.25,4.4705882352941,4.4666666666667,1.9473684210526,3.625
50461,So smart and caring and hardworking.,-2.9488706673895,-4.370691,-12.8972214285714,2.7333333333333,5.0,6.6875,5.75,4.8571428571429,2.8461538461538,5.3333333333333,1.4666666666667,1.0625,6.0
50462,A vampire can full on cry?,-3.3182957512992,-7.6939483,-13.6205428571429,3.0714285714286,4.0,5.7647058823529,5.2352941176471,3.1764705882353,3.7857142857143,4.0,2.6,1.3571428571429,3.0
50463,A student intellectual turned leftist radical.,-3.8166931016105,-6.063098,-12.9835014285714,4.2307692307692,2.9444444444444,6.0,5.4705882352941,3.2352941176471,3.9230769230769,4.1875,2.0714285714286,1.4375,2.5789473684211
50464,"Using magnetic resonance tomography, for example.",-3.057200057166,-4.696144,-12.65522875,2.5,3.2307692307692,5.3333333333333,5.6666666666667,2.4,2.0,1.2666666666667,2.6153846153846,1.5882352941176,2.4285714285714
50465,Is he teaching religious-symbolism classes again?,-3.4523796141148,-4.6662602,-13.5526957142857,2.4705882352941,5.2,6.9411764705882,6.5882352941176,4.625,4.0625,5.3571428571429,1.8666666666667,2.6111111111111,2.5555555555556
50466,And please not over the phone.,-2.6332312396594,-5.618233,-9.94864,2.7857142857143,5.2666666666667,6.6,5.5333333333333,4.8333333333333,2.8461538461538,3.5555555555556,3.1428571428571,1.6,1.7857142857143
50467,Have we seen the prosecution judge?,-3.0315145594733,-6.277976,-11.4143714285714,2.75,4.0714285714286,6.3,6.4,3.6,3.2,3.8823529411765,2.0,2.8571428571429,1.9411764705882
50468,Then she laughed a barking laugh.,-3.2898560421807,-5.258037,-11.7481214285714,3.9285714285714,2.9375,6.5882352941176,6.1764705882353,2.4705882352941,5.7857142857143,4.7142857142857,3.6,1.4285714285714,4.8461538461538
50469,A fully substantiated and provable fact.,-3.2107419768969,-4.611006,-13.5989785714286,3.3571428571429,4.5,6.8461538461538,6.3076923076923,4.2941176470588,1.625,2.7777777777778,1.2307692307692,1.1875,3.8823529411765
50470,It was an upstairs back bedroom.,-2.7867490564074,-4.904983,-11.4374142857143,2.3529411764706,4.4,6.6470588235294,6.2352941176471,5.375,5.75,1.5714285714286,4.4666666666667,4.8333333333333,2.4444444444444
