,item,item_index,count,responses,rt,age,trial_type,rating
18185,dry clone,18185,11,[ 0 -2 -3 -3 -1 -3 -3 -2 -1  2 -3],4492.727272727273,30.818181818181817,crit,-1.7272727272727273
6883,dry cross,6883,14,[ 1  0 -3 -3 -3 -3 -3 -3 -3  1 -3 -2  2 -3],4146.5,30.785714285714285,crit,-1.7857142857142858
5385,dry debt,5385,10,[ 0 -3 -3 -3 -3 -2 -1 -1 -2 -3],3994.2,28.4,crit,-2.1
733,dry disagreement,733,9,[-2 -3 -1 -3  1  0 -3 -3 -1],4281.111111111111,27.11111111111111,crit,-1.6666666666666667
7934,dry eligibility,7934,15,[-3 -2 -3 -1 -3 -3 -2 -3 -3  1 -1 -3 -2  0 -3],4468.2,28.133333333333333,crit,-2.066666666666667
9809,dry entrant,9809,15,[-3 -1 -3 -3  1  2  0 -2  2 -1 -1 -3  3 -3  1],6790.533333333334,33.53333333333333,crit,-0.7333333333333333
5392,dry fortress,5392,13,[-3 -3 -2  0  1  2  2  3 -2  3 -2 -3  0],4176.153846153846,39.69230769230769,crit,-0.3076923076923077
7088,dry hint,7088,12,[-3 -2 -2  2 -3  1 -3 -2 -2  3  2 -3],4964.166666666667,35.166666666666664,crit,-1.0
5950,dry inmate,5950,12,[-3 -3 -1 -3  0 -2 -2 -3  0  3  1 -3],4363.416666666667,30.416666666666668,crit,-1.3333333333333333
9261,dry liberal,9261,8,[-2  1  0 -2  3 -3  0 -3],3592.75,36.0,crit,-0.75
16929,dry memory,16929,11,[-3 -3 -3  3 -3  0 -3  3  0 -2 -3],3591.090909090909,31.818181818181817,crit,-1.2727272727272727
7371,dry millennium,7371,9,[-2 -1 -2  0 -2 -2  0 -3 -3],4828.666666666667,32.0,crit,-1.6666666666666667
19319,dry postcard,19319,9,[ 1  3  2  1  0  2  1  3 -3],4387.555555555556,37.44444444444444,crit,1.1111111111111112
19592,dry poverty,19592,12,[-3 -3 -3 -3  3 -3 -3  0 -3 -3 -1 -2],3792.0,33.0,crit,-2.0
16870,dry privatisation,16870,13,[-2  2 -1 -3 -3 -3 -3 -3 -1 -3 -3 -3  1],12489.23076923077,31.153846153846153,crit,-1.9230769230769231
17031,dry rank,17031,9,[-1 -3 -2  3  1 -2 -3 -3 -2],7058.111111111111,36.888888888888886,crit,-1.3333333333333333
17941,dry rugby,17941,9,[ 0 -2 -3 -3 -2 -2 -3 -2 -2],3744.5555555555557,38.666666666666664,crit,-2.111111111111111
13055,dry severity,13055,9,[ 3  1  0  1  3  1  1  3 -3],4246.333333333333,40.0,crit,1.1111111111111112
19413,dry subsidiary,19413,9,[-2 -3 -3 -3 -1 -3 -1 -3  1],6670.555555555556,37.888888888888886,crit,-2.0
15395,dry thinking,15395,10,[-3 -1 -3 -3 -2  2 -3  1  1  1],3616.0,34.7,crit,-1.0
9986,dry trustee,9986,14,[-1 -3  3 -3 -3  1 -3 -2 -2 -3 -3  1 -3  0],4199.714285714285,29.428571428571427,crit,-1.5
2371,dry volunteer,2371,9,[-3  1  0 -1 -3 -2 -3  0 -3],4874.888888888889,30.333333333333332,crit,-1.5555555555555556
11660,dual advertiser,11660,11,[3 2 2 3 0 2 0 0 1 3 1],4146.181818181818,43.54545454545455,crit,1.5454545454545454
2456,dual allergy,2456,9,[-2  2 -1  3 -3 -1 -2  2 -2],4292.555555555556,37.0,crit,-0.4444444444444444
9861,dual appetite,9861,11,[ 0 -3 -2 -2 -3  0  0  0 -3 -3  3],3604.7272727272725,41.63636363636363,crit,-1.1818181818181819
2366,dual cartoon,2366,10,[-2  1  1 -2 -3  3  1 -1  3  1],3596.4,36.4,crit,0.2
4829,dual chef,4829,18,[-2 -3 -3  1 -3  0 -1 -1 -3  2 -2 -2  2  2 -1 -1  3  2],3432.3888888888887,29.5,crit,-0.5555555555555556
13361,dual click,13361,9,[ 3  2  1 -2  3  1 -1  1  3],5488.888888888889,30.11111111111111,crit,1.2222222222222223
1649,dual co-ordinator,1649,9,[ 1  1  2 -1  0  2  0  3  1],4742.333333333333,43.333333333333336,crit,1.0
2424,dual courtyard,2424,9,[-3  2 -2  2 -3  2  0  3  1],5945.0,30.11111111111111,crit,0.2222222222222222
15037,dual crater,15037,13,[ 1  0 -3  1  3  1 -3 -3  2 -1 -3  1  2],6205.384615384615,38.76923076923077,crit,-0.15384615384615385
6449,dual daylight,6449,15,[ 3 -3 -2 -3  1 -3 -2 -1 -3 -3 -3 -2 -3 -2 -1],5775.533333333334,32.46666666666667,crit,-1.8
8716,dual directive,8716,14,[ 2  3  3  0  3 -2 -3  2  2  1  0  1  2  3],6377.642857142857,33.357142857142854,crit,1.2142857142857142
14940,dual draft,14940,11,[-3  0 -3 -2  1  3  0  1 -1  0 -3],5460.090909090909,37.63636363636363,crit,-0.6363636363636364
1852,dual drainage,1852,13,[ 3  1  2  3  1  3  1  3  3  0  3  3 -3],7171.538461538462,35.46153846153846,crit,1.7692307692307692
15613,dual enjoyment,15613,9,[ 3  1  0  0  3  3 -2  2  0],2926.8888888888887,30.11111111111111,crit,1.1111111111111112
3542,dual entertainment,3542,12,[ 2  2  3  0 -3  1 -3 -3  3  3  3 -2],4798.75,34.0,crit,0.5
12326,dual extract,12326,14,[ 2 -3 -2 -2 -1  2  1  1  3  2  3  1 -1 -1],60241.0,34.214285714285715,crit,0.35714285714285715
14483,dual fear,14483,15,[ 0 -2 -3 -3  1  2  2 -1  3  3  0  2 -1 -2 -3],7640.6,33.93333333333333,crit,-0.13333333333333333
6965,dual gardener,6965,10,[-1 -1 -3 -3 -1  1 -3 -3 -3 -3],5477.5,33.6,crit,-2.0
2519,dual ignorance,2519,13,[ 0  1  0  2 -3  2  3 -2 -1  0 -3  3 -3],3298.923076923077,29.846153846153847,crit,-0.07692307692307693
14742,dual interval,14742,13,[-2  2  1  3 -3  1 -2  1  1  3  3  0  2],3229.6923076923076,33.30769230769231,crit,0.7692307692307693
8586,dual laugh,8586,10,[-2 -1 -1  1 -2 -3 -1 -2 -3  1],7750.5,26.2,crit,-1.3
17422,dual laughter,17422,8,[ 2 -2  1 -1 -3  2 -2 -3],3598.25,27.5,crit,-0.75
1623,dual mankind,1623,8,[-3 -3  0 -3 -2 -1 -1  1],3601.625,35.75,crit,-1.5
15626,dual panic,15626,11,[-1 -1 -2 -2  2  0 -3 -3  2 -3  1],4188.0,31.454545454545453,crit,-0.9090909090909091
4221,dual pension,4221,9,[2 2 3 1 2 3 3 1 3],4330.111111111111,40.888888888888886,crit,2.2222222222222223
1661,dual prohibition,1661,9,[ 1 -1 -1 -3  0  0  3  2  2],5158.666666666667,38.22222222222222,crit,0.3333333333333333
15697,dual prosperity,15697,10,[ 2 -3  0 -3 -2  0 -1  0  2  1],3942.3,37.2,crit,-0.4
16717,dual repayment,16717,9,[ 0  2  1  1  3  2  0  1 -2],3231.1111111111113,34.666666666666664,crit,0.8888888888888888
14408,dual smell,14408,10,[ 2 -3 -1 -3 -1  3  2 -3 -2 -2],4250.5,31.8,crit,-0.8
12316,dual succession,12316,10,[ 3  1  0  1  2  2  2  3  1 -2],6618.3,29.2,crit,1.3
264,dual surprise,264,12,[ 2  0  3  3  2  1 -1  3 -1  3  2  1],3908.0,35.583333333333336,crit,1.5
6698,dual trademark,6698,13,[ 1 -3 -3 -1  2  0  1 -2  1  2  1  0  3],3651.846153846154,29.615384615384617,crit,0.15384615384615385
12217,due angle,12217,9,[-3 -2  2  2 -3 -3  2 -2  2],5619.111111111111,38.77777777777778,crit,-0.5555555555555556
17519,due battle,17519,9,[ 3  1  3 -2 -2  2  3 -2 -1],3643.4444444444443,27.11111111111111,crit,0.5555555555555556
18823,due breath,18823,10,[-1 -1 -2 -3  3 -3 -3 -2 -3 -3],48065.5,30.4,crit,-1.8
14307,due bursary,14307,12,[-3 -2 -1  0 -2 -2  3  1 -3 -3 -3 -2],4609.416666666667,31.833333333333332,crit,-1.4166666666666667
16636,due cab,16636,12,[-3 -3 -3  2  0 -1 -3  2 -3 -3 -3 -3],4530.666666666667,37.416666666666664,crit,-1.75
2639,due calf,2639,11,[-3 -2 -1 -3 -3  3 -3  1 -2  2 -1],4572.818181818182,32.45454545454545,crit,-1.0909090909090908
13787,due childcare,13787,11,[-2  0 -2 -2  2 -3 -3 -3  3  1 -3],6844.454545454545,29.0,crit,-1.0909090909090908
8718,due chorus,8718,10,[-2 -3 -3 -2  1 -2 -2 -3 -3 -3],3880.0,31.1,crit,-2.2
5389,due cocktail,5389,12,[-1 -2 -3  1  2 -3 -3 -2 -2  1 -3 -3],6050.333333333333,31.166666666666668,crit,-1.5
20010,due cotton,20010,11,[-3 -2 -3 -3 -3 -3 -3 -3 -3 -2 -3],3525.181818181818,33.72727272727273,crit,-2.8181818181818183
10079,due countryside,10079,11,[-3 -2 -3 -3 -1 -2  0 -3 -3 -3 -3],4671.363636363636,37.90909090909091,crit,-2.3636363636363638
2069,due dancer,2069,42,"[-3 -2 -3 -3 -3 -3 -3 -3 -2 -3 -3 -3 -2 -3 -3 -2  1 -3 -3 -3 -3 -3 -3 -3
 -3 -1 -3 -3 -3 -3 -3 -2 -3 -3 -3 -2 -2 -3 -3 -3 -2 -3]",3239.714285714286,38.23809523809524,crit,-2.6666666666666665
11002,due follower,11002,9,[ 0 -3  1  0 -3  2 -2  2  1],7945.666666666667,28.77777777777778,crit,-0.2222222222222222
12238,due fun,12238,9,[-3  1 -3 -3 -1  1  3  1 -3],4817.0,31.77777777777778,crit,-0.7777777777777778
3679,due healthcare,3679,14,[ 2  3 -1  2 -2 -3 -2 -3  3  0  0  2 -3  2],5987.785714285715,29.928571428571427,crit,0.0
12313,due illustrator,12313,8,[-2 -3 -3 -3  1 -3 -2 -3],21767.125,38.875,crit,-2.25
14048,due keywords,14048,8,[-3 -2 -2 -1 -2  3 -3 -3],7753.25,29.0,crit,-1.625
10904,due local,10904,14,[ 1 -1 -3 -3  0 -3 -3  1 -3 -3 -3 -1  1 -1],8177.428571428572,30.142857142857142,crit,-1.5
18033,due main,18033,11,[-2 -2 -3 -3 -3 -2 -3 -3 -1 -2 -3],6423.909090909091,31.454545454545453,crit,-2.4545454545454546
8519,due manor,8519,12,[-2 -3 -1 -1 -3 -2 -2 -3 -2 -3 -3 -3],4870.5,33.666666666666664,crit,-2.3333333333333335
15290,due methodology,15290,11,[-3  1  1  3 -2  1 -3 -3  0 -2  0],3999.6363636363635,44.54545454545455,crit,-0.6363636363636364
2903,due ministry,2903,11,[-1 -2 -3 -2  1 -3  1  1  1  1 -1],4557.636363636364,28.454545454545453,crit,-0.6363636363636364
1703,due nightmare,1703,13,[-3 -3  1 -3 -3  1 -2  2 -2 -3 -2 -1 -3],4851.0,33.92307692307692,crit,-1.6153846153846154
15494,due pipeline,15494,12,[-3  0 -2 -2 -1  0 -2  0 -2 -2 -2 -3],4655.916666666667,33.75,crit,-1.5833333333333333
8668,due playground,8668,13,[-1  1  3 -2 -3 -3 -1 -3  1 -3 -2 -3  3],5527.0,30.0,crit,-1.0
2353,due printer,2353,9,[-3 -2 -3 -3  0 -2 -2 -1 -3],4312.111111111111,38.44444444444444,crit,-2.111111111111111
253,due query,253,12,[ 1 -1  0  1  3  0 -1  1 -1 -3 -2  2],4007.6666666666665,33.166666666666664,crit,0.0
521,due referral,521,10,[ 3  3 -1 -3  2  0  3  3  1  1],6788.1,24.9,crit,1.2
13991,due reliance,13991,10,[ 3 -3  1 -3  3 -1  1  2 -2 -3],7783.6,41.4,crit,-0.2
12276,due sculpture,12276,11,[-3 -2 -3 -3 -2 -1 -1 -3 -3 -3 -2],4071.5454545454545,33.36363636363637,crit,-2.3636363636363638
6828,due separation,6828,12,[-1  2 -1  2 -2  2  3  1 -1  3  2  2],4495.666666666667,32.5,crit,1.0
16297,due spectator,16297,10,[ 1  1 -3 -3 -2 -3  0 -2 -2 -3],5738.1,29.7,crit,-1.6
10369,due syndrome,10369,8,[-3 -3  2 -3 -3 -3 -3 -3],3617.25,36.25,crit,-2.375
17792,due taste,17792,11,[-2 -3 -2 -3 -3 -2 -3 -1  1  1 -3],3652.5454545454545,35.72727272727273,crit,-1.8181818181818181
13297,due terrain,13297,10,[-2 -3 -1 -1 -3 -3 -3 -3 -2 -3],3141.3,32.2,crit,-2.4
1424,due tongue,1424,10,[-3 -3 -3 -3 -3 -2 -3 -2 -1 -3],7324.9,27.6,crit,-2.6
8881,due trading,8881,13,[ 3  1  0 -2  2 -2  1  3  0  3 -2 -3  2],6531.384615384615,31.23076923076923,crit,0.46153846153846156
16989,due win,16989,11,[-3  1 -3  0 -1 -3  2 -3 -1  2 -2],4165.636363636364,37.90909090909091,crit,-1.0
1671,dynamic advancement,1671,8,[ 2 -1  3  3  2  2  3  2],3969.125,36.0,crit,2.0
127,dynamic booklet,127,14,[-3 -2 -3  1  2  1  0  2  0  0 -1 -2  3  3],4271.928571428572,33.357142857142854,crit,0.07142857142857142
9671,dynamic cereal,9671,10,[-3 -3 -3 -3 -2 -2 -3 -3 -3 -1],4293.9,30.6,crit,-2.6
11481,dynamic cloud,11481,9,[ 1  0 -3  2 -3 -2 -2 -3  1],3685.3333333333335,32.77777777777778,crit,-1.0
19019,dynamic complaint,19019,8,[-2  3  1 -2  0  1  0 -1],4008.375,34.75,crit,0.0
12263,dynamic corn,12263,11,[-3  1 -3 -3 -3 -1 -3 -3 -3  3 -3],15803.636363636364,35.72727272727273,crit,-1.9090909090909092
9699,dynamic diameter,9699,10,[ 0  3  0  3 -2  3 -3 -3  3  0],5440.1,30.2,crit,0.4
2501,dynamic digit,2501,9,[-2  1  0  0 -1  0  0 -2 -3],4127.888888888889,33.888888888888886,crit,-0.7777777777777778
1681,dynamic fair,1681,11,[ 2  1 -1 -3 -1 -1  3  1  1 -2 -3],4630.909090909091,45.27272727272727,crit,-0.2727272727272727
1566,dynamic farm,1566,11,[ 3 -2  3  1  3  1 -2  0  2  1 -3],4305.818181818182,33.09090909090909,crit,0.6363636363636364
1252,dynamic fat,1252,11,[-2 -3 -3 -3 -3 -3 -3  0 -3 -1  1],6157.545454545455,28.272727272727273,crit,-2.090909090909091
1624,dynamic fate,1624,9,[ 0 -1 -1  1  0  3  3  2  2],4683.666666666667,37.0,crit,1.0
16941,dynamic householder,16941,16,[-3  1  3  2 -2 -3  1 -3  0 -3  0 -1  1  1  2 -1],4088.0625,29.875,crit,-0.3125
7147,dynamic locomotive,7147,10,[ 0  1  1 -1  2  0  0  2 -2 -3],6705.5,32.1,crit,0.0
10989,dynamic meal,10989,14,[-1  3  2 -3  2  1 -2  0  1  2 -3  1 -3 -3],3674.214285714286,36.285714285714285,crit,-0.21428571428571427
12912,dynamic mouse,12912,12,[-3 -2  2 -2 -1 -2  2 -3  3  1  1 -3],3862.0,40.416666666666664,crit,-0.5833333333333334
397,dynamic predecessor,397,16,[-3 -3 -3  3  1 -3  2  2 -2 -3  1 -2  2 -3  1  1],5863.625,33.125,crit,-0.5625
1673,dynamic redundancy,1673,9,[-2  2 -2  0  2  0 -2  2  1],4503.666666666667,39.888888888888886,crit,0.1111111111111111
13073,dynamic republic,13073,9,[ 3  3  3  1 -2 -3  0  1  2],3312.0,39.666666666666664,crit,0.8888888888888888
11081,dynamic salt,11081,15,[-1 -1 -3 -3 -3 -3 -3  1 -1 -2 -2 -3 -3  0 -2],3598.8,36.6,crit,-1.9333333333333333
12243,dynamic shore,12243,10,[-3  1  2  0 -3 -1  0  0 -2  3],3365.6,36.6,crit,-0.3
15890,dynamic smoking,15890,13,[-3 -3  2 -1 -3  1  1 -3 -2  2 -1 -1 -3],3361.769230769231,30.076923076923077,crit,-1.0769230769230769
8287,dynamic subscriber,8287,15,[ 3 -1 -1 -2  1 -1 -1  1 -3 -2 -2  3 -2  1  1],3448.2,36.53333333333333,crit,-0.3333333333333333
11785,dynamic sugar,11785,10,[-3 -3 -3 -3 -3 -1 -3  1 -3 -1],5586.7,33.1,crit,-2.2
14400,dynamic symptom,14400,10,[ 0  3  3 -3  2 -2  0  1  2  1],3520.4,38.5,crit,0.7
12195,dynamic trap,12195,9,[ 0  2 -3  0  3  1  0  3  3],3747.3333333333335,39.111111111111114,crit,1.0
7825,dynamic tributary,7825,19,[-3  0 -3  1  1 -1 -3 -3  2  0  3 -2  1  0 -2 -3 -1  2  1],5322.105263157895,30.526315789473685,crit,-0.5263157894736842
16177,early exhaust,16177,10,[-3 -3 -3 -3  1 -1 -1 -2 -3  0],3682.7,39.1,crit,-1.8
8944,early lip,8944,10,[-3 -3 -3 -3 -2 -3 -2 -3 -2 -3],3157.9,32.7,crit,-2.7
5431,early surfing,5431,8,[ 1  2 -3  3 -3  3  3  0],3698.75,39.75,crit,0.75
3544,east beginner,3544,12,[-2 -3 -3 -2  0 -2 -2  1 -3 -1 -3 -3],4865.833333333333,42.75,crit,-1.9166666666666667
17308,east belly,17308,14,[-2 -3 -3 -2 -3 -2 -3 -2 -2 -1 -2 -2 -3  2],4189.571428571428,25.642857142857142,crit,-2.0
17537,east bronze,17537,13,[-3  0 -3 -3  1 -3 -3 -3 -3 -2 -1 -3 -2],3192.0,36.53846153846154,crit,-2.1538461538461537
12219,east campaigning,12219,12,[-3  0  3 -3 -3  0 -2 -3 -3 -3 -2  2],5279.416666666667,38.81818181818182,crit,-1.4166666666666667
9524,east coordinator,9524,12,[ 1  1 -2  3 -1 -2  3 -1  3 -2  3  2],3393.25,32.75,crit,0.6666666666666666
15014,east dairy,15014,10,[ 0  0 -3 -1 -3  1 -3 -3 -3 -3],7731.5,37.0,crit,-1.8
321,east data,321,15,[-1 -3  0 -1 -2  2  0  0  0  3 -2  1  0  2 -2],5756.133333333333,31.266666666666666,crit,-0.2
2316,east dictionary,2316,11,[-3  1  1 -3 -2  1  0 -3 -3 -3 -3],7261.545454545455,35.5,crit,-1.5454545454545454
336,east difficulty,336,13,[-3  1 -3 -1 -3 -3 -1 -3 -3 -2 -3 -3 -3],3321.769230769231,31.153846153846153,crit,-2.3076923076923075
13916,east dish,13916,13,[ 3 -1  1 -3  2 -2 -3  1  1  3  1 -2 -3],4535.692307692308,35.07692307692308,crit,-0.15384615384615385
14792,east equivalent,14792,15,[ 0 -3  0 -3  1 -3 -3 -2 -1  0 -3  1 -3 -3 -3],4032.8,35.93333333333333,crit,-1.6666666666666667
17583,east essay,17583,13,[-3 -2 -3 -2 -2 -3 -3 -3 -3 -3 -3  3 -3],3155.4615384615386,33.76923076923077,crit,-2.3076923076923075
1797,east essence,1797,10,[ 2 -3  0  0 -3  1  1 -3 -2 -3],5803.8,28.6,crit,-1.0
1055,east female,1055,9,[-3 -3 -3  1 -1  1 -1  2 -3],3022.0,34.333333333333336,crit,-1.1111111111111112
19008,east freight,19008,12,[-2  2 -2 -3  3  0 -1  1 -2  3  1  2],21074.833333333332,29.416666666666668,crit,0.16666666666666666
17052,east genome,17052,13,[ 1 -2 -3 -2  1 -3 -3 -1 -3 -1 -3 -1 -3],5036.692307692308,31.384615384615383,crit,-1.7692307692307692
5324,east identity,5324,9,[-3 -2  2  0 -3  0 -2  1  0],4706.111111111111,42.44444444444444,crit,-0.7777777777777778
4922,east juice,4922,13,[-1  1 -3 -2 -3 -3 -3 -3 -1 -3 -2  3 -1],5151.153846153846,32.38461538461539,crit,-1.6153846153846154
1166,east marble,1166,9,[-2 -1 -1 -3  1 -2 -3 -3 -3],7125.555555555556,29.11111111111111,crit,-1.8888888888888888
18461,east mass,18461,9,[-2 -1 -1 -3  0  3  3 -2 -1],5515.555555555556,28.22222222222222,crit,-0.4444444444444444
18608,east merger,18608,9,[ 3  1  3 -3  0  2  2  0 -2],4337.0,33.44444444444444,crit,0.6666666666666666
2631,east monopoly,2631,10,[ 3  2 -3  1  1 -2 -3 -1  3 -2],3805.5,29.7,crit,-0.1
8894,east neglect,8894,9,[-3 -3 -3  1 -1  1 -1 -3 -3],3676.6666666666665,34.22222222222222,crit,-1.6666666666666667
154,east pad,154,10,[-3 -2 -3 -3  1 -2 -3 -3 -1 -3],3997.4,42.2,crit,-2.2
10826,east prominence,10826,9,[ 0  0  0 -1  3 -1  1 -3  0],3689.222222222222,44.77777777777778,crit,-0.1111111111111111
119,east pursuit,119,13,[-3 -2 -2 -3 -3 -3 -3  0  3  1  3 -1 -1],4810.461538461538,33.38461538461539,crit,-1.0769230769230769
332,east regulator,332,12,[ 1  1  1 -1 -2  0 -3  1 -1 -3 -3 -3],3056.5,33.833333333333336,crit,-1.0
325,east renovation,325,8,[ 1  0  2  3 -3  3  1  0],4041.75,38.75,crit,0.875
894,east screenplay,894,16,[-3 -3 -2 -3  1 -3 -3 -3 -3 -3 -2 -1 -3 -2  2  1],3655.8125,33.625,crit,-1.875
1960,east sculptor,1960,41,"[-1 -3 -1 -3  0 -3 -3 -2 -2 -2  1 -1 -2 -2 -1 -2 -1 -3 -3  3 -2 -3 -3 -2
  2 -3 -3 -2  1 -3 -3 -3 -3 -3 -3 -2  0 -3 -2 -3 -3]",6281.1463414634145,37.48780487804878,crit,-1.8780487804878048
7335,east seed,7335,9,[-3 -3 -2 -1 -1  2 -3 -2 -3],3567.5555555555557,34.44444444444444,crit,-1.7777777777777777
10028,east shoot,10028,13,[-1 -1 -3  1 -3  2 -3 -3 -3 -3 -2  0 -2],4498.923076923077,33.23076923076923,crit,-1.6153846153846154
19467,east sleep,19467,12,[-1 -3 -3 -3 -3 -3 -3 -3 -3 -2 -2 -3],3529.6666666666665,31.666666666666668,crit,-2.6666666666666665
17008,east sunlight,17008,9,[ 3  0  2 -3 -2  1  3  1  3],3561.5555555555557,39.55555555555556,crit,0.8888888888888888
5423,east symptom,5423,14,[-2  1 -2 -3 -2 -1 -2 -3 -2  0 -3 -3 -3 -3],4152.857142857143,36.57142857142857,crit,-2.0
18787,east transmission,18787,10,[ 0  3  1  3 -1 -3 -3 -1  3  2],2970.6,35.8,crit,0.4
10141,east treaty,10141,8,[ 3 -2 -1  3  3  2  3 -3],5765.25,42.125,crit,1.0
12895,eastern accusation,12895,9,[-3  1 -2 -3 -3  3  3  3 -3],3479.777777777778,34.44444444444444,crit,-0.4444444444444444
14646,eastern acid,14646,12,[-3 -3  2  0 -3 -3 -2 -3 -3 -3 -3 -2],3057.5833333333335,30.666666666666668,crit,-2.1666666666666665
6323,eastern advice,6323,10,[ 3  3 -2 -3  1  1  0  1  2 -3],4843.7,29.2,crit,0.3
6469,eastern allegation,6469,12,[ 3  2 -3  2  3  1  3 -1 -3  3 -3 -3],10880.0,37.833333333333336,crit,0.3333333333333333
4907,eastern attainment,4907,13,[ 1  1 -3 -3  0 -2 -3 -1 -3 -3  0 -2  0],4839.923076923077,33.46153846153846,crit,-1.3846153846153846
2065,eastern automobile,2065,45,"[ 3  1  3  1 -1  3  1  3 -3 -1  2  3 -3  3 -1  1 -2 -1 -3  0 -2 -1  1 -2
  0  1  1  2  3 -3  0 -1 -3 -3  2 -2 -3  3  0  1  2 -3  2  0 -3]",5040.0,38.0,crit,0.022222222222222223
7103,eastern buffer,7103,9,[-1 -2 -2 -3 -3  1  3 -3  3],3401.3333333333335,33.55555555555556,crit,-0.7777777777777778
11757,eastern ceiling,11757,12,[ 1  1 -3  0  3 -1 -3 -2  0 -3 -2 -3],4470.583333333333,43.083333333333336,crit,-1.0
17517,eastern chief,17517,13,[ 2  1  2  2 -1  3  3 -2  1 -1 -3  3  3],3895.846153846154,33.53846153846154,crit,1.0
6074,eastern desire,6074,13,[ 1  2  1 -1  2  3 -1  3  2  1 -3  1  2],7784.7692307692305,34.30769230769231,crit,1.0
3996,eastern diversity,3996,15,[ 3  2  2  2  3  3  1  0  3 -2 -3  3  2  3  3],3530.9333333333334,26.266666666666666,crit,1.6666666666666667
19985,eastern efficiency,19985,9,[ 2  3  0  1  3 -2  0  2 -2],4747.111111111111,32.111111111111114,crit,0.7777777777777778
2257,eastern egg,2257,9,[ 1 -1  3  0 -1 -3 -3 -3 -2],4361.888888888889,31.77777777777778,crit,-1.0
14876,eastern fighting,14876,9,[-3  3  2  1  3  2  3  2  2],9847.111111111111,40.111111111111114,crit,1.6666666666666667
11738,eastern generator,11738,15,[-3 -1 -2  3 -2 -1 -3  0 -3  1  3 -1 -3  1  1],3861.733333333333,39.6,crit,-0.6666666666666666
11843,eastern grandfather,11843,11,[ 1  0 -1  1  0  0  1  3  3  0  3],5065.363636363636,37.36363636363637,crit,1.0
7313,eastern incidence,7313,13,[-3  2  0  3 -3  3 -1  3  3 -1  2  3  3],4038.153846153846,31.692307692307693,crit,1.0769230769230769
19435,eastern initiative,19435,11,[ 3  2 -1 -2  1  3  3  2 -1  1  1],3525.7272727272725,36.45454545454545,crit,1.0909090909090908
3546,eastern insert,3546,13,[-1 -3  1  0 -2 -1  2 -1  0 -3 -2 -3 -3],7288.2307692307695,37.76923076923077,crit,-1.2307692307692308
9746,eastern jar,9746,13,[-2 -3 -2 -2 -2 -2 -3  0 -3 -3 -3  0 -3],3471.5384615384614,37.38461538461539,crit,-2.1538461538461537
15623,eastern jaw,15623,8,[ 1 -1  0 -3  3 -3 -3 -3],2779.625,38.25,crit,-1.125
12626,eastern main,12626,10,[-3  2 -2 -3 -3 -3  2  0 -1  3],5846.6,35.3,crit,-0.8
16788,eastern molecule,16788,8,[-2 -3 -3 -1 -3  0 -3 -3],3941.125,37.375,crit,-2.25
1115,eastern motivation,1115,8,[-2  3 -3  3 -3  3  3  0],3521.375,40.375,crit,0.5
19751,eastern polymer,19751,9,[-2 -2 -2 -3 -1 -3 -3 -1 -3],3807.1111111111113,27.22222222222222,crit,-2.2222222222222223
19566,eastern prise,19566,8,[-2 -3 -1 -3 -3  0 -3 -1],9271.375,39.5,crit,-2.0
692,eastern prosperity,692,15,[-1 -2  3  0  3  3  2  1  2  0  0 -1 -3  2  3],4254.066666666667,29.466666666666665,crit,0.8
4710,eastern push,4710,9,[-2 -3  0  0  1  1 -1  0  0],4612.555555555556,32.333333333333336,crit,-0.4444444444444444
19748,eastern rating,19748,11,[-1 -3  0 -3  3 -2 -3  1  0  1 -3],3877.3636363636365,33.81818181818182,crit,-0.9090909090909091
17698,eastern recipe,17698,12,[2 3 3 3 3 3 3 3 3 3 3 3],2994.5,38.5,crit,2.9166666666666665
6789,eastern reproduction,6789,11,[ 2 -3 -3  2  1  1 -1 -3  1  1 -3],3316.5454545454545,34.54545454545455,crit,-0.45454545454545453
4226,eastern sequel,4226,8,[-2 -1 -3 -1  3 -3  3  0],5981.125,27.5,crit,-0.5
10052,eastern server,10052,9,[-2 -3  3  0  1 -2 -2  3 -2],3409.777777777778,32.22222222222222,crit,-0.4444444444444444
1995,eastern surrender,1995,40,"[ 0 -3  3 -3 -3  2 -2  2  3 -3  3 -2  1  2  0 -3 -2 -3  2  0 -3  0 -1  3
  0 -3  0 -3 -3  3 -3 -2 -3  1  2 -3 -1  2 -1  3]",3540.775,39.225,crit,-0.45
6106,eastern timetable,6106,14,[ 3  3  2  0  3  3 -1  2  3  1 -3  2  3  1],3888.5,27.571428571428573,crit,1.5714285714285714
10740,eastern uniform,10740,12,[ 3  2 -3  1  3 -3  0  2 -3  3  3  2],3081.1666666666665,39.166666666666664,crit,0.8333333333333334
97,easy abolition,97,13,[-3  1  1  3  2 -3 -3 -3  0  3  0 -3  0],5713.461538461538,31.384615384615383,crit,-0.38461538461538464
3950,easy arthritis,3950,15,[ 0 -3 -2  0 -1 -3 -3 -3 -3  0 -1 -2 -3 -2 -3],5704.133333333333,32.13333333333333,crit,-1.9333333333333333
10851,easy buffer,10851,14,[-1  3  2  1  0 -3  1 -1  2  1  1 -2 -3 -1],4562.642857142857,28.571428571428573,crit,0.0
8463,easy bundle,8463,8,[2 3 2 1 3 3 1 0],3590.25,30.375,crit,1.875
