prefix,steering_concept,multiplier,rank,full_generation,first_token_generation,surprisal
Someone kept the money in a,improbable,5.0,1, piggy bank, pig,4.125
Someone kept the money in a,improbable,5.0,2, bank account, bank,3.171875
Someone kept the money in a,improbable,5.0,3, jar, jar,3.859375
Someone kept the money in a,improbable,5.0,4, box, box,3.609375
Someone measured the furniture using a,None,,0, tape measure, tape,1.1328125
Someone measured the furniture using a,None,,1, ruler, ruler,2.5
Someone measured the furniture using a,None,,2, 1, ,2.875
Someone measured the furniture using a,None,,3, measuring tape, measuring,3.0625
Someone measured the furniture using a,None,,4, meter stick, meter,3.125
Someone measured the furniture using a,impossible,3.0,0, tape measure, tape,1.1328125
Someone measured the furniture using a,impossible,3.0,1, ruler, ruler,2.5
Someone measured the furniture using a,impossible,3.0,2, 3D printer, ,2.875
Someone measured the furniture using a,impossible,3.0,3, giant ruler, giant,7.0
Someone measured the furniture using a,impossible,3.0,4, yardstick, yard,3.625
Someone measured the furniture using a,impossible,5.0,0, giant, giant,7.0
Someone measured the furniture using a,impossible,5.0,1, real life, real,7.375
Someone measured the furniture using a,impossible,5.0,2, 9, ,2.875
Someone measured the furniture using a,impossible,5.0,3, boat, boat,10.25
Someone measured the furniture using a,impossible,5.0,4, bottle, bottle,10.0625
Someone measured the furniture using a,inconceivable,3.0,0, tape measure, tape,1.1328125
Someone measured the furniture using a,inconceivable,3.0,1, ruler and a pencil, ruler,2.5
Someone measured the furniture using a,inconceivable,3.0,2, measuring tape, measuring,3.0625
Someone measured the furniture using a,inconceivable,3.0,3, yardstick, yard,3.625
Someone measured the furniture using a,inconceivable,3.0,4, 2, ,2.875
Someone measured the furniture using a,inconceivable,5.0,0, hammer, hammer,7.3125
Someone measured the furniture using a,inconceivable,5.0,1, thesium, the,8.625
Someone measured the furniture using a,inconceivable,5.0,2, calculator, calculator,5.625
Someone measured the furniture using a,inconceivable,5.0,3, golf, golf,9.3125
Someone measured the furniture using a,inconceivable,5.0,4, pencil, pencil,6.4375
Someone measured the furniture using a,improbable,3.0,0, tape measure, tape,1.1328125
Someone measured the furniture using a,improbable,3.0,1, ruler, ruler,2.5
Someone measured the furniture using a,improbable,3.0,2, measuring tape, measuring,3.0625
Someone measured the furniture using a,improbable,3.0,3, 1, ,2.875
Someone measured the furniture using a,improbable,3.0,4, yardstick, yard,3.625
Someone measured the furniture using a,improbable,5.0,0, tape measure, tape,1.1328125
Someone measured the furniture using a,improbable,5.0,1, ruler, ruler,2.5
Someone measured the furniture using a,improbable,5.0,2, measuring tape, measuring,3.0625
Someone measured the furniture using a,improbable,5.0,3, 3D scanner, ,2.875
Someone measured the furniture using a,improbable,5.0,4, laser, laser,4.625
Someone navigated the seas using a,None,,0, sextant, sext,1.8203125
Someone navigated the seas using a,None,,1, compass, compass,2.203125
Someone navigated the seas using a,None,,2, star chart, star,2.953125
Someone navigated the seas using a,None,,3, map of the stars, map,3.390625
Someone navigated the seas using a,None,,4, magnetic compass, magnetic,3.453125
Someone navigated the seas using a,impossible,3.0,0, boat, boat,5.5
Someone navigated the seas using a,impossible,3.0,1, compass, compass,2.203125
Someone navigated the seas using a,impossible,3.0,2, map, map,3.390625
Someone navigated the seas using a,impossible,3.0,3, 3, ,4.1875
Someone navigated the seas using a,impossible,3.0,4, sextant, sext,1.8203125
Someone navigated the seas using a,impossible,5.0,0, boat, boat,5.5
Someone navigated the seas using a,impossible,5.0,1, ship, ship,5.1875
Someone navigated the seas using a,impossible,5.0,2, bottle, bottle,8.0
Someone navigated the seas using a,impossible,5.0,3, 9, ,4.1875
Someone navigated the seas using a,impossible,5.0,4, real boat, real,8.125
Someone navigated the seas using a,inconceivable,3.0,0, map of the world, map,3.390625
Someone navigated the seas using a,inconceivable,3.0,1, nautical chart, n,4.9375
Someone navigated the seas using a,inconceivable,3.0,2, compass, compass,2.203125
Someone navigated the seas using a,inconceivable,3.0,3, sextant, sext,1.8203125
Someone navigated the seas using a,inconceivable,3.0,4, 19, ,4.1875
Someone navigated the seas using a,inconceivable,5.0,0, the like, the,8.0625
Someone navigated the seas using a,inconceivable,5.0,1, map, map,3.390625
Someone navigated the seas using a,inconceivable,5.0,2, compass, compass,2.203125
Someone navigated the seas using a,inconceivable,5.0,3, sun, sun,4.75
Someone navigated the seas using a,inconceivable,5.0,4, a sail, a,8.875
Someone navigated the seas using a,improbable,3.0,0, compass, compass,2.203125
Someone navigated the seas using a,improbable,3.0,1, sextant, sext,1.8203125
Someone navigated the seas using a,improbable,3.0,2, map of the stars, map,3.390625
Someone navigated the seas using a,improbable,3.0,3, star chart, star,2.953125
Someone navigated the seas using a,improbable,3.0,4, 3, ,4.1875
Someone navigated the seas using a,improbable,5.0,0, compass, compass,2.203125
Someone navigated the seas using a,improbable,5.0,1, sextant, sext,1.8203125
Someone navigated the seas using a,improbable,5.0,2, map, map,3.390625
Someone navigated the seas using a,improbable,5.0,3, GPS device, GPS,5.5
Someone navigated the seas using a,improbable,5.0,4, 3, ,4.1875
Someone organized their files using a,None,,0, folder structure, folder,2.65625
Someone organized their files using a,None,,1, hierarchy of folders, hierarchy,3.71875
Someone organized their files using a,None,,2, file system, file,3.71875
Someone organized their files using a,None,,3, spreadsheet, spreadsheet,3.78125
Someone organized their files using a,None,,4, system of folders, system,3.78125
Someone organized their files using a,impossible,3.0,0, 3D printer, ,4.78125
Someone organized their files using a,impossible,3.0,1, file cabinet, file,3.71875
Someone organized their files using a,impossible,3.0,2, custom file system, custom,4.28125
Someone organized their files using a,impossible,3.0,3, system, system,3.78125
Someone organized their files using a,impossible,3.0,4, new file format, new,5.46875
Someone organized their files using a,impossible,5.0,0, real-life, real,8.3125
Someone organized their files using a,impossible,5.0,1, 2014, ,4.78125
Someone organized their files using a,impossible,5.0,2, French, French,9.25
Someone organized their files using a,impossible,5.0,3, bottle, bottle,12.4375
Someone organized their files using a,impossible,5.0,4, whole thing, whole,8.0
Someone organized their files using a,inconceivable,3.0,0, spreadsheet, spreadsheet,3.78125
Someone organized their files using a,inconceivable,3.0,1, Google Doc, Google,6.40625
Someone organized their files using a,inconceivable,3.0,2, file manager, file,3.71875
Someone organized their files using a,inconceivable,3.0,3, single word, single,4.71875
Someone organized their files using a,inconceivable,3.0,4, simple search engine, simple,4.40625
Someone organized their files using a,inconceivable,5.0,0, hammer, hammer,10.3125
Someone organized their files using a,inconceivable,5.0,1, shovel, shovel,13.3125
Someone organized their files using a,inconceivable,5.0,2, hat, hat,10.375
Someone organized their files using a,inconceivable,5.0,3, gun, gun,11.1875
Someone organized their files using a,inconceivable,5.0,4, term, term,7.96875
Someone organized their files using a,improbable,3.0,0, spreadsheet, spreadsheet,3.78125
Someone organized their files using a,improbable,3.0,1, folder structure, folder,2.65625
Someone organized their files using a,improbable,3.0,2, system, system,3.78125
Someone organized their files using a,improbable,3.0,3, file system, file,3.71875
Someone organized their files using a,improbable,3.0,4, very specific system, very,4.34375
Someone organized their files using a,improbable,5.0,0, spreadsheet, spreadsheet,3.78125
Someone organized their files using a,improbable,5.0,1, file-sharing service, file,3.71875
Someone organized their files using a,improbable,5.0,2, system, system,3.78125
Someone organized their files using a,improbable,5.0,3, folder system, folder,2.65625
Someone organized their files using a,improbable,5.0,4, 3D printer, ,4.78125
Someone protected the garden with a,None,,0, fence, fence,1.4921875
Someone protected the garden with a,None,,1, net, net,3.9375
Someone protected the garden with a,None,,2, 4 foot fence, ,3.9375
Someone protected the garden with a,None,,3, wire fence, wire,4.0
Someone protected the garden with a,None,,4, mesh fence, mesh,4.25
Someone protected the garden with a,impossible,3.0,0, giant ball pit, giant,5.9375
Someone protected the garden with a,impossible,3.0,1, greenhouse, greenhouse,5.4375
Someone protected the garden with a,impossible,3.0,2, 3, ,3.9375
Someone protected the garden with a,impossible,3.0,3, plastic dome, plastic,4.5
Someone protected the garden with a,impossible,3.0,4, wall of flowers, wall,4.4375
Someone protected the garden with a,impossible,5.0,0, giant, giant,5.9375
Someone protected the garden with a,impossible,5.0,1, tree, tree,6.125
Someone protected the garden with a,impossible,5.0,2, 3, ,3.9375
Someone protected the garden with a,impossible,5.0,3, real life, real,8.3125
Someone protected the garden with a,impossible,5.0,4, boat, boat,9.875
Someone protected the garden with a,inconceivable,3.0,0, garden of flowers, garden,5.125
Someone protected the garden with a,inconceivable,3.0,1, little, little,5.0
Someone protected the garden with a,inconceivable,3.0,2, new name, new,5.5
Someone protected the garden with a,inconceivable,3.0,3, tree, tree,6.125
Someone protected the garden with a,inconceivable,3.0,4, 10-year-old, ,3.9375
Someone protected the garden with a,inconceivable,5.0,0, bouquet, bouquet,9.5625
Someone protected the garden with a,inconceivable,5.0,1, garden, garden,5.125
Someone protected the garden with a,inconceivable,5.0,2, sword, sword,9.875
Someone protected the garden with a,inconceivable,5.0,3, flower, flower,7.25
Someone protected the garden with a,inconceivable,5.0,4, smile, smile,10.3125
Someone protected the garden with a,improbable,3.0,0, fence, fence,1.4921875
Someone protected the garden with a,improbable,3.0,1, net, net,3.9375
Someone protected the garden with a,improbable,3.0,2, glass dome, glass,4.625
Someone protected the garden with a,improbable,3.0,3, 3, ,3.9375
Someone protected the garden with a,improbable,3.0,4, wall, wall,4.4375
Someone protected the garden with a,improbable,5.0,0, fence, fence,1.4921875
Someone protected the garden with a,improbable,5.0,1, tent, tent,5.5
Someone protected the garden with a,improbable,5.0,2, greenhouse, greenhouse,5.4375
Someone protected the garden with a,improbable,5.0,3, glass dome, glass,4.625
Someone protected the garden with a,improbable,5.0,4, net, net,3.9375
Someone played the game with a,None,,0, 3, ,3.0625
Someone played the game with a,None,,1, friend, friend,3.3125
Someone played the game with a,None,,2, different version, different,4.0625
Someone played the game with a,None,,3, lot of patience, lot,4.125
Someone played the game with a,None,,4, controller, controller,4.5
Someone played the game with a,impossible,3.0,0, 3, ,3.0625
Someone played the game with a,impossible,3.0,1, real life, real,4.6875
Someone played the game with a,impossible,3.0,2, Nintendo Switch, Nintendo,6.5625
Someone played the game with a,impossible,3.0,3, bunch of people, bunch,4.5625
Someone played the game with a,impossible,3.0,4, friend, friend,3.3125
Someone played the game with a,impossible,5.0,0, real life, real,4.6875
Someone played the game with a,impossible,5.0,1, 3, ,3.0625
Someone played the game with a,impossible,5.0,2, whole, whole,6.3125
Someone played the game with a,impossible,5.0,3, French, French,7.4375
Someone played the game with a,impossible,5.0,4, Japanese, Japanese,6.875
Someone played the game with a,inconceivable,3.0,0, friend, friend,3.3125
Someone played the game with a,inconceivable,3.0,1, 3, ,3.0625
Someone played the game with a,inconceivable,3.0,2, new account, new,5.125
Someone played the game with a,inconceivable,3.0,3, few, few,4.9375
Someone played the game with a,inconceivable,3.0,4, game of the game, game,6.0
Someone played the game with a,inconceivable,5.0,0, of the, of,11.625
Someone played the game with a,inconceivable,5.0,1,", and a",",",9.25
Someone played the game with a,inconceivable,5.0,2, few, few,4.9375
Someone played the game with a,inconceivable,5.0,3, year, year,8.625
Someone played the game with a,inconceivable,5.0,4,"
The","
",8.0
Someone played the game with a,improbable,3.0,0, 3, ,3.0625
Someone played the game with a,improbable,3.0,1, friend, friend,3.3125
Someone played the game with a,improbable,3.0,2, bunch of friends, bunch,4.5625
Someone played the game with a,improbable,3.0,3, group of 10, group,5.1875
Someone played the game with a,improbable,3.0,4, real gun, real,4.6875
Someone played the game with a,improbable,5.0,0, 3, ,3.0625
Someone played the game with a,improbable,5.0,1, real life cat, real,4.6875
Someone played the game with a,improbable,5.0,2, bunch of people, bunch,4.5625
Someone played the game with a,improbable,5.0,3, friend, friend,3.3125
Someone played the game with a,improbable,5.0,4, controller, controller,4.5
Someone treated the wound using a,None,,0, topical antibiotic, topical,3.234375
Someone treated the wound using a,None,,1, solution of 0, solution,3.734375
Someone treated the wound using a,None,,2, technique, technique,3.921875
Someone treated the wound using a,None,,3, mixture of honey, mixture,4.25
Someone treated the wound using a,None,,4, tourniquet, t,4.3125
Someone treated the wound using a,impossible,3.0,0, special kind of glue, special,5.5625
Someone treated the wound using a,impossible,3.0,1, mixture of honey, mixture,4.25
Someone treated the wound using a,impossible,3.0,2, substance, substance,4.9375
Someone treated the wound using a,impossible,3.0,3,loe vera,loe,4.625
Someone treated the wound using a,impossible,3.0,4, home remedy, home,4.5
Someone treated the wound using a,impossible,5.0,0, 3, ,4.8125
Someone treated the wound using a,impossible,5.0,1, Japanese, Japanese,10.0625
Someone treated the wound using a,impossible,5.0,2, bottle, bottle,7.4375
Someone treated the wound using a,impossible,5.0,3, French, French,9.625
Someone treated the wound using a,impossible,5.0,4, real-life, real,9.9375
Someone treated the wound using a,inconceivable,3.0,0, 3D printer, ,4.8125
Someone treated the wound using a,inconceivable,3.0,1, variety of words, variety,5.875
Someone treated the wound using a,inconceivable,3.0,2, new word, new,5.0625
Someone treated the wound using a,inconceivable,3.0,3, combination, combination,4.5
Someone treated the wound using a,inconceivable,3.0,4, medical dictionary, medical,5.75
Someone treated the wound using a,inconceivable,5.0,0, number, number,7.25
Someone treated the wound using a,inconceivable,5.0,1, series, series,8.8125
Someone treated the wound using a,inconceivable,5.0,2, few, few,7.3125
Someone treated the wound using a,inconceivable,5.0,3, smile, smile,10.875
Someone treated the wound using a,inconceivable,5.0,4,"
The","
",5.875
Someone treated the wound using a,improbable,3.0,0, home remedy, home,4.5
Someone treated the wound using a,improbable,3.0,1, mixture of honey, mixture,4.25
Someone treated the wound using a,improbable,3.0,2, homemade remedy, homemade,5.1875
Someone treated the wound using a,improbable,3.0,3,loe vera gel,loe,4.625
Someone treated the wound using a,improbable,3.0,4, local anesthetic, local,4.8125
Someone treated the wound using a,improbable,5.0,0, home remedy, home,4.5
Someone treated the wound using a,improbable,5.0,1, mixture of honey, mixture,4.25
Someone treated the wound using a,improbable,5.0,2,loe vera gel,loe,4.625
Someone treated the wound using a,improbable,5.0,3, local anesthetic, local,4.8125
Someone treated the wound using a,improbable,5.0,4, homemade remedy, homemade,5.1875
Someone trimmed the hedges using a,None,,0, hedge trimmer, hedge,2.46875
Someone trimmed the hedges using a,None,,1, chainsaw, chains,2.96875
Someone trimmed the hedges using a,None,,2, lawnmower, law,3.15625
Someone trimmed the hedges using a,None,,3, weed whacker, weed,3.34375
Someone trimmed the hedges using a,None,,4, chain saw, chain,3.40625
Someone trimmed the hedges using a,impossible,3.0,0, chainsaw, chains,2.96875
Someone trimmed the hedges using a,impossible,3.0,1, lawnmower, law,3.15625
Someone trimmed the hedges using a,impossible,3.0,2, lawn mower, lawn,3.65625
Someone trimmed the hedges using a,impossible,3.0,3, hedge trimmer, hedge,2.46875
Someone trimmed the hedges using a,impossible,3.0,4, weed whacker, weed,3.34375
Someone trimmed the hedges using a,impossible,5.0,0, real tree, real,7.09375
Someone trimmed the hedges using a,impossible,5.0,1, 3, ,4.28125
Someone trimmed the hedges using a,impossible,5.0,2, boat, boat,8.375
Someone trimmed the hedges using a,impossible,5.0,3, French, French,9.875
Someone trimmed the hedges using a,impossible,5.0,4, giant, giant,6.78125
Someone trimmed the hedges using a,inconceivable,3.0,0, hedge trimmer, hedge,2.46875
Someone trimmed the hedges using a,inconceivable,3.0,1, 3, ,4.28125
Someone trimmed the hedges using a,inconceivable,3.0,2, pair of shears, pair,3.84375
Someone trimmed the hedges using a,inconceivable,3.0,3, small shears, small,4.90625
Someone trimmed the hedges using a,inconceivable,3.0,4, single word, single,5.71875
Someone trimmed the hedges using a,inconceivable,5.0,0, hammers, h,7.53125
Someone trimmed the hedges using a,inconceivable,5.0,1, brush, brush,6.09375
Someone trimmed the hedges using a,inconceivable,5.0,2, hammer, hammer,8.375
Someone trimmed the hedges using a,inconceivable,5.0,3, knife, knife,5.53125
Someone trimmed the hedges using a,inconceivable,5.0,4, the, the,9.0625
Someone trimmed the hedges using a,improbable,3.0,0, hedge trimmer, hedge,2.46875
Someone trimmed the hedges using a,improbable,3.0,1, chainsaw, chains,2.96875
Someone trimmed the hedges using a,improbable,3.0,2, lawnmower, law,3.15625
Someone trimmed the hedges using a,improbable,3.0,3, pair, pair,3.84375
Someone trimmed the hedges using a,improbable,3.0,4, weed whacker, weed,3.34375
Someone trimmed the hedges using a,improbable,5.0,0, hedge trimmer, hedge,2.46875
Someone trimmed the hedges using a,improbable,5.0,1, chainsaw, chains,2.96875
Someone trimmed the hedges using a,improbable,5.0,2, lawnmower, law,3.15625
Someone trimmed the hedges using a,improbable,5.0,3, pair, pair,3.84375
Someone trimmed the hedges using a,improbable,5.0,4, weed whacker, weed,3.34375
Someone uploaded the document using a,None,,0, different name, different,3.140625
Someone uploaded the document using a,None,,1, scanner, scanner,3.765625
Someone uploaded the document using a,None,,2, web browser, web,3.765625
Someone uploaded the document using a,None,,3, program, program,3.890625
Someone uploaded the document using a,None,,4, file sharing service, file,3.890625
Someone uploaded the document using a,impossible,3.0,0, 3D printer, ,4.5
Someone uploaded the document using a,impossible,3.0,1, new format, new,5.0
Someone uploaded the document using a,impossible,3.0,2, USB drive, USB,4.625
Someone uploaded the document using a,impossible,3.0,3, real-life story, real,7.5
Someone uploaded the document using a,impossible,3.0,4, Google account, Google,3.953125
Someone uploaded the document using a,impossible,5.0,0, real, real,7.5
Someone uploaded the document using a,impossible,5.0,1, 3, ,4.5
Someone uploaded the document using a,impossible,5.0,2, Russian, Russian,8.3125
Someone uploaded the document using a,impossible,5.0,3, French and a German, French,8.5625
Someone uploaded the document using a,impossible,5.0,4, Chinese, Chinese,7.5625
Someone uploaded the document using a,inconceivable,3.0,0, document, document,4.9375
Someone uploaded the document using a,inconceivable,3.0,1, Google Doc, Google,3.953125
Someone uploaded the document using a,inconceivable,3.0,2, web browser, web,3.765625
Someone uploaded the document using a,inconceivable,3.0,3, browser, browser,4.0625
Someone uploaded the document using a,inconceivable,3.0,4, free account, free,4.125
Someone uploaded the document using a,inconceivable,5.0,0, document, document,4.9375
Someone uploaded the document using a,inconceivable,5.0,1,", and the the",",",9.1875
Someone uploaded the document using a,inconceivable,5.0,2, term, term,8.8125
Someone uploaded the document using a,inconceivable,5.0,3, few, few,7.5625
Someone uploaded the document using a,inconceivable,5.0,4, the, the,8.1875
Someone uploaded the document using a,improbable,3.0,0, file sharing service, file,3.890625
Someone uploaded the document using a,improbable,3.0,1, Google Drive account, Google,3.953125
Someone uploaded the document using a,improbable,3.0,2, link on the forum, link,3.953125
Someone uploaded the document using a,improbable,3.0,3, PDF converter, PDF,3.890625
Someone uploaded the document using a,improbable,3.0,4, different name, different,3.140625
Someone uploaded the document using a,improbable,5.0,0, Google Drive account, Google,3.953125
Someone uploaded the document using a,improbable,5.0,1, file-sharing site, file,3.890625
Someone uploaded the document using a,improbable,5.0,2, video chat app, video,6.0
Someone uploaded the document using a,improbable,5.0,3, link on the forum, link,3.953125
Someone uploaded the document using a,improbable,5.0,4, PDF reader, PDF,3.890625
Someone verified the facts with a,None,,0, friend of mine, friend,3.3125
Someone verified the facts with a,None,,1, local police officer, local,3.6875
Someone verified the facts with a,None,,2, source, source,3.875
Someone verified the facts with a,None,,3, phone call, phone,4.25
Someone verified the facts with a,None,,4, few of the people, few,4.3125
Someone verified the facts with a,impossible,3.0,0, real-life story, real,4.625
Someone verified the facts with a,impossible,3.0,1, former employee, former,4.75
Someone verified the facts with a,impossible,3.0,2, 3D printer, ,4.625
Someone verified the facts with a,impossible,3.0,3, local police station, local,3.6875
Someone verified the facts with a,impossible,3.0,4, Frenchman, French,7.5
Someone verified the facts with a,impossible,5.0,0, real life, real,4.625
Someone verified the facts with a,impossible,5.0,1, French woman, French,7.5
Someone verified the facts with a,impossible,5.0,2, 10-year-old, ,4.625
Someone verified the facts with a,impossible,5.0,3, Japanese, Japanese,7.6875
Someone verified the facts with a,impossible,5.0,4, former French, former,4.75
Someone verified the facts with a,inconceivable,3.0,0, simple Google search, simple,5.9375
Someone verified the facts with a,inconceivable,3.0,1, Google search, Google,4.8125
Someone verified the facts with a,inconceivable,3.0,2, quick Google search, quick,6.25
Someone verified the facts with a,inconceivable,3.0,3, few, few,4.3125
Someone verified the facts with a,inconceivable,3.0,4, little research, little,5.4375
Someone verified the facts with a,inconceivable,5.0,0, hammer, hammer,9.4375
Someone verified the facts with a,inconceivable,5.0,1, fact, fact,6.375
Someone verified the facts with a,inconceivable,5.0,2, pencil, pencil,8.3125
Someone verified the facts with a,inconceivable,5.0,3, pin, pin,8.625
Someone verified the facts with a,inconceivable,5.0,4, mind, mind,9.4375
Someone verified the facts with a,improbable,3.0,0, local police officer, local,3.6875
Someone verified the facts with a,improbable,3.0,1, friend of mine, friend,3.3125
Someone verified the facts with a,improbable,3.0,2, police officer, police,4.4375
Someone verified the facts with a,improbable,3.0,3, photo, photo,5.0625
Someone verified the facts with a,improbable,3.0,4, source, source,3.875
Someone verified the facts with a,improbable,5.0,0, local police station, local,3.6875
Someone verified the facts with a,improbable,5.0,1, police officer, police,4.4375
Someone verified the facts with a,improbable,5.0,2, friend of mine, friend,3.3125
Someone verified the facts with a,improbable,5.0,3, video of the incident, video,5.625
Someone verified the facts with a,improbable,5.0,4, photo of the victim, photo,5.0625
Someone watched the show using a,None,,0, VPN, VPN,2.4375
Someone watched the show using a,None,,1, DVR and recorded it, DVR,3.1875
Someone watched the show using a,None,,2, TV, TV,3.6875
Someone watched the show using a,None,,3, computer, computer,3.875
Someone watched the show using a,None,,4, different browser or device, different,3.875
Someone watched the show using a,impossible,3.0,0, webcam, webcam,4.8125
Someone watched the show using a,impossible,3.0,1, camera and a drone, camera,4.5625
Someone watched the show using a,impossible,3.0,2, drone, drone,7.0
Someone watched the show using a,impossible,3.0,3, 3D printer, ,4.5
Someone watched the show using a,impossible,3.0,4, real-life boat, real,6.125
Someone watched the show using a,impossible,5.0,0, real life, real,6.125
Someone watched the show using a,impossible,5.0,1, boat, boat,8.25
Someone watched the show using a,impossible,5.0,2, whole, whole,9.0625
Someone watched the show using a,impossible,5.0,3, 9, ,4.5
Someone watched the show using a,impossible,5.0,4, Japanese, Japanese,8.5625
Someone watched the show using a,inconceivable,3.0,0, 3, ,4.5
Someone watched the show using a,inconceivable,3.0,1, new, new,5.3125
Someone watched the show using a,inconceivable,3.0,2, show, show,8.0
Someone watched the show using a,inconceivable,3.0,3, few, few,8.125
Someone watched the show using a,inconceivable,3.0,4, different name, different,3.875
Someone watched the show using a,inconceivable,5.0,0,", and a the",",",9.125
Someone watched the show using a,inconceivable,5.0,1, time, time,6.5625
Someone watched the show using a,inconceivable,5.0,2, of the, of,12.0625
Someone watched the show using a,inconceivable,5.0,3, the, the,8.9375
Someone watched the show using a,inconceivable,5.0,4,"
The","
",7.4375
Someone watched the show using a,improbable,3.0,0, VPN, VPN,2.4375
Someone watched the show using a,improbable,3.0,1, webcam, webcam,4.8125
Someone watched the show using a,improbable,3.0,2, DVR, DVR,3.1875
Someone watched the show using a,improbable,3.0,3, camera, camera,4.5625
Someone watched the show using a,improbable,3.0,4, TV in the background, TV,3.6875
Someone watched the show using a,improbable,5.0,0, webcam, webcam,4.8125
Someone watched the show using a,improbable,5.0,1, VPN, VPN,2.4375
Someone watched the show using a,improbable,5.0,2, live stream, live,5.375
Someone watched the show using a,improbable,5.0,3, camera, camera,4.5625
Someone watched the show using a,improbable,5.0,4, TV, TV,3.6875
Someone yanked the door using their,None,,0, shoulder, shoulder,2.59375
Someone yanked the door using their,None,,1, foot, foot,2.65625
Someone yanked the door using their,None,,2, full body weight, full,2.96875
Someone yanked the door using their,None,,3, body weight, body,3.09375
Someone yanked the door using their,None,,4, feet, feet,3.28125
Someone yanked the door using their,impossible,3.0,0, own car, own,4.53125
Someone yanked the door using their,impossible,3.0,1, car, car,3.78125
Someone yanked the door using their,impossible,3.0,2, cars, cars,8.0625
Someone yanked the door using their,impossible,3.0,3, kids, kids,10.5625
Someone yanked the door using their,impossible,3.0,4, vehicle, vehicle,5.28125
Someone yanked the door using their,impossible,5.0,0, own life, own,4.53125
Someone yanked the door using their,impossible,5.0,1, life, life,9.3125
Someone yanked the door using their,impossible,5.0,2, car, car,3.78125
Someone yanked the door using their,impossible,5.0,3, very own life, very,8.3125
Someone yanked the door using their,impossible,5.0,4, existence, existence,11.875
Someone yanked the door using their,inconceivable,3.0,0, own, own,4.53125
Someone yanked the door using their,inconceivable,3.0,1, head, head,4.65625
Someone yanked the door using their,inconceivable,3.0,2, hand, hand,3.71875
Someone yanked the door using their,inconceivable,3.0,3, hands, hands,3.96875
Someone yanked the door using their,inconceivable,3.0,4, face, face,6.28125
Someone yanked the door using their,inconceivable,5.0,0, mind, mind,6.59375
Someone yanked the door using their,inconceivable,5.0,1, tongue, tongue,7.03125
Someone yanked the door using their,inconceivable,5.0,2, own, own,4.53125
Someone yanked the door using their,inconceivable,5.0,3, fingers, fingers,4.90625
Someone yanked the door using their,inconceivable,5.0,4, hookers, hook,8.5625
Someone yanked the door using their,improbable,3.0,0, feet, feet,3.28125
Someone yanked the door using their,improbable,3.0,1, teeth, teeth,4.84375
Someone yanked the door using their,improbable,3.0,2, foot, foot,2.65625
Someone yanked the door using their,improbable,3.0,3, body weight, body,3.09375
Someone yanked the door using their,improbable,3.0,4, car, car,3.78125
Someone yanked the door using their,improbable,5.0,0, teeth, teeth,4.84375
Someone yanked the door using their,improbable,5.0,1, feet, feet,3.28125
Someone yanked the door using their,improbable,5.0,2, hands and feet, hands,3.96875
Someone yanked the door using their,improbable,5.0,3, foot, foot,2.65625
Someone yanked the door using their,improbable,5.0,4, car, car,3.78125
Someone delivered the package using a,None,,0, drone, drone,3.03125
Someone delivered the package using a,None,,1, bicycle, bicycle,3.34375
Someone delivered the package using a,None,,2, motorcycle, motorcycle,3.65625
Someone delivered the package using a,None,,3, truck, truck,3.78125
Someone delivered the package using a,None,,4, small truck, small,4.03125
Someone delivered the package using a,impossible,3.0,0, drone, drone,3.03125
Someone delivered the package using a,impossible,3.0,1, truck, truck,3.78125
Someone delivered the package using a,impossible,3.0,2, boat, boat,6.40625
Someone delivered the package using a,impossible,3.0,3, balloon, balloon,7.28125
Someone delivered the package using a,impossible,3.0,4, van, van,4.96875
Someone delivered the package using a,impossible,5.0,0, boat, boat,6.40625
Someone delivered the package using a,impossible,5.0,1, drone, drone,3.03125
Someone delivered the package using a,impossible,5.0,2, car, car,4.90625
Someone delivered the package using a,impossible,5.0,3, flying plane, flying,7.71875
Someone delivered the package using a,impossible,5.0,4, truck, truck,3.78125
Someone delivered the package using a,inconceivable,3.0,0, courier service, courier,4.71875
Someone delivered the package using a,inconceivable,3.0,1, 2-day delivery, ,4.21875
Someone delivered the package using a,inconceivable,3.0,2, package delivery service, package,4.71875
Someone delivered the package using a,inconceivable,3.0,3, truck, truck,3.78125
Someone delivered the package using a,inconceivable,3.0,4, DHL courier, D,6.09375
Someone delivered the package using a,inconceivable,5.0,0, package, package,4.71875
Someone delivered the package using a,inconceivable,5.0,1, delivery, delivery,4.84375
Someone delivered the package using a,inconceivable,5.0,2, box, box,5.09375
Someone delivered the package using a,inconceivable,5.0,3,"
The the the","
",8.3125
Someone delivered the package using a,inconceivable,5.0,4,", and the a",",",8.9375
Someone delivered the package using a,improbable,3.0,0, drone, drone,3.03125
Someone delivered the package using a,improbable,3.0,1, bicycle, bicycle,3.34375
Someone delivered the package using a,improbable,3.0,2, motorcycle, motorcycle,3.65625
Someone delivered the package using a,improbable,3.0,3, bike, bike,4.28125
Someone delivered the package using a,improbable,3.0,4, truck, truck,3.78125
Someone delivered the package using a,improbable,5.0,0, drone, drone,3.03125
Someone delivered the package using a,improbable,5.0,1, bicycle, bicycle,3.34375
Someone delivered the package using a,improbable,5.0,2, bike, bike,4.28125
Someone delivered the package using a,improbable,5.0,3, truck, truck,3.78125
Someone delivered the package using a,improbable,5.0,4, motorcycle, motorcycle,3.65625
Someone destroyed a building using a,None,,0, sledgehammer, s,2.734375
