,vector_feature,fold,layer,test_condition,accuracy
597,impossible,2,17,improbable,0.75
598,impossible,2,17,impossible,0.8571428571428571
599,impossible,2,17,inconceivable,0.8928571428571429
600,impossible,2,18,improbable,0.5714285714285714
601,impossible,2,18,impossible,0.8214285714285714
602,impossible,2,18,inconceivable,0.8571428571428571
603,impossible,2,19,improbable,0.6071428571428571
604,impossible,2,19,impossible,0.8571428571428571
605,impossible,2,19,inconceivable,0.8928571428571429
606,impossible,2,20,improbable,0.5714285714285714
607,impossible,2,20,impossible,0.7857142857142857
608,impossible,2,20,inconceivable,0.8571428571428571
609,impossible,2,21,improbable,0.5714285714285714
610,impossible,2,21,impossible,0.8571428571428571
611,impossible,2,21,inconceivable,0.8571428571428571
612,impossible,2,22,improbable,0.6785714285714286
613,impossible,2,22,impossible,0.8214285714285714
614,impossible,2,22,inconceivable,0.8571428571428571
615,impossible,2,23,improbable,0.6428571428571429
616,impossible,2,23,impossible,0.7857142857142857
617,impossible,2,23,inconceivable,0.8571428571428571
618,impossible,2,24,improbable,0.6785714285714286
619,impossible,2,24,impossible,0.8214285714285714
620,impossible,2,24,inconceivable,0.8571428571428571
621,impossible,2,25,improbable,0.5714285714285714
622,impossible,2,25,impossible,0.75
623,impossible,2,25,inconceivable,0.7857142857142857
624,inconceivable,2,0,improbable,0.35714285714285715
625,inconceivable,2,0,impossible,0.4642857142857143
626,inconceivable,2,0,inconceivable,0.8928571428571429
627,inconceivable,2,1,improbable,0.5
628,inconceivable,2,1,impossible,0.5
629,inconceivable,2,1,inconceivable,0.75
630,inconceivable,2,2,improbable,0.5714285714285714
631,inconceivable,2,2,impossible,0.5714285714285714
632,inconceivable,2,2,inconceivable,0.8214285714285714
633,inconceivable,2,3,improbable,0.6071428571428571
634,inconceivable,2,3,impossible,0.6071428571428571
635,inconceivable,2,3,inconceivable,0.9642857142857143
636,inconceivable,2,4,improbable,0.5357142857142857
637,inconceivable,2,4,impossible,0.6428571428571429
638,inconceivable,2,4,inconceivable,0.9642857142857143
639,inconceivable,2,5,improbable,0.5357142857142857
640,inconceivable,2,5,impossible,0.7857142857142857
641,inconceivable,2,5,inconceivable,0.9285714285714286
642,inconceivable,2,6,improbable,0.5714285714285714
643,inconceivable,2,6,impossible,0.6428571428571429
644,inconceivable,2,6,inconceivable,0.9285714285714286
645,inconceivable,2,7,improbable,0.4642857142857143
646,inconceivable,2,7,impossible,0.8214285714285714
647,inconceivable,2,7,inconceivable,0.9642857142857143
648,inconceivable,2,8,improbable,0.6071428571428571
649,inconceivable,2,8,impossible,0.75
650,inconceivable,2,8,inconceivable,0.9642857142857143
651,inconceivable,2,9,improbable,0.5714285714285714
652,inconceivable,2,9,impossible,0.8214285714285714
653,inconceivable,2,9,inconceivable,0.9642857142857143
654,inconceivable,2,10,improbable,0.42857142857142855
655,inconceivable,2,10,impossible,0.8928571428571429
656,inconceivable,2,10,inconceivable,1.0
657,inconceivable,2,11,improbable,0.6071428571428571
658,inconceivable,2,11,impossible,0.7142857142857143
659,inconceivable,2,11,inconceivable,1.0
660,inconceivable,2,12,improbable,0.7142857142857143
661,inconceivable,2,12,impossible,0.8214285714285714
662,inconceivable,2,12,inconceivable,1.0
663,inconceivable,2,13,improbable,0.6071428571428571
664,inconceivable,2,13,impossible,0.8571428571428571
665,inconceivable,2,13,inconceivable,1.0
666,inconceivable,2,14,improbable,0.6785714285714286
667,inconceivable,2,14,impossible,0.8214285714285714
668,inconceivable,2,14,inconceivable,1.0
669,inconceivable,2,15,improbable,0.6428571428571429
670,inconceivable,2,15,impossible,0.8928571428571429
671,inconceivable,2,15,inconceivable,0.9642857142857143
672,inconceivable,2,16,improbable,0.5
673,inconceivable,2,16,impossible,0.7857142857142857
674,inconceivable,2,16,inconceivable,0.9642857142857143
675,inconceivable,2,17,improbable,0.35714285714285715
676,inconceivable,2,17,impossible,0.7142857142857143
677,inconceivable,2,17,inconceivable,1.0
678,inconceivable,2,18,improbable,0.4642857142857143
679,inconceivable,2,18,impossible,0.8214285714285714
680,inconceivable,2,18,inconceivable,0.9642857142857143
681,inconceivable,2,19,improbable,0.4642857142857143
682,inconceivable,2,19,impossible,0.7857142857142857
683,inconceivable,2,19,inconceivable,0.9642857142857143
684,inconceivable,2,20,improbable,0.6071428571428571
685,inconceivable,2,20,impossible,0.7857142857142857
686,inconceivable,2,20,inconceivable,0.9642857142857143
687,inconceivable,2,21,improbable,0.7142857142857143
688,inconceivable,2,21,impossible,0.7142857142857143
689,inconceivable,2,21,inconceivable,1.0
690,inconceivable,2,22,improbable,0.6428571428571429
691,inconceivable,2,22,impossible,0.6785714285714286
692,inconceivable,2,22,inconceivable,1.0
693,inconceivable,2,23,improbable,0.4642857142857143
694,inconceivable,2,23,impossible,0.7142857142857143
695,inconceivable,2,23,inconceivable,1.0
696,inconceivable,2,24,improbable,0.5714285714285714
697,inconceivable,2,24,impossible,0.8214285714285714
698,inconceivable,2,24,inconceivable,0.9642857142857143
699,inconceivable,2,25,improbable,0.7142857142857143
700,inconceivable,2,25,impossible,0.8214285714285714
701,inconceivable,2,25,inconceivable,1.0
702,improbable,3,0,improbable,0.39285714285714285
703,improbable,3,0,impossible,0.5714285714285714
704,improbable,3,0,inconceivable,0.42857142857142855
705,improbable,3,1,improbable,0.5357142857142857
706,improbable,3,1,impossible,0.6071428571428571
707,improbable,3,1,inconceivable,0.6428571428571429
708,improbable,3,2,improbable,0.5357142857142857
709,improbable,3,2,impossible,0.5714285714285714
710,improbable,3,2,inconceivable,0.7857142857142857
711,improbable,3,3,improbable,0.5714285714285714
712,improbable,3,3,impossible,0.75
713,improbable,3,3,inconceivable,0.7857142857142857
714,improbable,3,4,improbable,0.7142857142857143
715,improbable,3,4,impossible,0.6428571428571429
716,improbable,3,4,inconceivable,0.8571428571428571
717,improbable,3,5,improbable,0.5714285714285714
718,improbable,3,5,impossible,0.7857142857142857
719,improbable,3,5,inconceivable,0.8571428571428571
720,improbable,3,6,improbable,0.6428571428571429
721,improbable,3,6,impossible,0.7857142857142857
722,improbable,3,6,inconceivable,0.8928571428571429
723,improbable,3,7,improbable,0.6071428571428571
724,improbable,3,7,impossible,0.7857142857142857
725,improbable,3,7,inconceivable,0.7142857142857143
726,improbable,3,8,improbable,0.5714285714285714
727,improbable,3,8,impossible,0.75
728,improbable,3,8,inconceivable,0.7857142857142857
729,improbable,3,9,improbable,0.7142857142857143
730,improbable,3,9,impossible,0.8214285714285714
731,improbable,3,9,inconceivable,0.8214285714285714
732,improbable,3,10,improbable,0.6428571428571429
733,improbable,3,10,impossible,0.8571428571428571
734,improbable,3,10,inconceivable,0.7857142857142857
735,improbable,3,11,improbable,0.6071428571428571
736,improbable,3,11,impossible,0.8214285714285714
737,improbable,3,11,inconceivable,0.8214285714285714
738,improbable,3,12,improbable,0.5357142857142857
739,improbable,3,12,impossible,0.8928571428571429
740,improbable,3,12,inconceivable,0.8571428571428571
741,improbable,3,13,improbable,0.6428571428571429
742,improbable,3,13,impossible,0.8214285714285714
743,improbable,3,13,inconceivable,0.7857142857142857
744,improbable,3,14,improbable,0.6071428571428571
745,improbable,3,14,impossible,0.8214285714285714
746,improbable,3,14,inconceivable,0.8214285714285714
747,improbable,3,15,improbable,0.5357142857142857
748,improbable,3,15,impossible,0.8214285714285714
749,improbable,3,15,inconceivable,0.7857142857142857
750,improbable,3,16,improbable,0.6428571428571429
751,improbable,3,16,impossible,0.8214285714285714
752,improbable,3,16,inconceivable,0.7857142857142857
753,improbable,3,17,improbable,0.6785714285714286
754,improbable,3,17,impossible,0.75
755,improbable,3,17,inconceivable,0.7857142857142857
756,improbable,3,18,improbable,0.6428571428571429
757,improbable,3,18,impossible,0.8214285714285714
758,improbable,3,18,inconceivable,0.8571428571428571
759,improbable,3,19,improbable,0.7142857142857143
760,improbable,3,19,impossible,0.8214285714285714
761,improbable,3,19,inconceivable,0.7142857142857143
762,improbable,3,20,improbable,0.6785714285714286
763,improbable,3,20,impossible,0.7142857142857143
764,improbable,3,20,inconceivable,0.8571428571428571
765,improbable,3,21,improbable,0.6428571428571429
766,improbable,3,21,impossible,0.7857142857142857
767,improbable,3,21,inconceivable,0.7142857142857143
768,improbable,3,22,improbable,0.6071428571428571
769,improbable,3,22,impossible,0.75
770,improbable,3,22,inconceivable,0.75
771,improbable,3,23,improbable,0.5
772,improbable,3,23,impossible,0.7142857142857143
773,improbable,3,23,inconceivable,0.7857142857142857
774,improbable,3,24,improbable,0.5714285714285714
775,improbable,3,24,impossible,0.7142857142857143
776,improbable,3,24,inconceivable,0.7142857142857143
777,improbable,3,25,improbable,0.6785714285714286
778,improbable,3,25,impossible,0.7857142857142857
779,improbable,3,25,inconceivable,0.8214285714285714
780,impossible,3,0,improbable,0.5357142857142857
781,impossible,3,0,impossible,0.42857142857142855
782,impossible,3,0,inconceivable,0.42857142857142855
783,impossible,3,1,improbable,0.5357142857142857
784,impossible,3,1,impossible,0.4642857142857143
785,impossible,3,1,inconceivable,0.7857142857142857
786,impossible,3,2,improbable,0.5
787,impossible,3,2,impossible,0.7142857142857143
788,impossible,3,2,inconceivable,0.8928571428571429
789,impossible,3,3,improbable,0.5714285714285714
790,impossible,3,3,impossible,0.8571428571428571
791,impossible,3,3,inconceivable,0.9285714285714286
792,impossible,3,4,improbable,0.39285714285714285
793,impossible,3,4,impossible,0.7142857142857143
794,impossible,3,4,inconceivable,0.9285714285714286
795,impossible,3,5,improbable,0.6071428571428571
796,impossible,3,5,impossible,0.7857142857142857
797,impossible,3,5,inconceivable,0.9285714285714286
798,impossible,3,6,improbable,0.6785714285714286
799,impossible,3,6,impossible,0.7142857142857143
800,impossible,3,6,inconceivable,0.9642857142857143
801,impossible,3,7,improbable,0.6428571428571429
802,impossible,3,7,impossible,0.8571428571428571
803,impossible,3,7,inconceivable,0.9642857142857143
804,impossible,3,8,improbable,0.5714285714285714
805,impossible,3,8,impossible,0.8928571428571429
806,impossible,3,8,inconceivable,0.9642857142857143
807,impossible,3,9,improbable,0.6428571428571429
808,impossible,3,9,impossible,0.8571428571428571
809,impossible,3,9,inconceivable,0.9285714285714286
810,impossible,3,10,improbable,0.6071428571428571
811,impossible,3,10,impossible,0.8928571428571429
812,impossible,3,10,inconceivable,0.9285714285714286
813,impossible,3,11,improbable,0.6785714285714286
814,impossible,3,11,impossible,0.9285714285714286
815,impossible,3,11,inconceivable,0.8928571428571429
816,impossible,3,12,improbable,0.6428571428571429
817,impossible,3,12,impossible,0.9285714285714286
818,impossible,3,12,inconceivable,0.8928571428571429
819,impossible,3,13,improbable,0.75
820,impossible,3,13,impossible,0.9285714285714286
821,impossible,3,13,inconceivable,0.8928571428571429
822,impossible,3,14,improbable,0.7142857142857143
823,impossible,3,14,impossible,0.9285714285714286
824,impossible,3,14,inconceivable,0.8571428571428571
825,impossible,3,15,improbable,0.6785714285714286
826,impossible,3,15,impossible,0.9642857142857143
827,impossible,3,15,inconceivable,0.9642857142857143
828,impossible,3,16,improbable,0.6428571428571429
829,impossible,3,16,impossible,0.8928571428571429
830,impossible,3,16,inconceivable,0.8214285714285714
831,impossible,3,17,improbable,0.6428571428571429
832,impossible,3,17,impossible,0.8928571428571429
833,impossible,3,17,inconceivable,0.8571428571428571
834,impossible,3,18,improbable,0.6071428571428571
835,impossible,3,18,impossible,0.8928571428571429
836,impossible,3,18,inconceivable,0.8928571428571429
837,impossible,3,19,improbable,0.6785714285714286
838,impossible,3,19,impossible,0.8571428571428571
839,impossible,3,19,inconceivable,0.8928571428571429
840,impossible,3,20,improbable,0.8214285714285714
841,impossible,3,20,impossible,0.8928571428571429
842,impossible,3,20,inconceivable,0.8214285714285714
843,impossible,3,21,improbable,0.6428571428571429
844,impossible,3,21,impossible,0.8571428571428571
845,impossible,3,21,inconceivable,0.7857142857142857
846,impossible,3,22,improbable,0.6071428571428571
847,impossible,3,22,impossible,0.8214285714285714
848,impossible,3,22,inconceivable,0.8214285714285714
849,impossible,3,23,improbable,0.6071428571428571
850,impossible,3,23,impossible,0.7857142857142857
851,impossible,3,23,inconceivable,0.7857142857142857
852,impossible,3,24,improbable,0.5714285714285714
853,impossible,3,24,impossible,0.8571428571428571
854,impossible,3,24,inconceivable,0.8214285714285714
855,impossible,3,25,improbable,0.6071428571428571
856,impossible,3,25,impossible,0.75
857,impossible,3,25,inconceivable,0.8928571428571429
858,inconceivable,3,0,improbable,0.6071428571428571
859,inconceivable,3,0,impossible,0.5357142857142857
860,inconceivable,3,0,inconceivable,0.7857142857142857
861,inconceivable,3,1,improbable,0.5714285714285714
862,inconceivable,3,1,impossible,0.5
863,inconceivable,3,1,inconceivable,0.8214285714285714
864,inconceivable,3,2,improbable,0.5357142857142857
865,inconceivable,3,2,impossible,0.5714285714285714
866,inconceivable,3,2,inconceivable,0.8214285714285714
867,inconceivable,3,3,improbable,0.5
868,inconceivable,3,3,impossible,0.7142857142857143
869,inconceivable,3,3,inconceivable,1.0
870,inconceivable,3,4,improbable,0.5357142857142857
871,inconceivable,3,4,impossible,0.75
872,inconceivable,3,4,inconceivable,1.0
873,inconceivable,3,5,improbable,0.5714285714285714
874,inconceivable,3,5,impossible,0.75
875,inconceivable,3,5,inconceivable,1.0
876,inconceivable,3,6,improbable,0.5357142857142857
877,inconceivable,3,6,impossible,0.6785714285714286
878,inconceivable,3,6,inconceivable,1.0
879,inconceivable,3,7,improbable,0.5357142857142857
880,inconceivable,3,7,impossible,0.6785714285714286
881,inconceivable,3,7,inconceivable,1.0
882,inconceivable,3,8,improbable,0.5714285714285714
883,inconceivable,3,8,impossible,0.8214285714285714
884,inconceivable,3,8,inconceivable,0.9642857142857143
885,inconceivable,3,9,improbable,0.6785714285714286
886,inconceivable,3,9,impossible,0.9285714285714286
887,inconceivable,3,9,inconceivable,0.9642857142857143
888,inconceivable,3,10,improbable,0.5714285714285714
889,inconceivable,3,10,impossible,0.8214285714285714
890,inconceivable,3,10,inconceivable,0.9642857142857143
891,inconceivable,3,11,improbable,0.5714285714285714
892,inconceivable,3,11,impossible,0.9285714285714286
893,inconceivable,3,11,inconceivable,1.0
894,inconceivable,3,12,improbable,0.6428571428571429
895,inconceivable,3,12,impossible,0.8928571428571429
896,inconceivable,3,12,inconceivable,1.0
897,inconceivable,3,13,improbable,0.75
898,inconceivable,3,13,impossible,0.8928571428571429
899,inconceivable,3,13,inconceivable,1.0
900,inconceivable,3,14,improbable,0.7142857142857143
901,inconceivable,3,14,impossible,0.9285714285714286
902,inconceivable,3,14,inconceivable,0.9642857142857143
903,inconceivable,3,15,improbable,0.6071428571428571
904,inconceivable,3,15,impossible,0.9285714285714286
905,inconceivable,3,15,inconceivable,0.9642857142857143
906,inconceivable,3,16,improbable,0.42857142857142855
907,inconceivable,3,16,impossible,0.8928571428571429
908,inconceivable,3,16,inconceivable,0.9642857142857143
909,inconceivable,3,17,improbable,0.7142857142857143
910,inconceivable,3,17,impossible,0.7857142857142857
911,inconceivable,3,17,inconceivable,0.9285714285714286
912,inconceivable,3,18,improbable,0.6428571428571429
913,inconceivable,3,18,impossible,0.8571428571428571
914,inconceivable,3,18,inconceivable,0.9285714285714286
915,inconceivable,3,19,improbable,0.5714285714285714
916,inconceivable,3,19,impossible,0.8214285714285714
917,inconceivable,3,19,inconceivable,0.9285714285714286
918,inconceivable,3,20,improbable,0.6071428571428571
919,inconceivable,3,20,impossible,0.8214285714285714
920,inconceivable,3,20,inconceivable,0.9285714285714286
921,inconceivable,3,21,improbable,0.5357142857142857
922,inconceivable,3,21,impossible,0.8571428571428571
923,inconceivable,3,21,inconceivable,0.8928571428571429
924,inconceivable,3,22,improbable,0.39285714285714285
925,inconceivable,3,22,impossible,0.9285714285714286
926,inconceivable,3,22,inconceivable,0.9285714285714286
927,inconceivable,3,23,improbable,0.4642857142857143
928,inconceivable,3,23,impossible,0.8214285714285714
929,inconceivable,3,23,inconceivable,0.9285714285714286
930,inconceivable,3,24,improbable,0.5357142857142857
931,inconceivable,3,24,impossible,0.8214285714285714
932,inconceivable,3,24,inconceivable,0.9285714285714286
933,inconceivable,3,25,improbable,0.5357142857142857
934,inconceivable,3,25,impossible,0.8571428571428571
935,inconceivable,3,25,inconceivable,0.9285714285714286
936,improbable,4,0,improbable,0.32142857142857145
937,improbable,4,0,impossible,0.5714285714285714
938,improbable,4,0,inconceivable,0.5714285714285714
939,improbable,4,1,improbable,0.5
940,improbable,4,1,impossible,0.4642857142857143
941,improbable,4,1,inconceivable,0.6071428571428571
942,improbable,4,2,improbable,0.5714285714285714
943,improbable,4,2,impossible,0.5714285714285714
944,improbable,4,2,inconceivable,0.7142857142857143
945,improbable,4,3,improbable,0.6785714285714286
946,improbable,4,3,impossible,0.5714285714285714
947,improbable,4,3,inconceivable,0.6428571428571429
948,improbable,4,4,improbable,0.5714285714285714
949,improbable,4,4,impossible,0.7142857142857143
950,improbable,4,4,inconceivable,0.8214285714285714
951,improbable,4,5,improbable,0.6428571428571429
952,improbable,4,5,impossible,0.6071428571428571
953,improbable,4,5,inconceivable,0.8928571428571429
954,improbable,4,6,improbable,0.75
955,improbable,4,6,impossible,0.75
956,improbable,4,6,inconceivable,0.9285714285714286
957,improbable,4,7,improbable,0.6071428571428571
958,improbable,4,7,impossible,0.6785714285714286
959,improbable,4,7,inconceivable,0.8214285714285714
960,improbable,4,8,improbable,0.75
961,improbable,4,8,impossible,0.6785714285714286
962,improbable,4,8,inconceivable,0.9285714285714286
963,improbable,4,9,improbable,0.6785714285714286
964,improbable,4,9,impossible,0.75
965,improbable,4,9,inconceivable,0.8214285714285714
966,improbable,4,10,improbable,0.75
967,improbable,4,10,impossible,0.7857142857142857
968,improbable,4,10,inconceivable,0.8928571428571429
969,improbable,4,11,improbable,0.6785714285714286
970,improbable,4,11,impossible,0.9642857142857143
971,improbable,4,11,inconceivable,0.9285714285714286
972,improbable,4,12,improbable,0.6428571428571429
973,improbable,4,12,impossible,0.8928571428571429
974,improbable,4,12,inconceivable,0.8928571428571429
975,improbable,4,13,improbable,0.6428571428571429
976,improbable,4,13,impossible,0.9285714285714286
977,improbable,4,13,inconceivable,0.7857142857142857
978,improbable,4,14,improbable,0.6785714285714286
979,improbable,4,14,impossible,0.8214285714285714
980,improbable,4,14,inconceivable,0.75
981,improbable,4,15,improbable,0.75
982,improbable,4,15,impossible,0.9642857142857143
983,improbable,4,15,inconceivable,0.8571428571428571
984,improbable,4,16,improbable,0.7857142857142857
985,improbable,4,16,impossible,0.8214285714285714
986,improbable,4,16,inconceivable,0.8928571428571429
987,improbable,4,17,improbable,0.6785714285714286
988,improbable,4,17,impossible,0.7857142857142857
989,improbable,4,17,inconceivable,0.8214285714285714
990,improbable,4,18,improbable,0.6785714285714286
991,improbable,4,18,impossible,0.8214285714285714
992,improbable,4,18,inconceivable,0.6785714285714286
993,improbable,4,19,improbable,0.8214285714285714
994,improbable,4,19,impossible,0.8928571428571429
995,improbable,4,19,inconceivable,0.75
996,improbable,4,20,improbable,0.7142857142857143
997,improbable,4,20,impossible,0.9285714285714286
998,improbable,4,20,inconceivable,0.7857142857142857
999,improbable,4,21,improbable,0.75
1000,improbable,4,21,impossible,0.8214285714285714
1001,improbable,4,21,inconceivable,0.6785714285714286
1002,improbable,4,22,improbable,0.6785714285714286
1003,improbable,4,22,impossible,0.8214285714285714
1004,improbable,4,22,inconceivable,0.7857142857142857
1005,improbable,4,23,improbable,0.75
1006,improbable,4,23,impossible,0.7142857142857143
1007,improbable,4,23,inconceivable,0.7142857142857143
1008,improbable,4,24,improbable,0.5714285714285714
1009,improbable,4,24,impossible,0.6785714285714286
1010,improbable,4,24,inconceivable,0.7142857142857143
1011,improbable,4,25,improbable,0.6785714285714286
1012,improbable,4,25,impossible,0.7857142857142857
1013,improbable,4,25,inconceivable,0.6071428571428571
1014,impossible,4,0,improbable,0.32142857142857145
1015,impossible,4,0,impossible,0.6428571428571429
1016,impossible,4,0,inconceivable,0.39285714285714285
1017,impossible,4,1,improbable,0.42857142857142855
1018,impossible,4,1,impossible,0.5714285714285714
1019,impossible,4,1,inconceivable,0.6428571428571429
1020,impossible,4,2,improbable,0.5714285714285714
1021,impossible,4,2,impossible,0.8214285714285714
1022,impossible,4,2,inconceivable,0.7857142857142857
1023,impossible,4,3,improbable,0.5357142857142857
1024,impossible,4,3,impossible,0.7142857142857143
1025,impossible,4,3,inconceivable,0.8928571428571429
1026,impossible,4,4,improbable,0.5714285714285714
1027,impossible,4,4,impossible,0.7142857142857143
1028,impossible,4,4,inconceivable,0.8214285714285714
1029,impossible,4,5,improbable,0.75
1030,impossible,4,5,impossible,0.7142857142857143
1031,impossible,4,5,inconceivable,0.8928571428571429
1032,impossible,4,6,improbable,0.6071428571428571
1033,impossible,4,6,impossible,0.7142857142857143
1034,impossible,4,6,inconceivable,0.8928571428571429
1035,impossible,4,7,improbable,0.6785714285714286
1036,impossible,4,7,impossible,0.7857142857142857
1037,impossible,4,7,inconceivable,0.9642857142857143
1038,impossible,4,8,improbable,0.7142857142857143
1039,impossible,4,8,impossible,0.8571428571428571
1040,impossible,4,8,inconceivable,1.0
1041,impossible,4,9,improbable,0.7142857142857143
1042,impossible,4,9,impossible,0.75
1043,impossible,4,9,inconceivable,1.0
1044,impossible,4,10,improbable,0.6428571428571429
1045,impossible,4,10,impossible,0.8214285714285714
1046,impossible,4,10,inconceivable,1.0
1047,impossible,4,11,improbable,0.5714285714285714
1048,impossible,4,11,impossible,1.0
1049,impossible,4,11,inconceivable,1.0
1050,impossible,4,12,improbable,0.75
1051,impossible,4,12,impossible,1.0
1052,impossible,4,12,inconceivable,1.0
1053,impossible,4,13,improbable,0.7857142857142857
1054,impossible,4,13,impossible,0.9642857142857143
1055,impossible,4,13,inconceivable,1.0
1056,impossible,4,14,improbable,0.7857142857142857
1057,impossible,4,14,impossible,0.9285714285714286
1058,impossible,4,14,inconceivable,0.9642857142857143
1059,impossible,4,15,improbable,0.7857142857142857
1060,impossible,4,15,impossible,0.9285714285714286
1061,impossible,4,15,inconceivable,1.0
1062,impossible,4,16,improbable,0.7857142857142857
1063,impossible,4,16,impossible,0.7857142857142857
1064,impossible,4,16,inconceivable,0.9642857142857143
1065,impossible,4,17,improbable,0.7857142857142857
1066,impossible,4,17,impossible,0.9285714285714286
1067,impossible,4,17,inconceivable,1.0
1068,impossible,4,18,improbable,0.5714285714285714
1069,impossible,4,18,impossible,0.75
1070,impossible,4,18,inconceivable,0.9285714285714286
1071,impossible,4,19,improbable,0.7142857142857143
1072,impossible,4,19,impossible,0.75
1073,impossible,4,19,inconceivable,0.9642857142857143
1074,impossible,4,20,improbable,0.7142857142857143
1075,impossible,4,20,impossible,0.7857142857142857
1076,impossible,4,20,inconceivable,0.9285714285714286
1077,impossible,4,21,improbable,0.75
1078,impossible,4,21,impossible,0.8214285714285714
1079,impossible,4,21,inconceivable,0.8571428571428571
1080,impossible,4,22,improbable,0.75
1081,impossible,4,22,impossible,0.8928571428571429
1082,impossible,4,22,inconceivable,0.8571428571428571
1083,impossible,4,23,improbable,0.6071428571428571
1084,impossible,4,23,impossible,0.8928571428571429
1085,impossible,4,23,inconceivable,0.8214285714285714
1086,impossible,4,24,improbable,0.6428571428571429
1087,impossible,4,24,impossible,0.7857142857142857
1088,impossible,4,24,inconceivable,0.8214285714285714
1089,impossible,4,25,improbable,0.5714285714285714
1090,impossible,4,25,impossible,0.7857142857142857
1091,impossible,4,25,inconceivable,0.8571428571428571
1092,inconceivable,4,0,improbable,0.6785714285714286
1093,inconceivable,4,0,impossible,0.5
1094,inconceivable,4,0,inconceivable,0.8571428571428571
1095,inconceivable,4,1,improbable,0.5714285714285714
1096,inconceivable,4,1,impossible,0.5357142857142857
1097,inconceivable,4,1,inconceivable,0.75
1098,inconceivable,4,2,improbable,0.4642857142857143
1099,inconceivable,4,2,impossible,0.6428571428571429
1100,inconceivable,4,2,inconceivable,0.7857142857142857
1101,inconceivable,4,3,improbable,0.42857142857142855
1102,inconceivable,4,3,impossible,0.6428571428571429
1103,inconceivable,4,3,inconceivable,0.9642857142857143
1104,inconceivable,4,4,improbable,0.6071428571428571
1105,inconceivable,4,4,impossible,0.5357142857142857
1106,inconceivable,4,4,inconceivable,0.9642857142857143
1107,inconceivable,4,5,improbable,0.5
1108,inconceivable,4,5,impossible,0.75
1109,inconceivable,4,5,inconceivable,0.9285714285714286
1110,inconceivable,4,6,improbable,0.7142857142857143
1111,inconceivable,4,6,impossible,0.5714285714285714
1112,inconceivable,4,6,inconceivable,0.9285714285714286
1113,inconceivable,4,7,improbable,0.6785714285714286
1114,inconceivable,4,7,impossible,0.6785714285714286
1115,inconceivable,4,7,inconceivable,1.0
1116,inconceivable,4,8,improbable,0.6785714285714286
1117,inconceivable,4,8,impossible,0.75
1118,inconceivable,4,8,inconceivable,1.0
1119,inconceivable,4,9,improbable,0.7142857142857143
1120,inconceivable,4,9,impossible,0.75
1121,inconceivable,4,9,inconceivable,1.0
1122,inconceivable,4,10,improbable,0.6071428571428571
1123,inconceivable,4,10,impossible,0.6428571428571429
1124,inconceivable,4,10,inconceivable,1.0
1125,inconceivable,4,11,improbable,0.6428571428571429
1126,inconceivable,4,11,impossible,0.8571428571428571
1127,inconceivable,4,11,inconceivable,1.0
1128,inconceivable,4,12,improbable,0.7142857142857143
1129,inconceivable,4,12,impossible,0.8928571428571429
1130,inconceivable,4,12,inconceivable,1.0
1131,inconceivable,4,13,improbable,0.7142857142857143
1132,inconceivable,4,13,impossible,0.9285714285714286
1133,inconceivable,4,13,inconceivable,1.0
1134,inconceivable,4,14,improbable,0.6428571428571429
1135,inconceivable,4,14,impossible,0.8928571428571429
1136,inconceivable,4,14,inconceivable,1.0
1137,inconceivable,4,15,improbable,0.6071428571428571
1138,inconceivable,4,15,impossible,0.8571428571428571
1139,inconceivable,4,15,inconceivable,0.9285714285714286
1140,inconceivable,4,16,improbable,0.5714285714285714
1141,inconceivable,4,16,impossible,0.8571428571428571
1142,inconceivable,4,16,inconceivable,0.9642857142857143
1143,inconceivable,4,17,improbable,0.6785714285714286
1144,inconceivable,4,17,impossible,0.9285714285714286
1145,inconceivable,4,17,inconceivable,0.9642857142857143
1146,inconceivable,4,18,improbable,0.6071428571428571
1147,inconceivable,4,18,impossible,0.8571428571428571
1148,inconceivable,4,18,inconceivable,0.9285714285714286
1149,inconceivable,4,19,improbable,0.6428571428571429
1150,inconceivable,4,19,impossible,0.8214285714285714
1151,inconceivable,4,19,inconceivable,0.9285714285714286
1152,inconceivable,4,20,improbable,0.5714285714285714
1153,inconceivable,4,20,impossible,0.8571428571428571
1154,inconceivable,4,20,inconceivable,0.9285714285714286
1155,inconceivable,4,21,improbable,0.5714285714285714
1156,inconceivable,4,21,impossible,0.75
1157,inconceivable,4,21,inconceivable,0.9642857142857143
1158,inconceivable,4,22,improbable,0.7142857142857143
1159,inconceivable,4,22,impossible,0.8571428571428571
1160,inconceivable,4,22,inconceivable,0.9642857142857143
1161,inconceivable,4,23,improbable,0.6785714285714286
1162,inconceivable,4,23,impossible,0.8928571428571429
1163,inconceivable,4,23,inconceivable,0.9642857142857143
1164,inconceivable,4,24,improbable,0.6785714285714286
1165,inconceivable,4,24,impossible,0.8571428571428571
1166,inconceivable,4,24,inconceivable,0.9642857142857143
1167,inconceivable,4,25,improbable,0.7142857142857143
1168,inconceivable,4,25,impossible,0.8571428571428571
1169,inconceivable,4,25,inconceivable,0.9642857142857143
