,stimulus,rating,layers,improbable_impossible,impossible_inconceivable
1433,There is an acceptable wonder.,-0.0909090909090909,12,414.0,-394.0
1434,There is an accessible anniversary.,-0.9090909090909092,12,406.0,-378.0
1435,There is an accessible apostle.,-1.75,12,376.0,-422.0
1436,There is an accessible attacker.,-0.1111111111111111,12,302.0,-584.0
1437,There is an accessible belly.,-0.8888888888888888,12,548.0,-716.0
1438,There is an accessible boiler.,-0.2,12,161.0,-1016.0
1439,There is an accessible bomber.,-0.5454545454545454,12,396.0,-852.0
1440,There is an accessible breath.,-2.2222222222222223,12,548.0,-660.0
1441,There is an accessible bug.,-1.4,12,338.0,-506.0
1442,There is an accessible chemical.,2.230769230769231,12,410.0,-568.0
1443,There is an accessible civilian.,-0.1818181818181818,12,330.0,-340.0
1444,There is an accessible clerk.,0.0909090909090909,12,80.5,-908.0
1445,There is an accessible coating.,0.0,12,284.0,-876.0
1446,There is an accessible compost.,0.5454545454545454,12,412.0,-844.0
1447,There is an accessible confidence.,-1.0,12,276.0,-628.0
1448,There is an accessible coordination.,0.1,12,462.0,-376.0
1449,There is an accessible debit.,0.9090909090909092,12,420.0,-344.0
1450,There is an accessible dividend.,0.5,12,470.0,-486.0
1451,There is an accessible donor.,1.1111111111111112,12,340.0,-632.0
1452,There is an accessible executive.,0.3333333333333333,12,288.0,-256.0
1453,There is an accessible fantasy.,0.6,12,502.0,-482.0
1454,There is an accessible imaging.,1.2,12,217.0,-122.0
1455,There is an accessible jungle.,1.5454545454545454,12,404.0,-1072.0
1456,There is an accessible laptop.,2.1,12,102.5,-1056.0
1457,There is an accessible lawyer.,2.272727272727273,12,161.0,-660.0
1458,There is an accessible litre.,-1.6666666666666667,12,458.0,-474.0
1459,There is an accessible meditation.,-0.2222222222222222,12,332.0,-636.0
1460,There is an accessible migration.,0.5833333333333334,12,312.0,-241.0
1461,There is an accessible mining.,0.6,12,374.0,-364.0
1462,There is an accessible minority.,-0.6363636363636364,12,436.0,-812.0
1463,There is an accessible neglect.,-2.0,12,510.0,-496.0
1464,There is an accessible numeracy.,-0.3333333333333333,12,390.0,-308.0
1465,There is an accessible nutrition.,1.8571428571428568,12,560.0,-576.0
1466,There is an accessible opposite.,-0.5833333333333334,12,512.0,-492.0
1467,There is an accessible parish.,0.0,12,214.0,-916.0
1468,There is an accessible pensioner.,-1.7272727272727273,12,228.0,-628.0
1469,There is an accessible playoff.,0.7272727272727273,12,528.0,-584.0
1470,There is an accessible possession.,-1.0,12,348.0,-366.0
1471,There is an accessible proceeding.,-0.0909090909090909,12,304.0,-318.0
1472,There is an accessible realism.,-0.2,12,219.0,-660.0
1473,There is an accessible rebel.,-1.2,12,452.0,-572.0
1474,There is an accessible repayment.,1.375,12,314.0,-488.0
1475,There is an accessible revenue.,1.6363636363636365,12,378.0,-350.0
1476,There is an accessible runner.,0.1578947368421052,12,264.0,-628.0
1477,There is an accessible semi.,-0.2307692307692307,12,290.0,-474.0
1478,There is an accessible shape.,0.5454545454545454,12,326.0,-372.0
1479,There is an accessible shareholder.,1.4,12,360.0,-460.0
1480,There is an accessible suspension.,-0.375,12,270.0,-812.0
1481,There is an accessible takeover.,0.0,12,464.0,-460.0
1482,There is an accessible tooth.,0.3636363636363636,12,360.0,-672.0
1483,There is an accessible wardrobe.,2.2,12,71.0,-1184.0
1484,There is an accurate activity.,0.9285714285714286,12,290.0,-294.0
1485,There is an accurate ambition.,0.4166666666666667,12,310.0,-294.0
1486,There is an accurate anxiety.,-0.8,12,446.0,-241.0
1487,There is an accurate arrest.,0.4615384615384615,12,304.0,-458.0
1488,There is an accurate ballet.,-0.5454545454545454,12,408.0,-478.0
1489,There is an accurate beast.,-0.0833333333333333,12,454.0,-424.0
1490,There is an accurate beef.,-2.5,12,434.0,-224.0
1491,There is an accurate biology.,1.3333333333333333,12,508.0,-496.0
1492,There is an accurate cache.,-0.8571428571428571,12,304.0,-752.0
1493,There is an accurate circus.,-1.1111111111111112,12,524.0,-580.0
1494,There is an accurate congestion.,-1.181818181818182,12,424.0,-222.0
1495,There is an accurate dentist.,1.2727272727272727,12,-1.1796875,-748.0
1496,There is an accurate dependence.,-0.7857142857142857,12,348.0,-556.0
1497,There is an accurate drainage.,0.8666666666666667,12,298.0,-584.0
1498,There is an accurate exclusion.,0.2857142857142857,12,374.0,-448.0
1499,There is an accurate farmer.,-0.1111111111111111,12,336.0,-576.0
1500,There is an accurate flora.,-0.9,12,330.0,-496.0
1501,There is an accurate frontier.,-0.7142857142857143,12,548.0,-512.0
1502,There is an accurate goat.,-2.142857142857143,12,524.0,-552.0
1503,There is an accurate gospel.,1.181818181818182,12,524.0,-868.0
1504,There is an accurate gram.,0.0909090909090909,12,476.0,-388.0
1505,There is an accurate growth.,1.9090909090909087,12,428.0,-266.0
1506,There is an accurate hair.,-0.3333333333333333,12,428.0,-376.0
1507,There is an accurate hygiene.,-0.8888888888888888,12,346.0,-384.0
1508,There is an accurate influence.,0.2777777777777778,12,420.0,-352.0
1509,There is an accurate kilometer.,0.8,12,322.0,-752.0
1510,There is an accurate legislation.,2.0,12,306.0,-412.0
1511,There is an accurate luggage.,-0.625,12,358.0,-446.0
1512,There is an accurate ore.,-1.3333333333333333,12,440.0,-482.0
1513,There is an accurate peer.,2.0,12,502.0,-138.0
1514,There is an accurate pill.,-0.7777777777777778,12,338.0,-640.0
1515,There is an accurate plantation.,-0.8461538461538461,12,336.0,-572.0
1516,There is an accurate pound.,-0.75,12,494.0,-444.0
1517,There is an accurate rainfall.,1.2222222222222223,12,318.0,-516.0
1518,There is an accurate shelter.,-0.5,12,290.0,-620.0
1519,There is an accurate sitcom.,1.6153846153846154,12,332.0,-524.0
1520,There is an accurate squadron.,0.6,12,374.0,-374.0
1521,There is an accurate supervision.,2.4545454545454546,12,158.0,-632.0
1522,There is an accurate supervisor.,1.818181818181818,12,201.0,-480.0
1523,There is an accurate tenure.,-0.0666666666666666,12,430.0,-314.0
1524,There is an accurate tract.,0.1818181818181818,12,390.0,-298.0
1525,There is an accurate username.,2.4,12,268.0,-506.0
1526,There is an accurate virus.,-1.0,12,406.0,-596.0
1527,There is an accurate worth.,1.6923076923076923,12,358.0,-462.0
1528,There is an accurate zoo.,-2.1538461538461537,12,342.0,-804.0
1529,There is an active accuracy.,-1.7777777777777777,12,440.0,-258.0
1530,There is an active advance.,-0.4545454545454545,12,364.0,-528.0
1531,There is an active blow.,-0.2727272727272727,12,380.0,-600.0
1532,There is an active bulb.,0.0,12,310.0,-828.0
1533,There is an active custom.,-1.0,12,350.0,-68.0
1534,There is an active diesel.,-0.4444444444444444,12,322.0,-660.0
1535,There is an active freezing.,1.0,12,400.0,-444.0
1536,There is an active handbook.,-1.0625,12,264.0,-548.0
1537,There is an active knee.,0.7,12,262.0,-868.0
1538,There is an active linen.,-0.8181818181818182,12,394.0,-212.0
1539,There is an active mortar.,0.2,12,372.0,-704.0
1540,There is an active novice.,0.0,12,213.0,-516.0
1541,There is an active offence.,-0.1538461538461538,12,228.0,-548.0
1542,There is an active remit.,-0.5,12,238.0,-284.0
1543,There is an active rental.,1.6,12,165.0,-1048.0
1544,There is an active repeat.,-0.7777777777777778,12,438.0,-410.0
1545,There is an active sermon.,0.4444444444444444,12,300.0,-352.0
1546,There is an active spread.,1.9,12,370.0,-644.0
1547,There is an actual boost.,2.1,12,384.0,-688.0
1548,There is an actual fatigue.,2.1666666666666665,12,506.0,-548.0
1549,There is an actual leisure.,1.5454545454545454,12,394.0,-306.0
1550,There is an actual pasture.,0.0625,12,204.0,-1128.0
1551,There is an actual sailor.,1.6,12,286.0,-820.0
1552,There is an actual swimmer.,1.1538461538461535,12,262.0,-760.0
1553,There is an actual vicinity.,1.6363636363636365,12,284.0,-420.0
1554,There is an acute answer.,-0.7777777777777778,12,274.0,-434.0
1555,There is an acute anthology.,-0.5,12,354.0,-302.0
1556,There is an acute arm.,-0.2727272727272727,12,330.0,-476.0
1557,There is an acute autobiography.,-0.1111111111111111,12,370.0,-418.0
1558,There is an acute baptism.,-1.3,12,466.0,-520.0
1559,There is an acute barrel.,-1.3333333333333333,12,362.0,-628.0
1560,There is an acute bin.,-2.1538461538461537,12,300.0,-720.0
1561,There is an acute campaign.,-0.2142857142857142,12,258.0,-366.0
1562,There is an acute champion.,0.1,12,376.0,-508.0
1563,There is an acute chassis.,-1.7272727272727273,12,342.0,-548.0
1564,There is an acute commune.,-2.2,12,292.0,-374.0
1565,There is an acute culture.,-0.5,12,454.0,-284.0
1566,There is an acute flank.,-1.3333333333333333,12,220.0,-680.0
1567,There is an acute formulation.,0.4545454545454545,12,262.0,-366.0
1568,There is an acute freelance.,-2.111111111111111,12,304.0,-213.0
1569,There is an acute future.,-1.9,12,496.0,-446.0
1570,There is an acute half.,-1.5,12,446.0,-107.0
1571,There is an acute interface.,0.4444444444444444,12,438.0,-430.0
1572,There is an acute librarian.,-0.4166666666666667,12,254.0,-520.0
1573,There is an acute manuscript.,-1.0,12,304.0,-296.0
1574,There is an acute mass.,0.0833333333333333,12,213.0,-1152.0
1575,There is an acute monastery.,-1.9333333333333331,12,210.0,-796.0
1576,There is an acute monster.,-1.1,12,394.0,-584.0
1577,There is an acute mosaic.,-1.2857142857142858,12,400.0,-416.0
1578,There is an acute notation.,1.4545454545454546,12,294.0,-444.0
1579,There is an acute oath.,-1.9230769230769231,12,354.0,-316.0
1580,There is an acute photography.,-0.4666666666666667,12,410.0,-326.0
1581,There is an acute probability.,0.5,12,306.0,-290.0
1582,There is an acute questionnaire.,-0.5555555555555556,12,130.0,-320.0
1583,There is an acute referendum.,-1.0909090909090908,12,255.0,-418.0
1584,There is an acute return.,0.25,12,474.0,-424.0
1585,There is an acute rod.,-2.2222222222222223,12,356.0,-576.0
1586,There is an acute school.,-2.0,12,124.0,-700.0
1587,There is an acute specie.,-0.8888888888888888,12,338.0,-560.0
1588,There is an acute stair.,-1.375,12,386.0,-652.0
1589,There is an acute strip.,-0.8461538461538461,12,324.0,-532.0
1590,There is an acute survival.,-1.2307692307692308,12,304.0,-204.0
1591,There is an acute talk.,-0.5,12,328.0,-255.0
1592,There is an acute taxation.,0.0,12,382.0,-490.0
1593,There is an acute tie.,-2.5454545454545454,12,458.0,-370.0
1594,There is an acute worker.,-1.0,12,286.0,-464.0
1595,There is an additional angel.,0.7058823529411765,12,448.0,-700.0
1596,There is an additional beginner.,0.4285714285714285,12,300.0,-328.0
1597,There is an additional biscuit.,1.818181818181818,12,336.0,-744.0
1598,There is an additional consortium.,-0.1111111111111111,12,260.0,-576.0
1599,There is an additional injustice.,1.5,12,238.0,-748.0
1600,There is an additional lieutenant.,1.2,12,246.0,-788.0
1601,There is an additional marathon.,0.875,12,332.0,-820.0
1602,There is an additional sexuality.,-1.6666666666666667,12,446.0,-572.0
1603,There is an additional sufferer.,0.5,12,348.0,-624.0
1604,There is an adequate absence.,0.1,12,350.0,-288.0
1605,There is an adequate academy.,1.0,12,57.75,-744.0
1606,There is an adequate anniversary.,-0.1,12,356.0,-284.0
1607,There is an adequate artifact.,0.7,12,328.0,-512.0
1608,There is an adequate asylum.,0.5,12,330.0,-572.0
1609,There is an adequate auction.,1.1,12,278.0,-478.0
1610,There is an adequate coach.,1.5714285714285714,12,199.0,-620.0
1611,There is an adequate costume.,2.571428571428572,12,245.0,-716.0
1612,There is an adequate councillor.,2.090909090909091,12,294.0,-584.0
1613,There is an adequate creature.,1.125,12,370.0,-500.0
1614,There is an adequate fishery.,0.7692307692307693,12,89.5,-1192.0
1615,There is an adequate flag.,1.5,12,388.0,-728.0
1616,There is an adequate gym.,2.4,12,-89.5,-1312.0
1617,There is an adequate innovation.,2.4,12,382.0,-476.0
1618,There is an adequate journal.,1.6666666666666667,12,210.0,-388.0
1619,There is an adequate magic.,0.5,12,490.0,-456.0
1620,There is an adequate mast.,-0.25,12,330.0,-888.0
1621,There is an adequate masterpiece.,1.1,12,228.0,-516.0
1622,There is an adequate militia.,1.125,12,300.0,-1012.0
1623,There is an adequate occupation.,1.8,12,148.0,-624.0
1624,There is an adequate painting.,1.6,12,141.0,-668.0
1625,There is an adequate pollution.,-0.3076923076923077,12,322.0,-572.0
1626,There is an adequate prose.,0.7,12,219.0,-314.0
1627,There is an adequate pump.,1.9230769230769231,12,192.0,-912.0
1628,There is an adequate railway.,1.2727272727272727,12,219.0,-988.0
1629,There is an adequate refugee.,-2.0,12,422.0,-412.0
1630,There is an adequate refund.,1.4615384615384617,12,235.0,-676.0
1631,There is an adequate silk.,0.2727272727272727,12,358.0,-494.0
1632,There is an adequate stay.,1.25,12,2.609375,-808.0
1633,There is an adequate stem.,0.6666666666666666,12,344.0,-528.0
1634,There is an adequate testament.,1.5454545454545454,12,364.0,-352.0
1635,There is an adequate trigger.,-0.5714285714285714,12,368.0,-604.0
1636,There is an adequate websites.,2.5,12,84.0,-318.0
1637,There is an adjacent asteroid.,1.1,12,258.0,-884.0
1638,There is an adjacent barrel.,0.8,12,193.0,-1080.0
1639,There is an adjacent campaigner.,-0.2142857142857142,12,226.0,-552.0
1640,There is an adjacent canon.,0.375,12,366.0,-664.0
1641,There is an adjacent captain.,-0.6,12,304.0,-668.0
1642,There is an adjacent commitment.,0.3,12,386.0,-362.0
1643,There is an adjacent commuter.,-0.9230769230769232,12,340.0,-568.0
1644,There is an adjacent compromise.,-1.4285714285714286,12,348.0,-600.0
1645,There is an adjacent correspondence.,0.4444444444444444,12,372.0,-532.0
1646,There is an adjacent creditor.,-1.3333333333333333,12,203.0,-880.0
1647,There is an adjacent downloads.,1.6666666666666667,12,130.0,-224.0
1648,There is an adjacent efficacy.,-1.25,12,426.0,-150.0
1649,There is an adjacent era.,0.7,12,388.0,-476.0
1650,There is an adjacent favour.,-0.1818181818181818,12,328.0,-382.0
1651,There is an adjacent flash.,0.1111111111111111,12,392.0,-700.0
1652,There is an adjacent gameplay.,-0.5333333333333333,12,316.0,-292.0
1653,There is an adjacent habit.,-0.8,12,414.0,-322.0
1654,There is an adjacent identity.,-1.0,12,302.0,-456.0
1655,There is an adjacent independence.,-0.3,12,500.0,-350.0
1656,There is an adjacent invitation.,-0.75,12,312.0,-452.0
1657,There is an adjacent lending.,-1.6363636363636365,12,382.0,-304.0
1658,There is an adjacent missionary.,-1.3,12,318.0,-692.0
1659,There is an adjacent motto.,-1.5454545454545454,12,314.0,-492.0
1660,There is an adjacent musician.,-1.2,12,222.0,-608.0
1661,There is an adjacent newcomer.,-0.9166666666666666,12,304.0,-744.0
1662,There is an adjacent outbreak.,0.2,12,245.0,-908.0
1663,There is an adjacent past.,-1.0,12,476.0,-608.0
1664,There is an adjacent payment.,0.0,12,372.0,-496.0
1665,There is an adjacent pirate.,-2.3,12,362.0,-888.0
1666,There is an adjacent proceed.,-1.7857142857142858,12,324.0,-376.0
1667,There is an adjacent professional.,0.1818181818181818,12,286.0,-258.0
1668,There is an adjacent prophecy.,-0.2727272727272727,12,364.0,-494.0
1669,There is an adjacent questionnaire.,0.4,12,171.0,-628.0
1670,There is an adjacent regime.,-0.1,12,380.0,-536.0
1671,There is an adjacent regiment.,-0.1538461538461538,12,225.0,-704.0
1672,There is an adjacent release.,-0.4444444444444444,12,284.0,-564.0
1673,There is an adjacent relevance.,-1.6666666666666667,12,348.0,-470.0
1674,There is an adjacent rotation.,0.5454545454545454,12,322.0,-852.0
1675,There is an adjacent sandwich.,-1.0,12,322.0,-596.0
1676,There is an adjacent scandal.,-0.9,12,298.0,-688.0
1677,There is an adjacent speech.,-1.181818181818182,12,324.0,-266.0
1678,There is an adjacent suffering.,-1.0,12,462.0,-612.0
1679,There is an adjacent survival.,-1.1111111111111112,12,430.0,-268.0
1680,There is an adjacent symmetry.,-0.3,12,382.0,-704.0
1681,There is an adjacent synopsis.,-1.7142857142857142,12,199.0,-442.0
1682,There is an adjacent tablet.,-0.6666666666666666,12,258.0,-652.0
1683,There is an adjacent tiger.,-0.3333333333333333,12,334.0,-952.0
1684,There is an adjacent tradition.,-0.1,12,284.0,-640.0
1685,There is an adjacent transport.,-0.3,12,382.0,-364.0
1686,There is an adjacent version.,1.1111111111111112,12,244.0,-668.0
1687,There is an administrative DNA.,-1.0769230769230769,12,556.0,-332.0
1688,There is an administrative X-ray.,-0.1,12,172.0,-832.0
1689,There is an administrative admission.,2.0,12,306.0,-164.0
1690,There is an administrative air.,-1.7857142857142858,12,382.0,-680.0
1691,There is an administrative asylum.,-0.5,12,392.0,-604.0
1692,There is an administrative aviation.,-0.8,12,372.0,-652.0
1693,There is an administrative baby.,-1.9166666666666667,12,440.0,-552.0
1694,There is an administrative biotechnology.,-0.4545454545454545,12,402.0,-528.0
1695,There is an administrative breakfast.,-0.8181818181818182,12,104.0,-788.0
1696,There is an administrative chess.,-2.5,12,516.0,-428.0
1697,There is an administrative comic.,0.25,12,326.0,-464.0
1698,There is an administrative detective.,0.7222222222222222,12,185.0,-740.0
1699,There is an administrative doubt.,0.8571428571428571,12,202.0,-512.0
1700,There is an administrative encounter.,0.1818181818181818,12,84.5,-424.0
1701,There is an administrative endeavour.,1.8,12,218.0,-368.0
1702,There is an administrative fighting.,0.6363636363636364,12,306.0,-612.0
1703,There is an administrative galaxy.,-2.1666666666666665,12,416.0,-624.0
1704,There is an administrative gland.,-2.1666666666666665,12,149.0,-676.0
1705,There is an administrative harvest.,-1.4,12,344.0,-672.0
1706,There is an administrative incidence.,-0.2352941176470588,12,214.0,-564.0
1707,There is an administrative kidney.,-2.625,12,408.0,-804.0
1708,There is an administrative lady.,2.111111111111111,12,-80.5,-992.0
1709,There is an administrative lamb.,-1.8,12,474.0,-668.0
1710,There is an administrative laptop.,1.9,12,14.875,-924.0
1711,There is an administrative manga.,-2.111111111111111,12,221.0,-812.0
1712,There is an administrative meter.,-1.125,12,231.0,-988.0
1713,There is an administrative offender.,0.0,12,134.0,-676.0
1714,There is an administrative pill.,-0.5454545454545454,12,356.0,-692.0
1715,There is an administrative pitcher.,-0.9230769230769232,12,232.0,-596.0
1716,There is an administrative poverty.,-0.3333333333333333,12,406.0,-560.0
1717,There is an administrative pregnancy.,-2.4444444444444446,12,178.0,-856.0
1718,There is an administrative sex.,-0.7647058823529411,12,584.0,-362.0
1719,There is an administrative shield.,0.1818181818181818,12,294.0,-620.0
1720,There is an administrative smell.,-2.583333333333333,12,214.0,-760.0
1721,There is an administrative spreadsheet.,2.4444444444444446,12,62.0,-928.0
1722,There is an administrative switch.,1.3333333333333333,12,378.0,-400.0
1723,There is an administrative theatre.,-0.5625,12,232.0,-612.0
1724,There is an administrative villain.,-0.6923076923076923,12,163.0,-636.0
1725,There is an administrative watch.,0.7692307692307693,12,376.0,-494.0
1726,There is an administrative wreck.,-0.9090909090909092,12,216.0,-652.0
1727,There is an advanced bell.,-0.7777777777777778,12,396.0,-884.0
1728,There is an advanced breakdown.,1.0,12,348.0,-404.0
1729,There is an advanced citation.,0.3571428571428571,12,272.0,-350.0
1730,There is an advanced classic.,-0.2222222222222222,12,318.0,-482.0
1731,There is an advanced commuter.,1.0909090909090908,12,258.0,-616.0
1732,There is an advanced dedication.,0.3076923076923077,12,402.0,-306.0
1733,There is an advanced editorial.,1.1111111111111112,12,338.0,-338.0
1734,There is an advanced festival.,-1.2,12,286.0,-484.0
1735,There is an advanced grief.,0.3333333333333333,12,458.0,-640.0
1736,There is an advanced out.,-1.75,12,438.0,-236.0
1737,There is an advanced postcode.,-1.1333333333333333,12,384.0,-528.0
1738,There is an advanced ram.,-1.3333333333333333,12,398.0,-612.0
1739,There is an advanced ribbon.,-1.875,12,370.0,-584.0
1740,There is an advanced scripture.,1.4444444444444444,12,368.0,-460.0
1741,There is an advanced stripe.,-0.9230769230769232,12,394.0,-440.0
1742,There is an advanced temptation.,-1.375,12,358.0,-568.0
1743,There is an advanced thief.,1.9,12,245.0,-1000.0
1744,There is an advanced ton.,-1.3076923076923077,12,482.0,-179.0
1745,There is an advanced treaty.,0.4444444444444444,12,312.0,-572.0
1746,There is an advanced uncertainty.,-0.7142857142857143,12,432.0,-296.0
1747,There is an adverse architect.,-0.2727272727272727,12,390.0,-410.0
1748,There is an adverse audience.,1.0,12,454.0,-488.0
1749,There is an adverse beast.,-1.4285714285714286,12,382.0,-684.0
1750,There is an adverse beauty.,-0.3333333333333333,12,536.0,-600.0
1751,There is an adverse builder.,0.4444444444444444,12,336.0,-764.0
1752,There is an adverse cabinet.,-2.2222222222222223,12,466.0,-412.0
1753,There is an adverse cage.,-2.6,12,432.0,-592.0
1754,There is an adverse can.,-2.888888888888889,12,394.0,-340.0
1755,There is an adverse cereal.,-1.6153846153846154,12,408.0,-576.0
1756,There is an adverse convenience.,-1.5833333333333333,12,424.0,-406.0
1757,There is an adverse councillor.,-1.5555555555555556,12,404.0,-520.0
1758,There is an adverse crash.,0.0,12,140.0,-776.0
1759,There is an adverse crime.,0.1,12,366.0,-388.0
1760,There is an adverse curator.,-0.4444444444444444,12,378.0,-592.0
1761,There is an adverse depot.,-2.0,12,422.0,-502.0
1762,There is an adverse diameter.,-1.9166666666666667,12,378.0,-524.0
1763,There is an adverse disadvantage.,0.6363636363636364,12,198.0,-616.0
1764,There is an adverse drinking.,1.1111111111111112,12,302.0,-444.0
1765,There is an adverse father.,-0.6428571428571429,12,428.0,-600.0
1766,There is an adverse fireplace.,-2.0,12,356.0,-652.0
1767,There is an adverse forefront.,-0.0769230769230769,12,368.0,-462.0
1768,There is an adverse gallery.,-0.7058823529411765,12,364.0,-488.0
1769,There is an adverse hunt.,-1.75,12,366.0,-480.0
1770,There is an adverse ink.,-2.333333333333333,12,528.0,-478.0
1771,There is an adverse intensity.,-0.3636363636363636,12,446.0,-394.0
1772,There is an adverse invasion.,-0.5714285714285714,12,272.0,-752.0
1773,There is an adverse investment.,2.1,12,418.0,-492.0
1774,There is an adverse lawyer.,-0.6363636363636364,12,308.0,-498.0
1775,There is an adverse lineup.,0.0,12,338.0,-592.0
1776,There is an adverse marker.,-0.5833333333333334,12,318.0,-428.0
1777,There is an adverse microphone.,-1.4444444444444444,12,350.0,-740.0
1778,There is an adverse mineral.,-0.5714285714285714,12,422.0,-576.0
1779,There is an adverse mode.,-0.1818181818181818,12,374.0,-632.0
1780,There is an adverse morning.,0.3333333333333333,12,426.0,-532.0
1781,There is an adverse mortar.,-0.9230769230769232,12,422.0,-604.0
1782,There is an adverse music.,1.0909090909090908,12,466.0,-406.0
1783,There is an adverse nationalism.,0.2,12,438.0,-800.0
1784,There is an adverse neighbor.,0.0833333333333333,12,210.0,-960.0
1785,There is an adverse peer.,-0.4444444444444444,12,532.0,-326.0
1786,There is an adverse pet.,-1.0909090909090908,12,440.0,-388.0
1787,There is an adverse photography.,-0.4444444444444444,12,330.0,-420.0
1788,There is an adverse pony.,-1.2727272727272727,12,466.0,-608.0
1789,There is an adverse presentation.,1.6,12,173.0,-406.0
1790,There is an adverse quarry.,-2.2,12,424.0,-528.0
1791,There is an adverse regard.,-0.9230769230769232,12,356.0,-378.0
1792,There is an adverse rehearsal.,0.3,12,474.0,-510.0
1793,There is an adverse republic.,-0.75,12,584.0,-548.0
1794,There is an adverse roll.,-1.3636363636363635,12,404.0,-616.0
1795,There is an adverse space.,0.0,12,464.0,-524.0
1796,There is an adverse standard.,-0.25,12,370.0,-474.0
1797,There is an adverse steel.,-2.5625,12,474.0,-260.0
1798,There is an adverse stint.,-0.631578947368421,12,344.0,-504.0
1799,There is an adverse suspicion.,0.1666666666666666,12,225.0,-524.0
1800,There is an adverse sympathy.,-0.7,12,404.0,-536.0
1801,There is an adverse text-decoration.,-1.0,12,203.0,-308.0
1802,There is an adverse trap.,0.3333333333333333,12,360.0,-636.0
1803,There is an adverse tutor.,-0.4,12,314.0,-490.0
1804,There is an adverse van.,-2.272727272727273,12,464.0,-484.0
1805,There is an adverse vibration.,-0.2,12,332.0,-724.0
1806,There is an adverse well.,-2.4166666666666665,12,452.0,-828.0
1807,There is an adverse wisdom.,0.8181818181818182,12,468.0,-404.0
1808,There is an affordable Mrs.,-2.1538461538461537,12,221.0,-33.25
1809,There is an affordable activist.,0.0909090909090909,12,396.0,-504.0
1810,There is an affordable arcade.,0.9,12,248.0,-940.0
1811,There is an affordable battery.,2.090909090909091,12,280.0,-944.0
1812,There is an affordable bonus.,0.7692307692307693,12,227.0,-588.0
1813,There is an affordable calculation.,0.9090909090909092,12,308.0,-520.0
1814,There is an affordable coup.,-0.9,12,310.0,-624.0
1815,There is an affordable dealer.,2.0,12,180.0,-840.0
1816,There is an affordable essay.,0.5,12,143.0,-404.0
1817,There is an affordable feasibility.,0.8888888888888888,12,396.0,-358.0
1818,There is an affordable footpath.,-1.75,12,266.0,-896.0
1819,There is an affordable forestry.,-0.3333333333333333,12,382.0,-390.0
1820,There is an affordable frog.,0.5,12,500.0,-952.0
1821,There is an affordable guard.,0.9090909090909092,12,338.0,-672.0
1822,There is an affordable guilt.,-1.5384615384615383,12,648.0,-596.0
1823,There is an affordable hearing.,-0.4545454545454545,12,440.0,-270.0
1824,There is an affordable minute.,-1.4,12,488.0,-227.0
1825,There is an affordable newsletter.,1.9090909090909087,12,316.0,-612.0
1826,There is an affordable node.,-1.0,12,197.0,-71.5
1827,There is an affordable nominee.,-0.1875,12,324.0,-510.0
1828,There is an affordable peasant.,-0.4,12,392.0,-628.0
1829,There is an affordable planting.,1.625,12,410.0,-464.0
1830,There is an affordable presenter.,1.3571428571428572,12,266.0,-728.0
1831,There is an affordable pump.,1.3571428571428572,12,282.0,-940.0
1832,There is an affordable revival.,-0.5333333333333333,12,470.0,-708.0
1833,There is an affordable ruling.,0.0,12,308.0,-430.0
1834,There is an affordable script.,0.4166666666666667,12,278.0,-672.0
1835,There is an affordable sculptor.,1.6666666666666667,12,268.0,-816.0
1836,There is an affordable shade.,-0.3333333333333333,12,366.0,-576.0
1837,There is an affordable sovereignty.,-0.5,12,640.0,-624.0
1838,There is an affordable starter.,1.1538461538461535,12,324.0,-640.0
1839,There is an affordable sufferer.,-2.1875,12,332.0,-346.0
1840,There is an affordable summit.,-0.5,12,362.0,-596.0
1841,There is an affordable sword.,2.875,12,264.0,-980.0
1842,There is an affordable tent.,2.363636363636364,12,211.0,-856.0
1843,There is an affordable victim.,-2.125,12,532.0,-540.0
1844,There is an affordable wave.,-0.75,12,496.0,-580.0
1845,There is an agricultural acceptance.,-0.5714285714285714,12,326.0,-544.0
1846,There is an agricultural anyone.,-2.6666666666666665,12,207.0,-208.0
1847,There is an agricultural arrow.,-1.5384615384615383,12,268.0,-896.0
1848,There is an agricultural bibliography.,0.3846153846153846,12,130.0,-804.0
1849,There is an agricultural bursary.,0.0,12,78.0,-1144.0
1850,There is an agricultural clothes.,1.8,12,304.0,-620.0
1851,There is an agricultural contrast.,0.2307692307692307,12,243.0,-668.0
1852,There is an agricultural crash.,0.8,12,340.0,-864.0
1853,There is an agricultural decay.,1.5,12,296.0,-996.0
1854,There is an agricultural defender.,0.0227272727272727,12,231.0,-656.0
1855,There is an agricultural discretion.,-0.6666666666666666,12,354.0,-532.0
1856,There is an agricultural dish.,0.3333333333333333,12,87.0,-1008.0
1857,There is an agricultural dynasty.,1.0714285714285714,12,205.0,-680.0
1858,There is an agricultural elephant.,-2.261904761904762,12,412.0,-912.0
1859,There is an agricultural elevation.,-0.1818181818181818,12,232.0,-724.0
1860,There is an agricultural encryption.,-2.2,12,404.0,-498.0
1861,There is an agricultural enthusiasm.,0.2222222222222222,12,160.0,-728.0
1862,There is an agricultural fan.,-0.5555555555555556,12,142.0,-852.0
1863,There is an agricultural freelance.,-0.825,12,171.0,-560.0
1864,There is an agricultural frustration.,-0.625,12,240.0,-604.0
1865,There is an agricultural gaming.,-1.0769230769230769,12,306.0,-274.0
1866,There is an agricultural grid.,1.6923076923076923,12,203.0,-748.0
